eid,verdict,reason
2-s2.0-105040108180,CONFIRM,Content analysis with % misinfo/credential prevalence and 46M views reach
2-s2.0-105012953237,REJECT,Methods feasibility pilot; no quantitative misinfo exposure estimate reported
2-s2.0-85143439392,CONFIRM,1734 fact-checks: % false, platform distribution of misinformation
2-s2.0-105026707050,CONFIRM,Systematic review reporting misinfo prevalence/reach across 33 studies
2-s2.0-85203317819,REJECT,Quality scores; misinformation only described qualitatively, no prevalence estimate
2-s2.0-85090181268,CONFIRM,13.5% of top links were fake news; quantitative content-prevalence
2-s2.0-85131073869,CONFIRM,Measures scale of misinfo sharing/audience concentration on Telegram
2-s2.0-85083074621,REJECT,Russian troll vaccine valence analysis; no misinfo prevalence/exposure estimate
2-s2.0-85115631663,CONFIRM,Quantifies misinfo share of COVID tweets (minor fraction of dataset)
2-s2.0-85218245924,CONFIRM,Reports % inaccurate/misinformative videos by source
2-s2.0-85102493378,REJECT,Tone/topic content analysis; no quantitative misinformation prevalence estimate
2-s2.0-85108996494,REJECT,Qualitative discourse analysis of vaccine links; no misinfo prevalence quantified
2-s2.0-85133898545,CONFIRM,1537 rumors categorized with counts/risk; actor and content prevalence
2-s2.0-85092354064,CONFIRM,Quantifies rumor diffusion/salience across platforms, 18347 items
2-s2.0-85136917439,CONFIRM,Quantifies network amplification of misinfo, conservative vs liberal volumes
2-s2.0-105002578811,CONFIRM,65% of videos reinforced misconceptions; prevalence estimate
2-s2.0-85192806272,REJECT,Infodemic prevalence is self-reported construct, not misinfo content/exposure
2-s2.0-85087834513,CONFIRM,1225 fake news stories typed/sourced; content prevalence
2-s2.0-85138264705,CONFIRM,Rumor-sharing volumes by ideology; 96% fake domains by conservatives
2-s2.0-85089426034,CONFIRM,37% of videos misleading; prevalence by source
2-s2.0-85132050196,CONFIRM,Quantifies attention/spread of 3851 retracted papers vs controls
2-s2.0-85119233792,UNSURE,Small empirical diffusion-by-veracity investigation; magnitude of estimate unclear
2-s2.0-85145702361,CONFIRM,Counts/themes of 4500 hoaxes across platforms; content prevalence
2-s2.0-85194075145,CONFIRM,Data-donation exposure/consumption; quantifies misinfo source exposure share
2-s2.0-85084947770,CONFIRM,Quantifies anti-vaccine video prevalence and recommendation exposure
2-s2.0-85194023903,CONFIRM,Quantifies superspreaders' share of low-credibility content; actor concentration
2-s2.0-105032159703,CONFIRM,Misinformation prevalent in 46.2% of creator videos
2-s2.0-85212049380,CONFIRM,1415 fact-checks of party disinformation; actor-level prevalence/ideological bias
2-s2.0-85091698994,CONFIRM,Quantifies disinfo vs mainstream news diffusion/engagement volumes
2-s2.0-85153766483,CONFIRM,Quantifies QAnon content engagement/shares; actor-level prevalence
2-s2.0-105037364528,CONFIRM,800 posts coded accurate/non-accurate; misinfo prevalence by language/platform
2-s2.0-85085657500,CONFIRM,Audit of 56K videos; quantifies misinfo in search/recommendations
2-s2.0-85193588807,CONFIRM,Quantifies misinfo share of top engaged Polish items
2-s2.0-85107390682,CONFIRM,5% of posts harmful misinfo; content prevalence with engagement
2-s2.0-105009525336,CONFIRM,Misinfo prevalence in 100 contraception videos, 4.85B views
2-s2.0-105031628111,CONFIRM,36% poor-quality videos with misinformation; prevalence estimate
2-s2.0-85169366881,CONFIRM,Survey patterns/predictors of misinfo exposure across four cities
2-s2.0-85102907678,CONFIRM,208 crowdfunding campaigns making misinfo claims; counts/reach
2-s2.0-85212052138,CONFIRM,Misinformation accounted for 44% of dental caries posts
2-s2.0-85129781787,REJECT,Media coverage quality analysis; 40% misleading treatment but topic-narrow editorial
2-s2.0-85140319155,CONFIRM,Quantifies visibility of unreliable/right-leaning sources shared on social media
2-s2.0-85205688160,CONFIRM,23% of political images contained misinformation; large-scale prevalence
2-s2.0-105019533649,CONFIRM,Quantifies misinfo exposure on vs consumption off Facebook
2-s2.0-105035000208,CONFIRM,83% of analyzed content false; disinfo prevalence by theme
2-s2.0-85136577983,REJECT,Coordinated-sharing case study; no overall misinfo prevalence/exposure estimate
2-s2.0-105038091134,CONFIRM,27.5% of threads contained misinformation; prevalence/diffusion
2-s2.0-85097769512,UNSURE,Google Trends search interest as exposure proxy; not misinfo content prevalence
2-s2.0-105011342295,REJECT,Video quality assessment; misinformation described qualitatively, no prevalence %
2-s2.0-85131726850,REJECT,Fake-account amplification study; no misinfo content prevalence estimate
2-s2.0-85121019757,CONFIRM,Estimates prevalence of fake news in Facebook URLs dataset
