eid,verdict,reason
2-s2.0-85136023139,REJECT,Studies engagement-turnout association; no prevalence/exposure share quantified
2-s2.0-85121859057,REJECT,Prevalence of belief/agreement with misinfo not content-exposure prevalence
2-s2.0-105027856675,CONFIRM,Actor-level misinfo-sharing rates and audience engagement quantified across countries
2-s2.0-85180257790,CONFIRM,Counts/frequency of hoaxes (1970 issues) over pandemic timeframe
2-s2.0-85184824168,CONFIRM,Misinfo rates estimated across 19M tweets in three countries
2-s2.0-105035247825,REJECT,Wait-time correlate of fake-news sharing; no prevalence estimate reported
2-s2.0-85018337913,UNSURE,Exposure to tweet topics measured but misinfo-specific prevalence not isolated
2-s2.0-85092601632,CONFIRM,Quantifies share of citations propagating retracted misinformation (96%)
2-s2.0-85194112418,CONFIRM,18.4% of TikTok videos contained misinformation
2-s2.0-86000670842,CONFIRM,Accuracy breakdown of nutrition content (36% accurate, 42% inaccurate)
2-s2.0-105020894042,CONFIRM,74% of videos classified misleading; engagement reported
2-s2.0-85060549676,CONFIRM,Concentration of fake-news exposure/sharing (1% = 80%)
2-s2.0-105000242013,CONFIRM,Prevalence/spread of multilingual misinfo across 264K fact-checks
2-s2.0-0030005334,REJECT,TV CPR depiction accuracy; not misinformation prevalence in target sense
2-s2.0-85055743868,REJECT,Quantifies exposure bias/homogeneity, not misinformation prevalence
2-s2.0-85123434312,CONFIRM,Share of vaccine videos opposing/conspiracy (15/20) quantified
2-s2.0-85066887829,CONFIRM,Quantifies troll content volume and reach/influence
2-s2.0-85181119382,REJECT,Meta-analysis of bad recommendation rate, not misinfo content prevalence
2-s2.0-85213941586,CONFIRM,Content analysis of 1415 fact-checks quantifying disinfo topics
2-s2.0-85201063575,CONFIRM,58.8% of TikTok videos contained vaccine misinformation
2-s2.0-85086906408,CONFIRM,28% of videos contained direct misinformation
2-s2.0-85046071518,CONFIRM,Quantifies misinfo diffusion network core/concentration
2-s2.0-85096438130,REJECT,Maps audiences of disinfo sites; no quantitative prevalence/exposure estimate
2-s2.0-85065550941,CONFIRM,63% of fluoride posts anti-fluoride; content prevalence quantified
2-s2.0-85167574647,CONFIRM,14% of videos misleading/irrelevant quantified
2-s2.0-85164306347,CONFIRM,310 ads; 25.8% claimed cure; prevalence of misleading content
2-s2.0-85178301568,UNSURE,Fact-check content analysis but proportions/quantities not clearly estimated
2-s2.0-85118981288,CONFIRM,Engagement concentration with misinfo sources (68.1% far-right)
2-s2.0-85183930034,REJECT,Network structure/density of fake news; no prevalence/exposure estimate
2-s2.0-85121947105,CONFIRM,29.6% anti-vax users; polarization volumes quantified
2-s2.0-85047794238,CONFIRM,48% media articles overstated; misinformation rate quantified
2-s2.0-85028727341,CONFIRM,65% of vaccine videos anti-vaccine; prevalence quantified
2-s2.0-85140999868,REJECT,Content analysis of indexing patterns; no misinfo prevalence proportion
2-s2.0-86000286752,CONFIRM,Misinformation scores quantified across PE videos
2-s2.0-85107696753,CONFIRM,Quantifies prevalence of misconception belief (up to 61%)
2-s2.0-85106335639,UNSURE,Fact-checks leaders' top args; small N, prevalence not clearly estimated
2-s2.0-85173913530,CONFIRM,22% of videos misleading quantified
2-s2.0-85055756722,REJECT,Predictors of dysfunctional sharing; no misinfo prevalence estimate
2-s2.0-85084031148,CONFIRM,48% misleading, 34% harmful videos quantified
2-s2.0-85116016376,REJECT,Public knowledge/info-environment analysis; no misinfo prevalence quantified
2-s2.0-85140592237,CONFIRM,18.3% of videos misleading quantified
2-s2.0-105028851691,CONFIRM,89% of ADHD videos misleading quantified
2-s2.0-85074596916,CONFIRM,1:1 junk-news to real-news ratio shared quantified
2-s2.0-85160644203,CONFIRM,Content analysis quantifying misinfo by topic/source
2-s2.0-85205141299,CONFIRM,4245 fact-checks; topic prevalence quantified
2-s2.0-85141666446,CONFIRM,2% of influential posts misinformation; volume quantified
2-s2.0-105036232690,CONFIRM,13% misleading; 62% nutrition misinfo; engagement quantified
2-s2.0-85037352356,CONFIRM,Fake-news consumption traffic fraction quantified
2-s2.0-105025106588,REJECT,Misinfo engagement predicts health outcomes; no prevalence estimate
2-s2.0-105029135644,CONFIRM,622 disinfo cases; emotional/topic prevalence quantified
