study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85127039075,HIGH,HIGH,HIGH,NA,NA,LOW,HIGH,LOW,HIGH,HIGH,6,HIGH,full_text,"Videos were considered non-factual if they contained one or more non-factual statements, defined as contradictory to guidelines published by public health agencies (ie, WHO or Centers for Disease Control and Prevention) at the time of video publication.","Of 150 videos screened, 122 videos (81%) were included.","Top-150-by-views YouTube search for 'COVID-19 vaccine' on a single day (21 July 2021); items 1-3 HIGH (topical, keyword-seeded, top-N-by-engagement frame). Item 6 LOW: falsity assessed statement-by-statement against a named external reference standard (WHO/CDC), coded in duplicate with third-reviewer consensus. Item 7 HIGH: no kappa or other reliability statistic for the factual/non-factual coding (mDISCERN/mJAMA are validated quality scales, not falsity instruments). Item 9 HIGH: single-day search snapshot, no publication window on the sampled videos, generalised to 'YouTube as a source of misinformation'. Item 10 HIGH: denominator is 122 curated top-viewed topical videos; the 11% view-weighted figure uses publisher-side view counts, not an audience diet. Quotes reassembled across two-column interleaving in the cached text; wording verbatim."
2-s2.0-85127622287,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,4,MODERATE,full_text,Judgments of possible medical misinformation were submitted to a public health expert for verification.,we were able to catalog data for 1672 web pages about vaccination in the U.S.,"One of the stronger designs in the shard. Item 6 LOW: explicitly conservative, narrowly medical case definition, independently verified by a public-health expert (107 candidates -> 56 confirmed); financial/religious claims deliberately excluded. Item 7 LOW: two independent coders, consensus resolution, conditional IRR and absolute agreement reported (though the reported reliability figures cover gist/narrative/emotional appeal rather than the misinformation judgement itself - expert verification carries the validity claim). Item 8 LOW: identical manual cataloguing protocol; multiple search engines/states were a deliberate coverage strategy, not an unadjusted mode difference. Item 9 LOW: 2020 collection window stated. Items 1-3 HIGH: alphabet-spanning keyword-seeded Google frame, 5 results pages deep, purposive. Item 10 HIGH: denominator is 1672 catalogued vaccination web pages (a curated topical corpus), not any audience's information diet."
2-s2.0-85128118104,LOW,LOW,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,LOW,3,MODERATE,full_text,"confirmed that all of the 8 popular rumors in Textbox S1 in Multimedia Appendix 1 are false, while the narratives of the 11 food scandals in Textbox S2 in Multimedia Appendix 1 reflect the facts in 2016, though 2 of them are not accurate.","Among the respondents, 83.6% (2584/3090) heard at least one food rumor.","Only genuine population-denominator study in the shard. Items 1-3 LOW: multistage stratified door-to-door probability sample of adults in Beijing and Hefei (real public, not an artificial universe); not national, but the adapted rule targets artificial universes. Item 5 LOW: direct survey of subjects. Item 6 LOW: eight pre-specified rumours verified false against official state surveillance sources - external ground truth, though the verifying sources (People's Daily Online, Xinhuanet) are state-controlled, so independence is not assured. Item 4 HIGH: the reported 'response rate was 42.65% for Beijing and 57.35% for Hefei (out of 3090 participants)' is a sample split, not a response rate; true non-response/attrition is not reported. Item 7 HIGH: dichotomous self-reported yes/no recall items, no validity or reliability evidence. Item 9 HIGH: no recall window stated for 'having heard' a rumour (unbounded), while media-use items used a 12-month frame. Item 10 LOW: denominator is the 3090 surveyed adults, but note 2584 is also given as the number of valid questionnaires after list-wise deletion - a possible numerator/denominator reporting error worth flagging in the review."
2-s2.0-85128357498,HIGH,HIGH,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,we refer to social media posts that make claims and put forward verifiably untrue speculations according to our analysis using a pre-trained BERT classifier.,"Overall, the classifier categorized about 21% of the comments and 15% of the replies as fake","Items 1-2 HIGH: four purposively chosen channels (CNN, Fox News, The Epoch Times, WHO) and keyword-matched videos - an artificial universe assembled to span partisanship, not an audience. Item 3 LOW: complete API census of all comments on the 1565 videos. Item 6 HIGH: the case definition is self-referential ('according to our analysis using a pre-trained BERT classifier') and the classifier was trained on 11,771 fact-check-tagged news/social posts (Patwa et al.) then transferred to YouTube comments, a different genre where much of the text is opinion rather than checkable claim; a 21% falsity rate over all comments reflects that domain shift. Item 7 LOW: precision 0.93 / recall 0.86 / F1 0.89 and 91% accuracy reported, but on a held-out split of the training distribution, not on labelled YouTube comments. Item 9 LOW: 16-month window (11 Mar 2020 - 29 Jul 2021) stated. Item 10 HIGH: denominator is ~2.5M comments on a curated topical video set. Items 6 and 10 both HIGH -> overall HIGH."
2-s2.0-85129092713,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,5,HIGH,full_text,if they attempted to link the death of Hank Aaron with administration of the Moderna COVID-19 vaccine.,A total of 436 tweets were initially sampled from the Twitter Search Application Programming Interface.,"Single-event, keyword-defined corpus ('Hank Aaron' + 'vaccine'). Items 1-2 HIGH: the universe exists only because of the misinformation event. Item 3 HIGH: Twitter Search API v1.1 returns 'recent and popular' tweets, so retrieval is neither random nor a complete census, and a snowball 'Seeded Sample' was layered on top. Item 6 HIGH: misinformation is coded by topical linkage ('attempted to link the death ... with administration of the Moderna COVID-19 vaccine') rather than against a fact-check verdict, so assertion, questioning and mention are conflated; the WHO SAGE matrix used is a hesitancy framework, not a truth standard. Item 7 LOW: kappa=0.83 reported for misinformation codes with discrepancy reconciliation. Item 9 LOW: 7-day window justified by circaseptan sentiment literature. Item 10 HIGH: 56% is 244/436 tweets about one death, presented as vaccine-misinformation prevalence."
2-s2.0-85129109345,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"videos were tagged as misleading if they included information that vitamin D prevents or cures COVID-19, which is a statement that is not in line with the current evidence base, which presently only concludes a correlation between the 2","In total, 77 (64.2%) of 120 YouTube videos screened were included in our analysis.","Highest n_high in the shard (7). Items 1-3 HIGH: first 60 YouTube search results for 'COVID'/'coronavirus'/'vitamin D' at two timepoints, screened to 77. Item 6 HIGH: the coding pair is 'useful (all accurate information)' vs 'misleading (any inaccurate or misleading content)' - a quality/accuracy continuum standing in for falsity, and the 7 videos containing a mix of useful and misleading content were labelled misleading overall, inflating the 80.5% figure. Item 7 HIGH: a priori codebook and two coders with senior-author adjudication, but no kappa or other reliability statistic. Item 9 HIGH: two single-day search snapshots (10 Jun and 7 Dec 2020) generalised to platform-level prevalence. Item 10 HIGH: denominator is 77 doubly-topical videos (COVID AND vitamin D)."
2-s2.0-85129456715,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,6,HIGH,full_text,The categorization of articles involved a narrow and dichotomous analysis of accuracy to determine whether something was or was not misinformation.,The top 10 articles for each keyword were included in the analysis.,"The 0% estimate is an artefact of an extremely narrow denominator, and this appraisal should carry that. Items 1-3 HIGH: BuzzSumo top-10-by-total-engagement per keyword per week, two keywords, six weeks = 120 articles; explicit top-N-by-engagement selection. Item 6 HIGH: no substantive case definition is given beyond a 'narrow and dichotomous analysis of accuracy'; no external ground truth, no fact-check source, no worked criteria. Item 7 HIGH: no coder count, no reliability statistic, no validated instrument. Item 9 LOW: 21 July - 31 August 2020 window stated and justified. Item 10 HIGH: denominator is 120 top-shared articles, so the headline 'no misinformation on social media' claim rests on a 120-item curated head of the distribution."
2-s2.0-85129632573,HIGH,HIGH,LOW,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,5,HIGH,full_text,"In this study, fake news was set as news with a suspicion score greater than zero.","Using the settings described, 791,183 COVID-19 and vaccine news items were collected from 26 internet news media sources.","Clearest CONTENT-vs-QUALITY failure in the shard. Item 6 HIGH: 'fake news' is operationalised purely as a style-based RoBERTa suspicion score above zero, and the authors concede 'While the Islander system cannot directly detect false information, it can monitor the media in real time and provide objective scores.' The scorer was trained on the CVAT valence-arousal corpus plus 198 news items labelled by 2 journalism experts for bias/subjectivity - subjectivity and incitement, not falsity. This is why the estimates are implausibly high (35.8%-37.7% of all mainstream Taiwanese news items). Item 7 HIGH: no accuracy, kappa or F1 reported for the suspicion score; conflict of interest noted (Islander is a Taiwan AI Labs service). Item 3 LOW: complete real-time crawl census of the 26 sources. Item 9 LOW: 43 weeks of 2021, stated. Item 10 HIGH: denominator is keyword-filtered news items in two temporal stages, i.e. supply-side content, with no audience denominator at all despite the paper's population-level framing."
2-s2.0-85129781787,HIGH,HIGH,LOW,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,5,HIGH,full_text,"Article content data were mapped against this timeline to see if Indian media reporting adapted to new information, and whether the content was accurate.",Three hundred and fourteen articles discussed COVID-19 treatments.,"Item 6 HIGH: there is no explicit misinformation case definition anywhere in the paper; 'misleading' is judged narratively against a WHO-updates timeline within the WHO Strategic Communications Framework, which is a communication-effectiveness instrument (actionable/credible/understandable/relevant/timely), not a falsity standard. Contrast with 85127039075, which also used WHO/CDC but checked discrete factual statements against it - here the construct is guideline concordance of evolving treatment coverage (plasma therapy, chloroquine). Item 7 HIGH: four coders splitting the corpus, discrepancies discussed daily, but no kappa and no validated coding instrument. Item 3 LOW: census of the dedicated 'Coronavirus' sections of the five newspapers over the date range (3507 screened -> 2422 included). Item 9 LOW: 11 March - 30 April 2020 stated. Item 10 HIGH: the 40% headline is over 314 treatment-discussing articles, a subset of 2422 COVID articles, and the 40% is asserted in the abstract without a traceable numerator in the Results."
2-s2.0-85131073869,LOW,HIGH,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,3,HIGH,full_text,"while misleading sources are defined as ones that contain “misleading content, false and/or hyper-partisan news as well as hoaxes, conspiracy theories, click-bait and satire.”","Only 3% of the posts with hyperlinks in them contained links to either the professional news or misleading sources in our study: the majority linked to other websites, mostly in other languages such as Farsi, Russian and Arabic.","Methodologically the most careful study in the shard, and it still fails on the two load-bearing items - a good illustration of the review's argument. Item 1 LOW: target population is English-language public Telegram channels, a real venue not defined by the outcome. Item 2 HIGH: snowball-crawled frame seeded from 250 channels, which the authors candidly flag as non-comprehensive. Item 3 LOW: complete trace of all 24.7M messages in the frame over the year. Item 7 LOW: the Pierri et al. source list is externally maintained since 2016 and reused across published studies (Grinberg et al., Shao et al.). Item 9 LOW: full year, 1 Oct 2018 - 30 Sep 2019. Item 6 HIGH: the domain list bundles hyper-partisan news, click-bait and satire with falsity, so quality/partisanship stands in for the falsity construct (the authors did strip humour/parody sites, reducing the list to 94). Item 10 HIGH and severe: the 37.5-38% figure has as its denominator only the 202,571 posts that linked to one of the two curated lists, which is 3% of hyperlinked posts and a far smaller fraction of all posts - a doubly-curated denominator presented as platform prevalence."
