study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85043684270,HIGH,HIGH,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,"We also coded the presence/absence of misinformation or misleading information, with misinformation operationalized as the information currently considered to be incorrect by expert consensus (e.g., ""Marijuana is legal in all 50 states""), while misleading information as the information that is not explicitly false, or there is a lack of scientific evidence to prove it as incorrect, but may result in making inaccurate inferences","After deduplication (n = 4) and excluding those that are not related to either marijuana or vaping (n = 9) and those that related to only marijuana or e-cigarettes (n = 71), we obtained a final sample of 214 videos.","Keyword-seeded single-topic YouTube corpus with author-devised (non-external) misinformation coding; strong intercoder reliability (Krippendorff alpha .70-1.00) does not fix a curated 214-video denominator."
2-s2.0-85046831961,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,5,HIGH,full_text,"The veracity of health information found in news was judged by comparing it with 'Interna Szczeklika' - a comprehensive Polish textbook of evidence-based internal medicine. ... For purposes of the statistical analysis of this preliminary report, categories 1-3 were gathered together and marked as ""fake news"".","The data was obtained for ten most commonly shared pages concerning eight keywords (N=80): cancer (in Polish rak), neoplasm (nowotwor), heart attack (zawal), stroke (udar), hypertension (nadcisnienie), diabetes (cukrzyca), vaccinations (szczepienia), HIV and AIDS","Textbook ground truth and kappa=.875 are good, but the ""fake news"" label bundles a non-falsity category (advertisement news) and the denominator is 80 top-shared links across 8 disease keywords."
2-s2.0-85047794238,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,6,HIGH,full_text,"The authors designed, tested, and implemented a review tool for this study to systematically assess the strength of causal inference in academic articles, the strength of causal language used by academic study authors, the strength of causal language used by media article authors, and the accuracy of the media article's description of the academic article.","The study was designed to identify and review causal inference and language from the 50 most shared academic articles pertaining to single studies of an exposure and a health outcome. ... While this scheme generates a sample that is representative of public consumption and distribution, it is neither intended nor likely to be representative of the total literature produced by academia and media.","Pure QUALITY construct (strength of causal inference / reporting accuracy, not falsity) measured with a bespoke unvalidated tool whose exact agreement was ""far from perfect"" and never quantified, over a top-N-most-shared denominator."
2-s2.0-85051037754,HIGH,LOW,LOW,NA,NA,HIGH,HIGH,LOW,LOW,LOW,3,MODERATE,full_text,"any post including information that did not reflect a scientific truth or partially including scientifically based information that might have generated possible misinterpretation, was appointed as ""fake news"".","We collected 1800 posts from the SMsocialnetwork public wall. Among these, the two experts identified 380 posts with medical content (126 posts per month, on average). Among them, 308 reported scientific and relevant medical information, whereas 72 posts included fake news.","Complete 3-month census of one forum wall with a genuine whole-diet denominator (72/1800 also reported), but the case definition is expert-subjective with no external ground truth and no reliability statistic; population is a niche MS patient community."
2-s2.0-85054363956,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,"Any answers that provided advice were then searched in evidence-based, point-of-care resources to determine if the advice was supported or refuted by the evidence provided. Evidence-based resources were chosen based on availability of access from the author's institutional subscriptions and included DynaMed, UpToDate, RxTx, and Natural Medicines.","Of the health-related questions on the 2 forums, 65.5% and 51.8%, respectively, provided some type of advice. Of the advice provided, 54.1% and 47.2%, respectively, agreed with the evidence provided in evidence-based resources. A further 16.2% and 6.3% was refuted or was somewhat refuted by the evidence found in evidence-based resources.","External evidence-based ground truth (DynaMed/UpToDate) earns a LOW on item 6, but a single uncorroborated coder and a denominator of only the advice-providing responses to health questions (74 of 777 responses examined) make the figure a filtered-subset rate, not audience prevalence."
2-s2.0-85055079422,HIGH,HIGH,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,"Second, the 2 coders coded the information veracity of the 1547 tweets. Specifically, the coders categorized each tweet as 1 (=true information) and 2 (=misinformation) for the tweets in the 4 thematic categories.","Of the 2691 total tweets on Weibo, 1144 tweets (1144/2691, 42.51%) only expressed personal emotions and experiences that cannot be identified as truth or falsehood. These tweets were excluded from further analysis. The remaining 1547 (1547/2691, 57.49%) tweets contained medically oriented information for which the thematic category and information veracity were coded.","Random week sampling and excellent Krippendorff alphas (.88-.95), but veracity is coder-judged with no external ground truth and 42.5% of collected tweets were dropped from the denominator, leaving a codeable-topical base."
2-s2.0-85055756722,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,5,MODERATE,full_text,"our survey asked, ""Sometimes people might share news on social media that turns out not to be fully accurate or is exaggerated. In the past month, do you recall sharing a news story that ..."" Individuals could choose up to four among the following responses: ""Seemed accurate at the time, but you later found was made up"" (scored 1)","We only included in our analysis the 1313 respondents who correctly answered an attention verification question. Of these, 1066 had tweeted at least one tabloid article and 247 followed a tabloid account but had not tweeted any articles.","Denominator is a real population of users (item 10 LOW), but the case definition is unvalidated respondent self-recall with no external ground truth, and a 3.6% participation rate on a tabloid-sharer-defined frame."
2-s2.0-85056331134,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"On the other hand, if the video contained erroneous and/or scientifically unproven information about ZIKV (based on currently available scientific evidence), it was marked as misleading.","To have a feasible and statistically acceptable analysis, the first 120 videos (i.e. initial 6 pages of the search results, with 20 videos listed per page) were screened for the study. ... These 19 videos were excluded and the remaining 101 videos were used for further analysis.","Single-day relevance-ranked search (1 December 2016) yielding a top-120 topical corpus, author-judged ""misleading"" with no external ground truth; 100% reviewer concordance is the only redeeming feature."
2-s2.0-85059494932,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,1,MODERATE,full_text,"The set of fake news website is constructed by joining the hostnames listed under the categories ""Fake News"" and ""Conspiracy Theory"" by www.opensources.co","We identified 30.7 million tweets with an URL directing to a news outlet website, sent by 2.3 million users. An important point when comparing the absolute number of tweets and users ... among the 30.7 million tweets containing an URL directing to a news outlet website, 10% point toward websites containing fake news or conspiracy theory","Methodologically strong: full five-month behavioural trace, deliberately neutral candidate keywords, external opensources.co domain list; the only bias is the denominator - 10% is a share of election-keyword political news links, not of any audience's whole information diet."
2-s2.0-85060013655,HIGH,HIGH,LOW,NA,NA,LOW,LOW,LOW,LOW,HIGH,3,MODERATE,full_text,"A scale (1 = True, 2 = Mostly true, 3 = Half true/Mixture, 4 = Mostly false, 5 = False, 99 = can't determine) was adopted, based on the classification systems used by Politifact and Snopes, including consideration of dishonest reporting, i.e., stories with a grain of truth, but in which facts have been mischaracterized. ... Krippendorff's alpha was .83 for headline and .82 for body.","The final sample contained 646 stories from 46 sites (4 sites did not make it to the sample). The unit of analysis is each story","Exemplary case definition (story-level fact-checking against Politifact/Snopes, alpha .82-.83) and proportionate systematic random sampling, but the universe is 50 sites pre-labelled fake news, so 1.7% is a rate within misinformation outlets, not audience prevalence."
