study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85083965254,HIGH,LOW,LOW,NA,NA,LOW,LOW,LOW,LOW,HIGH,2,MODERATE,full_text,We did so by verifying the validity of each health-related statement by conducting research on the web; by checking if their content had been debunked by a fact-checking website; and by assessing the reliability of each scientific source mentioned.,"These volumes represent all the posts published by Sante + Mag, and all the interactions they generated, over a period of 21 days from January 10 to January 31, 2019.","Berriche & Altay, Sante+Mag Facebook page. Item1 HIGH: the single page was selected precisely because it is 'an emblematic case of health misinformation' (selection on the outcome). Items 2/3 LOW: complete 21-day census of that page via CrowdTangle, no keyword seeding. Item6 LOW: falsity verified against web research plus fact-checking debunks and source reliability - falsity, not usefulness (borderline, since the 'harmful' subcategory includes unfounded recommendations). Item7 LOW: 4 blind coders on 50 posts each, Cohen's kappa, 85.55-90.91% agreement. Item10 HIGH: denominator is one misinformation-flagged publisher's output, not any audience's diet."
2-s2.0-85084031148,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"useful videos had scientifically correct and accurate information about any aspect of the disease and misleading videos had scientifically unproven or inaccurate information according to currently available scientific evidence (eg, unfounded claims about pathogenesis and treatment with unproven dietary, herbal, or alternative therapy or negative portrayal of evidence-based treatment)","In this cross-sectional study, YouTube was searched on April 18, 2018, using the term “atopic eczema” with the following filter settings: “English UK” (language), “United Kingdom” (country), and “Video” (type). Thereafter, videos were sorted by view count","Mueller et al., atopic eczema YouTube. Items 1-3 HIGH: single-keyword topical search, top 100 by view count. Item6 HIGH: 'scientifically unproven' equated with misleading, embedded in DISCERN/GQS usefulness framework - quality standing in for falsity. Item7 LOW: DISCERN and GQS are validated, Cohen kappa and ICC reported (0.97/0.95), discordances arbitrated by PI. Item9 HIGH: single-day search snapshot of cumulative view rankings, no prevalence period. Item10 HIGH: denominator = 100 curated topical videos."
2-s2.0-85085201199,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,HIGH,HIGH,5,MODERATE,full_text,"Videos were considered non-factual if they contained one or more non-factual statements, as evaluated based on guidelines from major public health agencies (eg, WHO and Centers for Disease Control and Prevention) at the video's publication date.","Of the 69 included videos, 19 (27.5%) contained non-factual information, while 50 (72.5%) contained only factual information.","Li et al., BMJ Glob Health, most-viewed COVID-19 YouTube videos. Items 1-3 HIGH: keyword search ('coronavirus','COVID-19') sorted by views, top 75 per keyword. Item6 LOW (judgement call): the coded unit is a false statement judged against a pre-existing external standard (WHO/CDC guidance at publication date), dual independent coding, kappa 0.86 - treated as expert-verified falsity rather than the instrument's 'guideline-adherence as quality proxy' failure mode. Item7 LOW: mDISCERN/mJAMA validated plus kappa reported. Item9 HIGH: single-day search (21 March 2020). Item10 HIGH for both estimates: denominators are 69 topical videos and their 257,804,146 aggregate views, not an audience's whole diet; the view-weighted 24.1% is publisher-side view counts, not measured audience exposure."
2-s2.0-85085573221,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,5,MODERATE,full_text,68.12% of respondents in the present study identified receiving information they deem to be partially or completely inaccurate.,A total of 517 (68.2%) participants accepted receiving misinformation.,"Indian healthcare-personnel COVID survey. Item1 LOW: a real audience (healthcare personnel in India), not defined by the outcome, though not nationally representative. Items 2/3 HIGH: snowball sampling via Google Forms, self-acknowledged ('Sampling bias may have occurred owing to the snowballing technique'). Item4 HIGH: no response/participation rate obtainable under snowballing. Item5 LOW: direct survey of subjects. Item6 HIGH: respondent-adjudicated 'misinformation' with no ground truth and no definition supplied to respondents; the conceptual definition appears only in the Discussion. Item7 HIGH: questionnaire pretested on 30 respondents but no validity or reliability statistics reported. Item9 LOW: field period 24 Mar-10 Apr 2020 stated (recall reference period unstated - counted under item 6). Item10 LOW: denominator = all 758 analysed respondents, a real population total."
2-s2.0-85086031086,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,5,MODERATE,full_text,"In the past month, do you recall sharing a news story that seemed accurate at the time, but you later found out was exaggerated or made up on Facebook / WhatsApp?","We conducted a survey with a nationally representative sample of Internet users in Brazil (N = 1615), using demographic quotas to proportionally represent regional differences based on age, gender, and education.","Rossini et al., Brazil WhatsApp/Facebook self-reported sharing. Items 1/2 LOW: real national audience of internet users, quota frame supplemented with RDD to reach offline-panel demographics. Item3 HIGH: 1431/1615 from a nonprobability quota panel. Item4 HIGH: 26% RR1 for phone, 25% completion rate online - reported transparently but far from minimal non-response risk. Item5 LOW: direct self-report. Item6 HIGH: case status is the respondent's own retrospective judgement that a story was 'exaggerated or made up'; no external verification, authors concede recall and desirability bias. Item7 HIGH: single-item bespoke measures, no validity/reliability statistics. Item8 HIGH: online panel plus phone RDD combined without documented mode adjustment. Item9 LOW: explicit 'in the past month' window. Item10 LOW: denominator = full respondent sample (Facebook items restricted to the 89% who use Facebook)."
2-s2.0-85086906408,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"we rated the extent of misinformation (defined as contradictions of established literature and/or guidelines) of the videos on a Likert score of 1-5 with the numbers corresponding to “none,” “low,” “moderate,” “high,” or “extreme.”","Overall, 26/92 (28%) videos with medical information were deemed to contain direct misinformation.","Fode et al., erectile dysfunction YouTube. Items 1-3 HIGH: first 100 videos for one keyword sorted by relevance. Item6 HIGH: misinformation defined as contradiction of literature/guidelines and scored subjectively on a bespoke 1-5 Likert scale by 3 authors. Item7 HIGH: PEMAT/DISCERN are validated but the misinformation scale is not, and no agreement statistic is reported - disagreements merely 'settled by discussion and consensus'; authors concede 'subjective evaluation of the videos inherent to this type of research including the risk of observer bias'. Item9 HIGH: single search in October 2019 over videos posted 2008-2019, no prevalence window. Item10 HIGH: denominator = 92 topical videos containing medical information."
2-s2.0-85088969117,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,HIGH,HIGH,HIGH,8,HIGH,full_text,"Tweets or Weibo posts containing false information, including rumours, conspiracy ideas, myths, hoaxes, etc., that are false and have a negative impact in the public sphere.","The total amount of tweets and Weibo posts is 3,846, specifically, 1,923 Weibo posts and 1,923 tweets.","Pulido Rodriguez et al., Twitter vs Sina Weibo. Items 1/2 HIGH: keyword-seeded topical corpus ('coronavirus'), not an audience. Item3 HIGH: Weibo volume was whatever the API returned; Twitter was then matched by taking 'the same amount ... starting with the last published tweets of the corresponding day' - an arbitrary slice, not random. Item6 HIGH: bespoke 'dialogic codebook'; the false-news category adds a non-falsity criterion ('have a negative impact in the public sphere'), and unverifiable posts were dropped as 'not valid'. Item7 HIGH: 'dialogic reliability' via researcher dialogue only, no kappa, no validated instrument. Item8 HIGH: two platforms retrieved by different logics and not made comparable. Item9 HIGH: two days (6-7 Feb 2020) straddling Li Wenliang's death, an atypical news spike, generalised to prevalence. Item10 HIGH: content denominators are topical keyword corpora; the SHARING estimates rest on only 390 retweets vs 31,009 Weibo reposts, which is what drives the 52.31% vs 0.09% contrast."
2-s2.0-85089426034,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,5,HIGH,full_text,"Misleading videos were defined as those with scientifically unproven information, and we considered a video misleading if it contained any misleading information at all because it still had the potential to disseminate misinformation.","Of the 200 most widely viewed videos, 95 videos were excluded based on the exclusion criteria. A total of 105 videos with 126,633,036 views were included in the study.","Moon & Lee, Korean-language COVID-19 YouTube. Items 1-3 HIGH: five Korean keywords, top 200 by views screened to 105. Item6 HIGH: 'scientifically unproven' equated with misleading and KCDC guideline-adherence used as the truth standard; the enumerated list mixes genuine falsehoods (hoax, bioweapon, microchips) with adherence items ('People are recommended to not follow the guidelines of the Korea Centers for Disease Control and Prevention'). Item7 LOW: dual independent review, kappa = 1 for the usefulness classification, validated ancillary tools. Item9 LOW: upload window 1 Jan-30 Apr 2020 stated. Item10 HIGH: denominator = 105 popularity-selected topical videos, out of 1,610,865 videos returned by the search."
2-s2.0-85089622030,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,6,HIGH,full_text,Articles were classified as fake news if the content was not supported by scientific literature or when the data reported were used to make inappropriate conclusions about SARS-CoV-2.,"Altogether throughout the three periods, links that contained untrue information were shared 2,352,585 times, accounting for about 23.1% of the total shares of all the articles reviewed.","Moscadelli et al., Italy, BuzzSumo. Item1 HIGH and item2 HIGH in the strongest form: 'The keywords were chosen according to the most frequent topics of the “fake news” that spread during the Covid-19 pandemic ... they were the most likely to uncover health-related false information' - the frame is explicitly seeded on the outcome. Item3 HIGH: top-shared results only, each search capped at 100 articles. Item6 HIGH: 'not supported by scientific literature' is an evidentiary-support standard, not falsity; no external fact-check verdicts. Item7 HIGH: dual review with third-author adjudication but no reliability statistic and no validated instrument. Item9 LOW: three explicit date ranges from 31 Dec 2019. Item10 HIGH: the 23.1% denominator is total shares of a fake-news-seeded 2,102-article corpus, so it cannot be read as the share of Italians' information diet."
2-s2.0-85089627303,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,5,HIGH,full_text,"Article links were classified as inaccurate if the content was not supported by scientific literature. Content was classified as misleading if it contained a combination of accurate and inaccurate information, or if it extrapolated animal data to make inappropriate conclusions about human fertility.","Overall, 56% of articles were graded as accurate and 44% as misleading or inaccurate (κ=0.743).","Zaila et al., male infertility, BuzzSumo. Items 1-3 HIGH: 10 keyword terms, most-shared links only, plus a >=100-engagement threshold that discards the long tail. Item6 HIGH: 'not supported by scientific literature' and 'extrapolated animal data' are evidentiary-quality criteria, not verified falsity; graded by two medical students against cited references. Item7 LOW: Cohen's kappa 0.743 reported and two blinded urologist adjudicators resolved discordances. Item9 LOW: September 2018-August 2019 window stated. Item10 HIGH: denominator = 52 popularity-selected topical links; the 44% is a property of a curated top-shared corpus, not audience-level prevalence."
