study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85135857201,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,5,MODERATE,full_text,Procedure. Participants were asked to answer the following open-ended questionnaire: “Have you heard,"misinformation questionnaire and responses from a total of 488 participants were coded. Out of 488 participants,","MTurk convenience survey of 505 US full-time workers, March 2021 (item9 LOW: date stated, cross-sectional). Item6 HIGH: the case definition is whatever the respondent free-text names as vaccine misinformation, coded post hoc into 14 author-devised categories with no external falsity key. Item7 HIGH: coding scheme built by the three PhD coders themselves, consistency checked on 50 responses but no kappa/alpha reported. Item10 LOW: 57.6% = 281/488, the full set of respondents who answered the item (17 of 505 non-responses), not a misinformation-selected subset; note the paper elsewhere shifts to a 426 denominator after dropping 62 irrelevant answers."
2-s2.0-85139242483,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,5,MODERATE,full_text,indicated that they often encountered news and information that contain misleading content.,"Native American (3.17 %), and other (2.68 %). 65.12 % of participants received a Bachelor’s degree or above. The majority (79.26 %)","MTurk survey, May 2021 (item9 LOW). The extracted 79.26% comes from a sample-description item whose wording and scale are never reported; item6 HIGH because that item rests entirely on the respondent's own judgement of 'misleading content' with no external anchor. The paper's separate exposure scales DO use externally debunked WHO/Lynas claims, but those are reported only as means and are not the extracted parameter. Item7 HIGH for the same reason: alphas are given for the scales, nothing for the extracted item. Item10 LOW: denominator is the full analytic sample of 410 (448 recruited, 38 excluded)."
2-s2.0-85139734157,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"Misinformation was characterized using a previously published Likert scale, ranging from 1=none to 5=high [ 5 ].","Misinformation ranged from 4% (n=4) in testicular cancer to 26% (n=16) in bladder cancer pins (eg, cow urine for the treatment of bladder cancer).","Content analysis, so items 4 and 5 are NA. Items1-2 HIGH: the universe is 540 pins returned by four keyword searches via the Pinterest API, a purposively assembled topic corpus, not an exhaustive census of an audience-facing feed; no sampling depth or ranking rule is stated. Item3 HIGH for the same reason. Item6 HIGH under the instrument's explicit carve-out: a 1-5 severity Likert scale applied by the reviewers is a quality/severity instrument standing in for falsity, with no external ground-truth key (the source-level-list ruling does not apply - there is no published list here, only a published rating scale). Item7 HIGH: two reviewers with discrepancies settled by discussion, but no kappa or any interrater statistic. Item9 HIGH: no collection date or window appears anywhere; the only dates are journal submission dates and a 2020-06-02 tool access date. Item10 HIGH: the denominator is the curated keyword corpus per cancer (61/100/98/100 pins), not any audience's diet or a defined total. Both 6 and 10 HIGH -> overall HIGH."
2-s2.0-85139957474,LOW,LOW,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,3,MODERATE,full_text,The dependent variable is a measure of the perception of fake news exposure.,"In EU countries like Spain, Greece, and Hungary, more than 50% of the population","Secondary analysis of Flash Eurobarometer 464, fielded 2018 (item9 LOW). Items1-3 LOW: national general populations 15+, standard Eurobarometer sampling and fieldwork, N=24,551 across 25 EU countries. Item4 HIGH: no response rate reported. Item6 HIGH: the parameter is perceived exposure - the respondent's own belief that content misrepresents reality or is false - with no external verification; the authors themselves flag this against Prior (2009). Item7 HIGH: single item, no reliability or validity evidence. Item10 LOW: numerator is respondents choosing 'every day or almost every day', denominator the full national/EU samples. Note the descriptive N=24,551 differs from the listwise model N=21,233."
2-s2.0-85140623057,LOW,LOW,HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,4,MODERATE,full_text,"By misinformation, we mean false or","(n = 1,500), France (n = 1,500), and the US (n = 1,500).","Lightspeed Kantar online panel, four countries, February 2021 (item9 LOW). Items1-2 LOW: general adult populations with quotas matched to census composition per country. Item3 HIGH: quota sampling from an opt-in panel, no random selection. Item4 HIGH: no response rate. Item6 HIGH: the definition given to respondents is 'false or misleading information' and the classification is the respondent's own - no external standard. Item7 HIGH: single self-report item recoded into a 0/1 dummy with the cut-point never disclosed; the reported alpha of 0.768 belongs to the conspiracy scale, not this item. Item10 LOW: the 70/73/67/66/74% shares in Table 1 are computed over the full country samples (6,068 total). Quotes are single-line spans from a two-column extraction; the item6 sentence continues 'misleading information. In the past month, how often on social media have you seen someone share misinformation?' on the following lines."
2-s2.0-85141611104,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,HIGH,LOW,5,MODERATE,full_text,Figure 4. Percentage of participants perceiving fake news associated with media outlets.,concerning 50% of the sample associated fake news with media outlets in different levels,"Non-probabilistic convenience sample of 849 students from two faculties of one Spanish university (items2-4 HIGH; no response rate, no frame, author states the sample is not representative). Item6 HIGH: the parameter is a perception of how often media outlets distribute fake news, with no external standard for falsity at all - and it is a perception about media outlets rather than the respondent's own exposure, so it is a weak instance of the construct. Item7 LOW: 89-item instrument adapted from a validated source, reviewed by 5 experts, Cronbach's alpha 0.86 for the fake-news reception/perception construct. Item9 HIGH: no data-collection date or window appears anywhere in the text; the only dates are journal received/accepted (30 Sep / 25 Oct 2022). Item10 LOW: 50% is the sum of Sometimes 25.7% + Frequently 19% + Always 5.4% over the full N=849."
2-s2.0-85141702826,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,6,HIGH,full_text,The online questionnaire adopted closed- ended questions that generated data on the attitudes and,Table 1. Social media reports and fake news on COVID-19 (n=259),"Purposive online Google Form survey of 259 Lagos residents drawn from a stated population of 20 million; inclusion criteria residence, citizenship and being 'ICT savvy'. Items2-4 HIGH: no sampling frame, purposive selection, no response rate, sample size justified by a Wimmer and Dominick rule of thumb rather than a power calculation. Item6 HIGH: 'fake news' is never defined for respondents and the classification is the respondent's own extent-rating; no external anchor. Item7 HIGH: no pilot, no reliability or validity statistics. Item9 HIGH: no collection date or window anywhere - only 'during the pandemic' and journal received/accepted dates (Feb/Jul 2022). Item10 LOW: 83.1% is very-large-extent 39.6% + large-extent 43.5% over the full n=259. Six HIGH items -> overall HIGH."
2-s2.0-85142132951,LOW,LOW,LOW,LOW,LOW,HIGH,HIGH,LOW,LOW,LOW,2,MODERATE,full_text,"options: completely in favor, mostly in favor, mostly against,",sample (n = 1073) using frequencies (Table 1).,"Best-conducted study in the batch on external validity: Qualtrics national panel, invitations emailed to a random sample of 11,000 panel members (item3 LOW), 58% response rate reported after removing 5,270 ineligible and 91 incomplete (item4 LOW), fielded July-August 2019 (item9 LOW), analytic sample 1,073 after excluding 36 non-social-media users. Item6 HIGH: 'misinformation' is operationalised as information the parent categorises as mostly/completely against HPV vaccination - a respondent-judged stance standing in for falsity, with no external ground truth for what was actually seen. Item7 HIGH: single yes/no exposure item plus stance categorisation; face validity reviewed by 4 researchers but no reliability statistics and no verification of the content. Item10 LOW: 17% and 5% are computed over the full analytic sample of 1,073. Only item6 HIGH -> MODERATE by the anchored rule."
2-s2.0-85142229013,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,There are misleading information about COVID-19 on social media.,Table 7. The result shows that 40.7% of the respondents agreed while 29.6% strongly agreed,"Convenience/purposive Google Forms survey circulated via WhatsApp and Facebook to students of two Adamawa State polytechnics; 108 responses, no invitation count and therefore no response rate (items2-4 HIGH). Item6 HIGH: the item is a five-point agreement rating of the general statement that misleading COVID-19 information exists on social media - a perception with no external standard, and not a measure of the respondent's own exposure despite the paper's title. Item7 HIGH: no reliability or validity statistics, questionnaire not appended, the reported T-test gives only 'p = 0.05' with no statistic or df. Item9 HIGH: no collection date or window anywhere in the text. Item10 HIGH: the denominator (108 respondents) is fine, but the numerator is an attitude-agreement share standing in for an exposure prevalence, so the numerator is not the quantity the prevalence claim implies; the 40.7% 'Agree' cell also excludes the 29.6% 'Strongly Agree'. Both 6 and 10 HIGH -> overall HIGH. Hardest call in the batch."
2-s2.0-85142798912,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,LOW,LOW,5,MODERATE,full_text,Misinformation sharing was measured by asking respondents if they have ever shared a,political news story online that a) they later found out was made up? (31.1% shared) and b) they,"Study 1 only (the extracted rows): non-probability online panel in Kenya, Nigeria and South Africa, N=901, fielded April-May 2019 (item9 LOW). Items2-4 HIGH: opt-in panel with paid incentives that the authors themselves say overrepresents urban, young and educated respondents, no random selection and no response rate - mitigated but not removed by the census-weighted robustness check. Construct is SHARING, not exposure. Item6 HIGH: whether a story 'was made up' is the respondent's own retrospective judgement, with no external verification. Item7 HIGH: reliability is reported but poor (sharing scale alpha = .60; perceived exposure alpha = .62) and there is no validity evidence. Item10 LOW: 31.1% and 23.9% are shares of the full N=901."
