study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-105034745484,LOW,LOW,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,3,HIGH,full_text,"A comment was classified as 'useful' if it contained scientifically accurate information, while comments containing at least one scientifically unproven detail were labeled as 'misleading'.","In the Danish Facebook group, 48 posts and 1,433 comments were extracted, of which 667 (47%) were classified as relevant. ... Comments deemed irrelevant were excluded from further evaluation.","Strong reliability (Fleiss kappa 0.76-0.89) and a real one-month census of a Danish group, but 'scientifically unproven' is author-devised (not external ground truth) and the 9% denominator is only the 47-56% of comments judged relevant, not all forum content."
2-s2.0-105035036279,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"We utilized the mDISCERN and the Global Quality Score (GQS) tools to assess the reliability and informational quality of the videos, respectively, the validity of which has been confirmed in previous studies (25-27).","In accordance with established practices in recent digital health research, the top 100 eligible videos from each platform were selected to form the final dataset (21, 22).","No falsity coding at all: GQS/mDISCERN quality means over a top-100 keyword-ranked topical corpus captured on a single day, so nothing here is an audience-level prevalence quantity despite good rater reliability."
2-s2.0-105036232690,HIGH,HIGH,HIGH,NA,NA,LOW,HIGH,LOW,HIGH,HIGH,6,HIGH,full_text,"The scientific accuracy was assessed in accordance with the GOLD-report and clinical COPD-guidelines, if not sufficient on the topic, in accordance with meta-analysis studies.","Among 97 videos, 86% were ""useful"", 13% ""misleading"", and 1% ""neither"". ... the study included only videos with more than 30,000 views and in English or Scandinavian languages.","Case definition is anchored to an external guideline standard (item 6 LOW), but the 13% is over 97 most-viewed keyword-search videos on one topic, no reliability statistic is reported, and the authors concede the usefulness categorisation ""is not a validated gold standard""."
2-s2.0-105037111223,HIGH,HIGH,LOW,NA,NA,UNCLEAR,UNCLEAR,LOW,LOW,HIGH,3,HIGH,abstract_only,NO QUOTE FOUND,"Inaccurate or partially accurate posts made up 42% of educational posts and were most frequently shared by non-medical personnel.","Abstract only: no full text, so the accuracy criterion and coder reliability cannot be judged; the 42% denominator is the 116 educational posts inside a 306-post keyword-filtered TikTok corpus."
2-s2.0-105037482660,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"Video features (uploader type: healthcare professionals, general users, or news media; duration; and engagement metrics) and quality/reliability were evaluated using the Global Quality Scale (GQS, 1-5) and modified DISCERN (mDISCERN, 0-5) by two independent specialists.","A systematic search was conducted on TikTok using the keyword ""aortic dissection"" to identify videos published before March 1, 2026. ... the first 160 videos were selected. ... Across the 151 videos, overall quality was moderate [median GQS: 3 (IQR, 2-4) and median mDISCERN: 2 (IQR, 1-2)].","Quality-scale medians over the first 160 keyword hits on one disease; ICC 0.85-0.90 is good but there is no falsity measure and no audience denominator at all."
2-s2.0-105038091134,LOW,LOW,LOW,NA,NA,LOW,LOW,LOW,LOW,HIGH,1,MODERATE,full_text,"As a standard reference, we consolidated a library of misinformation on COVID-19 vaccines in Taiwan from three fact-checking organizations in Taiwan: MyGoPen [38], Cofacts [39], and Taiwan FactCheck Center [40].","We filtered the dataset using the Chinese term for ""vaccine"" to ensure we captured vaccine-related threads. ... Of 5818 threads, 3830 (65.8%) were identified as true information, and 1601 (27.5%) contained misinformation","Methodologically the strongest content analysis in the shard (complete two-year scrape of a general-purpose board, topic-neutral keyword, codebook with Cohen kappa 0.91, fact-checker library as reference standard); only weakness is that 27.5% is per vaccine-thread, not per unit of audience exposure."
2-s2.0-105038215392,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"Misinformation level in the videos was categorized according to the following definitions: information with over 50 % misinformation was labeled as ""inaccurate or misinformative""; videos with under 50 % but above 25 % misinformation were considered as ""partially accurate""; videos with under 25 % misinformation were defined as ""accurate and evidence-based.""","With the #InductionofLabor tag 482 videos were identified on January 13th, 2025 (Fig. 1). The top 150 videos ranked by platform visibility and that met the inclusion criteria were included in the final analysis.","The extracted quantity is a VIQI information-accuracy median, and the misinformation thresholds (>50%, 25-50%) are applied per video with no defined unit and no inter-rater statistic, over the top 150 hashtag videos from a single day."
2-s2.0-105039619015,LOW,LOW,LOW,UNCLEAR,LOW,LOW,LOW,LOW,LOW,LOW,0,LOW,full_text,"To identify visits to misinformation websites (relevant to answering RQ4), we use a list of 1,796 misinformation sites compiled by Moore et al. (2023), which is a combination of websites NewsGuard identifies as ""repeatedly publishing false content"" and websites identified by previous academic research as purveyors of misinformation.","We passively collected web-browsing data (i.e., all URLs visited) from computers, smartphones, and tablets via the survey company YouGov from 1,238 participants from August 24, 2020, to December 7, 2020, totaling 21 million website visits ... the 39.1% (95% CI = 36.4-41.8%) of Americans who were exposed to misinformation websites","Genuinely low risk for audience-level prevalence: weighted nationally representative panel, complete passive URL trace, external NewsGuard-based domain list, whole-diet denominator; only item 4 is unclear because opt-in tracking-panel selection and attrition are never quantified."
2-s2.0-105040026420,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"The GQS rates content on a 5-point grading system, where 1 point indicates the lowest quality and 5 points the highest quality [14, 15].","A total of 400 videos were identified by evaluating the first 100 videos listed under YouTube's default relevance-based ranking for each search term. ... Among the 61 videos, 47.5% were of low quality, 24.6% were moderate quality, and 27.9% were of high quality.","47.5% ""low quality"" is a GQS educational-quality band, not falsity, computed over 61 surviving videos from a single-day four-keyword search on one rare dermatological condition."
2-s2.0-105040091272,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"Content scope and information reliability were assessed using the Descriptive Coverage Index (DCI) and Modified Treatment-Information Reliability (MTIR) scores by two calibrated","Posts listed in the ""Top Posts"" section under this hashtag were screened, after applying predefined inclusion and exclusion criteria; 500 posts were included in the final analysis. ... In terms of reliability categories, 51.4% (n = 257) were moderate, 40.0% (n = 200) were low, and 8.6% (n = 43) were high","Excellent coder reliability (ICC 0.979/0.988) on a study-adapted reliability/coverage index that never codes falsity, applied to engagement-ranked Instagram ""Top Posts"" under one hashtag - the authors themselves flag selection-on-outcome circularity."
