study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
W3035025978,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"After a thorough review of existing literature, the videos were classified into four non-overlapping groups: Informative-content that conveys medically correct information about one or more aspects of the disease including epidemiology, prevention, clinical features, screening and testing and treatment to its viewers; Misleading-content that is scientifically inaccurate or makes ambiguous claims that are not evidence-based","Forty videos in each of the six languages (i.e., a total of 240 videos) were included for analysis in the study. ... Ten percent of videos were found to present medically misleading information.","Item 6 HIGH: 'misleading' is an author-devised category with no external anchor; the only external instruments used (modified DISCERN, MICI) are quality/reliability scales, which the ruling explicitly says cannot substitute for falsity. Items 1-3 HIGH: top-120 keyword search results per language, first 40 retained -> curated topical corpus, purposive top-N. Item 7 LOW: kappa reported per language, two independent reviewers. Item 9 HIGH: single-day snapshot (8 April 2020) generalised to prevalence. Item 10 HIGH: denominator is 240 search-returned videos, not any audience's diet."
W3129222959,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,"Based on a dictionary of classified sources of news and political information from our previous memo on the German Federal Presidency elections we were able to automatically classify 88.9 percent of URLs. ... Junk News. This content includes various forms of propaganda and ideologically extreme, hyper-partisan, or conspiratorial political news and information. Much of this content is deliberately produced false reporting.","From our dataset of 984,713 tweets, we selected all of the tweets that contained URLs. ... This approach yielded in 11,646 URLs that were then analyzed.","Item 6 LOW UNDER THE RULING: Oxford COMPROP 'junk news' typology plus a pre-existing source dictionary carried over from an earlier memo = external, pre-existing source-level standard. Would have been HIGH on a claim-level reading (the typology folds in hyper-partisanship and professionalism), but breadth captures that separately. Items 1-2 HIGH: hashtag-seeded election corpus. Item 3 LOW: streaming-API capture of all tweets carrying the tracked hashtags plus a random 10% sample of unclassified URLs. Item 7 HIGH: coder training and a ground-truth test are described but no reliability statistic is reported. Item 10 HIGH: denominator is 9,182 'relevant' political news links after heavy filtering, a curated subset rather than a whole diet."
W3138656580,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,HIGH,HIGH,5,MODERATE,full_text,"Content categories were created using a fact sheet from the CDC and our prior study on YouTube and COVID-19 vaccines. ... Further content categories included if the video highlighted any of the following: the false claim that a vaccine was available for uptake (at the time the data was collected, it was not available in the US)","One-hundred trending videos were identified from the hashtag #covidvaccine. At the time of the study, this was the most popular of the COVID-19 hashtags with approximately 73.8 million views.","Item 6 LOW: the falsity claim is anchored to an external, verifiable fact (no US vaccine was publicly available at the time) with categories built from a CDC fact sheet - external and pre-existing, not author-devised subjective coding. Items 1-3 HIGH: 100 trending videos from a single hashtag, selected on popularity. Item 7 LOW: double-coding of a 10% random sample, kappa = .94. Item 9 HIGH: single undated snapshot of 'trending' content. Item 10 HIGH: denominator is 100 trending hashtag videos; the 31% figure is a share of a curated topical sample, not audience exposure."
W3189543626,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"Benefits, efficacy, costs, safety, adverse effects, contraindications and precautions, dosage, target groups for vaccination, and myths and conspiracy theories were also recorded.","After applying the exclusion criteria (not available for viewing, language other than Spanish, videos that were duplicated, and videos that did not provide information on Covid-19 vaccines), the 118 most widely viewed videos were selected.","Item 6 HIGH: 'hoaxes and conspiracy theories' are identified by the two authors with no external list, fact-check verdict or stated criterion; the only externally borrowed scheme is the message-tone classification, which is sentiment, not falsity. Items 1-3 HIGH: three keyword searches sorted by view count, top 118 retained. Item 7 LOW: two independent raters, kappa = 0.971 (reported for message tone; hoax-specific reliability not given - borderline). Item 9 HIGH: single-day search (9 February 2021). Item 10 HIGH: denominator is 118 most-viewed topical videos."
W4205602257,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,1,MODERATE,full_text,"The fake news classifications were based on Grinberg et al, which has a three tier classification system for fake news domains: orange, red and black. Here we classify “black” and “red” domains as fake","Of the 29,662,169 COVID-19 tweets in our panel, 7,062,989 contained at least one URL. ... URLs from domains that publish fake news only comprise 1.1% of the URLs from COVID-19 tweets","Item 6 LOW: Grinberg/Lazer black-red-orange domain lists, named explicitly in the ruling. Strong external validity otherwise: 1.6M registered-voter panel matched to Twitter, complete behavioural trace, 9-month window, published sensitivity to the orange tier. Item 4 LOW: passive trace of a matched voter panel, so non-response is not the operative bias. Item 10 HIGH: the denominator is COVID-19 tweets containing a URL, a topical subset of a topical subset - the 1.1% is a share of COVID URL-sharing, not of these users' whole information diet. Sole HIGH, but it is item 10, so MODERATE by the pre-specified weighting."
W4281770633,HIGH,HIGH,LOW,NA,LOW,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,"each tweet was selected for its connection to one of 456 misinformation stories — distinct stories that included false, exaggerated, unsubstantiated or otherwise misleading claims ... These stories were (1) first identified through a collaborative reporting process as part of the Election Integrity Partnership","The top 35 accounts alone were responsible for 9,304,879 out of 32,581,921—or 28.6%—of all “sows doubt” connected retweets and quote tweets we collected.","Item 6 HIGH: the case definition is the authors' own real-time EIP curation - internal and ad hoc rather than external and pre-existing - and the inclusion criterion explicitly extends to 'exaggerated, unsubstantiated or otherwise misleading' claims with no requirement of a fact-check verdict. This is NOT a source-level credibility list, so the ruling does not apply. Item 1 HIGH: the universe is accounts spreading the curated misinformation stories (selection on the outcome). Item 2 HIGH: 456 bespoke boolean search strings over a keyword-seeded election stream. Item 7 LOW: two coders per story, Fleiss kappa = 0.64, third-coder arbitration. Item 10 HIGH: denominator is 32.6M 'sows doubt' retweets, i.e. the misinformation set itself; the concentration figure is share-of-misinformation, not share-of-diet. Both 6 and 10 HIGH -> HIGH overall despite excellent execution within its own frame."
W4293124965,LOW,LOW,LOW,UNCLEAR,HIGH,LOW,LOW,LOW,LOW,LOW,1,LOW,full_text,"NewsGuard employs a team of journalists and editors to rate news outlets from 0 to 100 based on nine journalistic norms of credibility and transparency, including whether they publish false content and/or use deceptive headlines ... NewsGuard categorizes news outlets with a score of 60 or lower as “generally untrustworthy” and above 60 as “generally trustworthy”.","Web traffic refers to the total number of visits to news websites, whereas Facebook engagement to the number of likes, emojis, shares, and comments, accumulated on the posts of news outlets’ Facebook pages. In 2020, generally untrustworthy news outlets, as rated by NewsGuard, accounted for 2.28% of the web traffic to news outlets and 13.97% of the Facebook engagement with news outlets.","Item 6 LOW UNDER THE RULING: NewsGuard is named explicitly; the score-<=60 cut is a credibility-not-falsity standard, but the strict 'repeatedly publishes false content' variant is also reported. Item 10 LOW: the denominator is a defined total (all Comscore-measured news traffic / all news-page Facebook engagement) and matches the claim the paper actually makes; it is not selected on misinformation. Item 5 HIGH: the Facebook half of the estimates is publisher-side aggregate engagement on outlets' own pages, not audience-level trace - the authors flag this themselves; the Comscore web-traffic half is a genuine behavioural panel. Item 4 UNCLEAR: Comscore panel recruitment, opt-in and attrition are not discussed. Cleanest study in the shard."
W4306964957,HIGH,LOW,LOW,NA,LOW,LOW,LOW,LOW,LOW,LOW,1,LOW,full_text,"To collect false stories circulating across Brazil from 2018 to 2020, we scraped fact-checked stories from the six main fact-checking agencies in Brazil (Boatos, E-farsas, Fato ou Fake, Lupa, Aos Fatos, and Projeto Comprova).","Using our text-based approach, about 0.01% (421) of politicians’ posts contain false stories ... we collected just over 4 million social media posts (1.5 million from Facebook, 1.1 million from Instagram and 1.5 million from Twitter).","Item 6 LOW: fact-checker verdicts (Boatos corpus, cross-validated against five other Brazilian agencies) for the text approach and a fact-check-flagged domain list for the domain approach - both external and pre-existing. Item 1 HIGH: the population is 945 elite politicians, i.e. producers, not an audience or the national public. Item 2-3 LOW: complete census of a comprehensive handle list across three platforms. Item 7 LOW: F1 .926-.954, per-platform models, two Portuguese-speaking coders plus third-coder adjudication, disagreement rate reported. Item 10 LOW: denominator is all 4.03M posts by those politicians - a complete, uncurated total that matches the claim. Only weakness is that the unit is producer output rather than audience exposure."
W4309243406,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,"use the term “misinformation” to label content in news media that is at variance with generally-accepted scientific facts on the GMO issue, as discussed above.","Our search string returned 535 relevant articles, which were then categorized into 5 topics ... Overall, about 9% of the articles published on GMOs from 2019–2021 that we reviewed contained misinformation, while 91% were factually accurate","Item 6 LOW: falsity is anchored to a documented external standard (published meta-analyses and expert consensus on GM safety, cited at length) rather than to author taste - the same category as 'expert-verified false claims'. Judgement call: the operational rule ('without qualification or rebuttal') is applied by the authors alone, with no external adjudicator, no double coding and no reliability statistic (item 7), so this is the least secure item-6 LOW in the shard. Items 1-2 HIGH: Boolean keyword search over a pre-set outlet list, with African outlets deliberately added. Item 7 HIGH: no double coding, no reliability statistic. Item 10 HIGH: denominator is 535 GMO-topic articles; worse for the regional figures, since the authors state the African media list was intentionally oversampled, so the 20% Africa estimate rests on a denominator the paper itself describes as deliberately oversampled."
W4385567160,HIGH,LOW,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,3,HIGH,full_text,conspiracy narratives are beliefs and convictions that attempt to interpret historical and contemporary events and general societal changes as a conspiracy and/or secret plan by a group of powerful actors ... A message is annotated as showing signs of conspiracy (annotated as 1) if it clearly indicates signs of conspiracy narratives,"Resulting in a corpus of 821,903 messages that were exchanged in 34 groups. ... our trained model identified 67,698 messages containing characteristics of conspiracy narratives, representing 8.24% of the total corpus","Item 6 HIGH: the target is 'signs of conspiracy narratives' judged against author-written annotation guidelines; the cited conceptual definition (Pigden, Keeley) is a scholarly construct, not an external falsity standard, and no claim is checked against any verdict or list. Not a source-level credibility list, so the ruling does not apply. Item 1 HIGH: the population is 34 Querdenken anti-lockdown protest chat groups - selection on exactly the phenomenon measured. Items 2-3 LOW: all public groups advertised by the main initiative, complete message census. Item 7 LOW: four expert annotators, kappa = 0.82, DistilBERT macro F1 = .851 (but only .757 for the positive class). Item 9 LOW: 25-month window. Item 10 HIGH: denominator is the movement's own chat corpus, which no audience-level prevalence claim can rest on."
