study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85199446608,LOW,HIGH,HIGH,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,3,MODERATE,full_text,"We selected for analysis 5 COVID-19 misinformation items that were asked for >= 10 consecutive weeks (max = 23 weeks). Exact wording of items is shown in Table 1. Broadly, they addressed inaccurate claims about natural immunity, duration of vaccine protection, booster shots, vaccine protection against new Omicron variant, and need for vaccinating kids.","Eighty percent of panel members had heard the ""natural immunity"" claim at least once in the 23 weeks it was assessed; only 30% had heard the ""kids at low risk"" claim during the 10 weeks it was assessed (Table 1).","Weekly self-report recall panel (iHeard St. Louis), n=213. Item 1 LOW: a real community public, not selected on the outcome. Items 2-3 HIGH: ""a convenience panel of adult community members recruited through local partner organizations"", deliberately oversampling African Americans; no probability selection. Item 4 LOW: ""The average response rate to weekly surveys was 90%"". Item 5 LOW: direct weekly survey of the person. Item 6 LOW: five discrete, uncontested false COVID-vaccine claims curated by a public-health misinformation monitoring/response system (expert-verified false claims) - see notes flag, this is the shard's least confident item-6 call. Item 7 HIGH: single unvalidated self-report exposure item (""In the last week, have you heard, read or seen something like this""), no reliability statistic, recall bias unaddressed. Item 9 LOW: 10-23 consecutive weeks, dates given. Item 10 LOW: numerator = panelists reporting exposure, denominator = panelists ever answering that item (a defined real-audience total), reported per item."
2-s2.0-85200952814,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"Each video underwent a rigorous fact-checking process to pinpoint and address any erroneous information presented. This verification was conducted utilizing accepted guidelines for hysteroscopy and data from the existing literature. The misinformation level within the videos was categorized as follows: content that included more than 50% false information was classified as ""inaccurate or misinformative""","Of three hundred videos captured, 156 were excluded and 144 were included. Most videos were partially accurate or uninformative (43.8% and 34.7%, respectively).","Content analysis only; items 4-5 NA. Items 1-3 HIGH: keyword-seeded TikTok search (""a search was conducted on TikTok using the keyword 'hysteroscopy'""), platform default-algorithm ranking, top 300 captured - an artificial topical corpus, not an audience. Item 6 HIGH under the ruling's explicit exception: falsity is anchored on ""accepted guidelines for hysteroscopy"" (guideline adherence substituting for falsity) plus an author-invented >50%/25% false-content threshold - internal and ad hoc, no external pre-existing list or fact-check verdict. Item 7 HIGH for the misinformation measure specifically: the validated instruments used (PEMAT A/V, mDISCERN, GQS, VIQI) measure quality, not falsity, and no kappa/alpha is reported for the misinformation categorisation (discrepancies resolved by a fourth gynecologist to ""unified consensus""). Item 9 HIGH: single-day capture, 13 January 2024, no observation window. Item 10 HIGH: denominator is 144 curated topical videos, not any audience's exposure."
2-s2.0-85203845655,HIGH,HIGH,LOW,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,5,MODERATE,full_text,"El instrumento desplegado final se basó en la tipología ajustada por Wardle y Derakhshan en 2017, para catalogar desórdenes informativos en tres posibilidades: 1) información incorrecta, 2) información errónea y 3) desinformación, presentada en un documento del Council of Europe [EN: The final instrument deployed was based on the typology adjusted by Wardle and Derakhshan in 2017, to catalogue information disorders in three possibilities: 1) incorrect information, 2) erroneous information and 3) disinformation, presented in a Council of Europe document]","Finalmente, 4 notas de las 20 analizadas o el 20% fueron identificadas como desinformaciones, la categoría más peligrosa de las tres medidas [EN: Finally, 4 pieces out of the 20 analysed, or 20%, were identified as disinformation, the most dangerous of the three categories measured]","Spanish-language LACCEI conference paper; content analysis, items 4-5 NA. Item 1 HIGH and item 2 HIGH: the universe is Spanish-language ChatGPT news arriving as Google Alerts on the lead researcher's own phone (""cada una de las informaciones sobre el ChatGPT recibidas en un mes al teléfono celular del investigador titular, desde el sistema de alertas de Google"") - an algorithmically idiosyncratic personal feed, not a route to any audience. Item 3 LOW: a genuine census of that frame - 81 alerts, 78 retained (""podría considerarse el presente incluso como un estudio censal""). Item 6 HIGH: the Wardle & Derakhshan information-disorder typology is a conceptual taxonomy of harm/intent, not an external ground truth for falsity; every falsity verdict is the single author's own hermeneutic judgement, with no fact-check, blacklist or expert panel. Item 7 HIGH: one non-participant observer, no second coder, no kappa. Item 9 LOW: window stated, 16 January - 14 February 2023. Item 10 HIGH: curated one-topic denominator (78 ChatGPT news pieces) AND the denominator is internally unstable - the same 4 items are reported against 20 (20%) in the text while the extracted estimate uses 78 (5.1%)."
2-s2.0-85205688160,LOW,LOW,LOW,NA,NA,LOW,LOW,LOW,LOW,HIGH,1,MODERATE,full_text,"We define misinformation based on what is considered as incorrect—given the best available evidence—by expert consensus contemporaneous during the time period of our study (Tan et al., 2015; Vraga & Bode, 2020). We consider an image post as containing elements of misinformation if it promotes unsubstantiated conspiracy theories, spreads elements of known political disinformation campaigns, makes claims that are demonstrably false, or places facts in a misleading context.","In the Overall Sample, 226 out of 1,000 images contained elements of misinformation. Adjusted for sampling error, the estimate is between 20.1% and 25.1% at the 95% confidence interval.","Facebook image posts, CrowdTangle corpus of 13,723,654 posts from 14,532 public pages and 11,454 public groups, Aug-Oct 2020; content analysis, items 4-5 NA. Item 1 LOW: the corpus ""account[s] for nearly all engagement of U.S. public political content on Facebook"" - a real content ecosystem, not selected on the outcome. Item 2 LOW: the frame is a near-complete public-page/group census. Item 3 LOW for the headline estimates: ""From the overall image post corpus, we drew a random set of 4,000 image posts"" (Samples 1-2 random; Samples 3-4 are top-300-by-repost, i.e. HIGH, but they are secondary). Item 6 LOW: falsity anchored externally on contemporaneous fact-check verdicts - coders trained on all 255 Snopes.com and Factcheck.org election fact checks and each image run through reverse image search ""to check if the image has already been fact-checked by journalists or fact-checkers"". Item 7 LOW: ""the two coders achieved a 90.7% intercoder agreement with Krippendorff's alpha at 0.78"". Item 9 LOW: 1 August - 31 October 2020. Item 10 HIGH: the denominator is US-political image posts, a curated topical content universe - the figure is a per-content rate, not any audience's exposure share, and no user-level diet denominator exists. Methodologically the strongest content analysis in this shard; MODERATE is driven solely by the pre-specified item-10 weighting."
2-s2.0-85207525286,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"the videos were categorized by both authors as ""useful"" if their content had at least 4 out of the 6 screening questions of the ASRS-v1.1 screener which is needed for screening positive for ADHD assessment; otherwise, they were labelled as misleading.","Out of the 50 selected videos, useful videos amounted to 8% (n = 4), while 92% (n = 46) were misleading videos.","#adhdtest TikTok videos; content analysis, items 4-5 NA. Items 1-3 HIGH: ""Hashtag #adhdtest was searched in the mobile application TikTok"", ""The videos were sorted by relevance and there was no limit to the date"", top 50 taken - a hashtag-seeded, relevance-ranked topical corpus. Item 6 HIGH and this is the clearest instance of the ruling's stated exception: nothing is judged false; ""misleading"" is the residual of failing to reproduce >=4 of 6 items of the validated ASRS-v1.1 screener, i.e. a quality/guideline-adherence instrument standing in for falsity. A video can be wholly accurate about ADHD and still be coded misleading. Item 7 LOW: the underlying instrument is validated (""The ASRS-v1.1 is reliable and well-validated"") and reliability is reported - ""there was no disagreement between the two for the classification of the selected fifty videos"". Item 9 HIGH: single-day collection, 24 December 2023, with no date limit on the videos themselves. Item 10 HIGH: denominator is 50 hashtag-selected videos; the 92% headline is a property of the search result, not of anyone's exposure."
2-s2.0-85208681084,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,UNCLEAR,HIGH,5,HIGH,abstract_only,"Videos were assessed using a coding document, the Patient Educational Materials Assessment Tool, and the DISCERN instrument.","A sample of 100 videos was reviewed by 2 independent reviewers, excluding those not discussing lichen sclerosus. ... Quality assessment revealed 61% of videos were understandable, 27% actionable, and 46% contained misinformation.","No cached full text; rated from the OpenAlex abstract, so ratings are provisional. Content analysis, items 4-5 NA. Items 1-3 HIGH: ""TikTok videos tagged with #lichensclerosus or 'lichen sclerosus' were identified and sorted by view count"" - hashtag-seeded topical corpus, top-100 by views. Item 6 HIGH: the only stated instruments are an author ""coding document"" plus PEMAT and DISCERN, both quality/usefulness instruments explicitly named in the ruling as failing to substitute for falsity; no external falsity standard, fact-check source or credibility list is mentioned. Item 7 LOW: ""Interrater reliability was measured, and statistical analyses included Fleiss' kappa, intraclass correlation coefficient"". Item 9 UNCLEAR: no collection date or observation window given in the abstract (not counted in n_high, but treated as HIGH in the overall per the instrument). Item 10 HIGH: denominator is 100 topical videos. Both 6 and 10 HIGH -> overall HIGH regardless of the unclear item."
2-s2.0-85209206311,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,1,LOW,full_text,"We use the term low-quality to encompass sites that have been rated as poor information sources by academic or fact-checking groups. We construct our list of low-quality information sources by consulting a variety of existing work on the subject. In total, we use four sources that maintain lists of low-quality sites: three lists of domains complied by academic researchers; and one from a fact-checking and media accountability groups (Media Bias/Fact Check). For our analysis, we consider a site to be low-quality if it has been identified by at least two of the sources.","For each county, we also collect the total amount of daily browser traffic. This number is used to re-scale our measures so that locations are more directly comparable. Each content type is normalized by the total requests for the county and then multiplied by one million.","Microsoft Edge telemetry, county-day aggregated, millions of US users, 1 Aug - 30 Sep 2021. Item 1 LOW: a real browsing public. Item 2 LOW and item 3 LOW: a complete behavioural trace covering ""roughly 10% of the desktop browsing activity in the United States"", not a keyword or engagement-ranked selection. Item 4 HIGH: the sample is self-selected - ""collected from users who had opted to share diagnostic information"" - and the authors concede such data are ""unlikely to be representative of all American internet use""; the opt-in bias is acknowledged and argued to be constant across counties, but never measured or weighted away, which matters for a level estimate even if not for their difference-in-difference claim. Item 5 LOW: device-level trace, not publisher-side proxy. Item 6 LOW under the new ruling - the case definition is an ad-hoc union of four PRE-EXISTING third-party source-level lists (three academic domain lists plus Media Bias/Fact Check) with a >=2-list agreement rule that is stricter than most; the ruling covers exactly this construction, and the source-level/low-quality character is captured by the breadth moderator instead. Item 7 LOW: published external lists, plus a robustness rerun removing Bitchute. Item 9 LOW: two-month window, dates stated. Item 10 LOW: this is the rare whole-diet denominator - visits to low-quality domains per one million TOTAL browser requests for the county, i.e. all media, not a news-only or topic-curated subset. The strongest study in the shard."
2-s2.0-85209547248,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,0,LOW,full_text,"To identify visits to misinformation websites, we follow the approach of Moore et al. [64] and use sites that NewsGuard has labeled as repeatedly publishing false content in combination with sites previously identified by academic researchers as known purveyors of false news. The total size of this database of misinformation websites is 1,796 sites.","based on our data, 39.1% (95% CI = 35.0-43.1%) of American adults were exposed to a misinformation website during the same time period","YouGov Pulse cross-device web browsing, N=1,238, ~21M visits, 24 Aug - 7 Dec 2020. Item 1 LOW: ""a nationally representative sample of 1,238 American adults"". Item 2 LOW and item 3 LOW: probability-recruited survey panel plus a complete passive URL trace across computers, smartphones and tablets. Item 4 LOW: install-based opt-in is addressed by weighting - ""YouGov weighted participants to match a nationally representative sample of American adults, and we use these [weights]""; no response/attrition rate is printed, which is the one soft spot. Item 5 LOW: passively collected trace from the participants' own devices. Item 6 LOW under the ruling - NewsGuard's ""repeatedly publishes false content"" flag plus academic false-news purveyor lists (1,796 sites) and the Hanley et al. 324-site QAnon list are all external and pre-existing; note that the NewsGuard 0-100 journalistic-principles score is used only for the separate diet-quality measure, not to define misinformation, so the falsity anchor is not contaminated by the professionalism criteria. Item 7 LOW: externally maintained, documented rating processes. Item 9 LOW: 3.5-month window spanning the 2020 election, dates stated. Item 10 LOW: both denominators are real-audience totals - the 39.1% and 3.7% reach figures are over the 1,238-person national sample, and the 0.16% figure is an explicit share of the individual's own news diet rather than a curated corpus."
2-s2.0-85209813530,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"The accuracy of video content was verified based on current literature and previously published evidence-based guidelines on the use of medical cannabis. ... The criteria for a video to be deemed misleading were: 1) an inaccurate definition of cannabis, 2) at least one inaccurate statement about the pain-reducing mechanism of cannabis, 3) at least one inaccurate statement about the indications, adverse effects, benefits, and potential outcomes of cannabis for chronic pain management.","Of the total number of videos analyzed, 22.73% (n=15) of videos were classified as useful, 0% of videos were classified as misleading, and 77.27% (n=51) videos were classified as neither","YouTube cannabis-for-chronic-pain videos; content analysis, items 4-5 NA. Items 1-3 HIGH: three keyword queries (""cannabis for pain"", ""medical marijuana for pain"", ""CBD for pain"") run on a single day, ""filtered by view count from highest to lowest"", top 150 screened down to ""the top 66 videos by view count"" - a topic-curated, engagement-ranked corpus. Item 6 HIGH: falsity is judged against ""previously published evidence-based guidelines"", i.e. guideline adherence substituting for falsity, with author-devised useful/misleading/neither criteria and no external fact-check or credibility list. Item 7 HIGH: two reviewers but no kappa or agreement statistic is reported for the usefulness classification; mDISCERN and GQS are validated but score quality, not falsity. Item 9 HIGH: single-day query (2 August 2022) with no bound on video upload dates. Item 10 HIGH: denominator is 66 top-viewed topical videos. Note the reported misleading rate is 0%, an extreme low-end value that is itself an artefact of the strict three-part misleading criterion - most videos fell into the residual ""neither"" category (77.27%) - so this study contributes a floor estimate for reasons of case definition, not of actual audience exposure."
2-s2.0-85210156482,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"To assess video reliability and accuracy, we used relevant questions from a previously modified version of the Currency, Relevance, Authority, Accuracy, and Purpose (CRAAP) test [15], which has been employed in other studies evaluating the accuracy of online health information.","Overall, the majority of videos scored well on domains of accuracy, though 26.7% of non-HCP content contradicted or could not be corroborated by published evidence.","Contraception TikTok videos, secondary analysis of Stoddard et al. 2024; content analysis, items 4-5 NA. Items 1-3 HIGH: ""a content analysis of the 700 most viewed contraception TikTok videos at the time of download in December 2021"", searched via ""a previously published list of hashtags associated with contraception"" - hashtag-seeded and top-N-by-views. Item 6 HIGH: the CRAAP test is an information-literacy quality rubric (currency, relevance, authority, accuracy, purpose) and the misinformation figure is the Accuracy-domain item ""information supported by evidence? No"", i.e. failure to be corroborated by published evidence rather than demonstrated falsity - the ruling's guideline-adherence exception applies squarely. Item 7 LOW: two board-certified gynecologists coded with adjudication, ""reaching substantial agreement for all items (Cohen's Kappa > 0.7)"". Item 9 HIGH: a December 2021 snapshot of all-time most-viewed videos, with no observation window for the prevalence claim. Item 10 HIGH: denominator is 174 educational contraception videos surviving attrition from an original 252 - a doubly curated topical subset (educational-only, still-live accounts), and the headline 26.7% is computed on non-HCP content only, a narrower subset again."
