study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85107396751,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"The criteria for misleading videos included 1) at least one inaccurate scientific statement about the definition of ESO; 2) at least one inaccurate statement about the pain-reducing mechanism of ESI; or 3) at least one inaccurate clinical statement about the indications, adverse effects, benefits, and potential outcomes of ESI.","The 50 most-viewed videos satisfying the above criteria were included in the review. ... In addition, 76% (n = 38) were classified as useful videos, and 8% (n = 4) as misleading videos.","Content analysis of top-50 most-viewed YouTube ESI videos; items 4/5 NA. Case definition is author-devised accuracy coding against Spine Intervention Society guidelines, no external ground-truth list (item6 HIGH). Authors state 'we did not calculate inter-rater agreement' -> item7 HIGH. Single-day search (13 Feb 2020), no defined prevalence window -> item9 HIGH. Denominator = 50 engagement-ranked topical videos, not an audience -> item10 HIGH."
2-s2.0-85108101418,HIGH,HIGH,LOW,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,5,HIGH,full_text,"Reliable videos were defined as videos containing correct scientific information about RLS and not containing any inaccurate information. On the other hand, misleading videos were defined as videos containing inaccurate or scientifically unproven information.","Among 80 videos, 44 (55.0%) were categorized as “reliable”, and 36 (45.0%) were categorized as “misleading”.","Korean-language RLS YouTube content analysis; items 4/5 NA. Item3 LOW: complete census of the screened frame (all first 100 relevance-ranked results screened, 80 eligible), not engagement-ranked. Item7 LOW: mDISCERN plus Cohen kappa = 0.90 for accuracy and ICC = 0.80 for quality. Item6 HIGH: 'inaccurate or scientifically unproven' is expert-devised accuracy coding, no external ground truth. Item9 HIGH: single-day search (1 Apr 2020) generalised to prevalence. Item10 HIGH: denominator = 80 keyword-retrieved videos."
2-s2.0-85108273495,HIGH,HIGH,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,"Videos were also scored for the presence of misinformation, using a published 5-point Likert scale.[4]","Among 17 videos (totaling 95285 views) with objective information, 7 (41%, 3795 views) had a significant amount of misinformation (e.g., promoting routine PSA screening beginning at age 30, promoting a “miracle cure” beverage).","TikTok #prostatecancer content analysis; items 4/5 NA. Item3 LOW: 'We reviewed all TikTok videos (n=65) with the hashtag #prostatecancer' = census of the hashtag frame. Item7 LOW: DISCERN and PEMAT plus 99.6% inter-rater reliability between two PCa-expert coders. Item9 LOW: window 6/12/16-6/30/20 stated. Item6 HIGH: expert Likert rating of 'a significant amount of misinformation', no external falsity ground truth. Item10 HIGH and severe: denominator is 17 'informational' videos, a hand-selected sub-subset of 55 hashtag videos (which are themselves a sliver of any real diet)."
2-s2.0-85108996494,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,6,HIGH,full_text,"Já informações falsas seriam os conteúdos enganosos, tais como as fake news “Adolescente virgem diz que ficou grávida após tomar vacina contra gripe” ou “Trump alerta: a vacina da gripe é a maior fraude na história da medicina”. [False information would be deceptive content, such as the fake news “Virgin teenager says she got pregnant after taking the flu vaccine” or “Trump warns: the flu vaccine is the biggest fraud in the history of medicine”.]","Selecionamos um corpus formado pelas 100 publicações com a palavra-chave “vacina”, com o maior número de compartilhamentos, curtidas e comentários em redes sociais ao longo de um ano. ... Estas últimas representam 3,4% e 5,7% da amostra, respectivamente. [We selected a corpus formed by the 100 publications with the keyword “vaccine” with the greatest number of shares, likes and comments on social networks over one year. ... The latter represent 3.4% and 5.7% of the sample, respectively.]","Portuguese-language content analysis of the 100 most-engaged 'vacina' links (87 retained) via BuzzSumo; items 4/5 NA. Items 1-3 HIGH: keyword-seeded, top-engagement corpus, explicitly not an audience. Item6 HIGH: veracity category of an author-adapted Ibero-American science-journalism protocol; no fact-check or list ground truth. Item7 HIGH: no reliability statistic reported anywhere in the paper for the adapted protocol. Item9 LOW: 12-month window (22 May 2018-21 May 2019) stated. Item10 HIGH: denominator = 87 most-engaged keyword links."
2-s2.0-85109464429,HIGH,HIGH,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,"A informação foi analisada quanto à presença de imprecisões, anotando-se o tipo de incorreção clínica/científica. [The information was analysed for the presence of inaccuracies, noting the type of clinical/scientific error.]","Um terço dos vídeos (n = 79, 32,6%) apresenta imprecisões clínicas/científicas [One third of the videos (n = 79, 32.6%) present clinical/scientific inaccuracies]","Portuguese AMI YouTube content analysis; items 4/5 NA. Item3 LOW: full census of the frame (10 search terms x first 100 results = 1,000 screened, 242 eligible), relevance- not engagement-ranked. Item7 LOW: Cohen kappa reported, best agreement on the outcome itself ('presença de imprecisões clínicas ou científicas 0,84'), plus HONCode/DISCERN. Item9 LOW: search period 7 May-5 Aug 2019 stated. Item6 HIGH: 'imprecisões clínicas/científicas' is physician-judged accuracy/quality coding, not external falsity ground truth. Item10 HIGH: denominator = 242 keyword-retrieved topical videos."
2-s2.0-85111545521,LOW,LOW,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,2,LOW,full_text,"Our measure of untrustworthy website exposure was calculated using a list of 668 untrustworthy websites created by Allcott et al., (2019). Their list, which is the most expansive to date, was created by combining five existing lists of untrustworthy sites previously gathered by researchers, journalists, and fact-checking sites",671 respondents with both survey data and acceptable browsing histories ... visits to these untrustworthy websites were very rare; 60.8% of respondents visited zero sites and 95.6% visited four or less.,"Best-in-shard on the load-bearing items. Item6 LOW: pre-existing, externally compiled 668-site untrustworthy domain list (the instrument's 'validated domain/credibility list'). Item10 LOW: denominator is the whole 90-day desktop browsing diet of 671 real US adults (>15M visits), i.e. a real audience denominator, not a curated topical corpus. Item5 LOW: complete behavioural trace collected with consent. Item3 HIGH: 'The recruitment strategy is limited in that it does not produce a probability based sample'. Item4 HIGH: opt-in Facebook-ad recruitment plus browsing-data donation; funnel reported (3735 clicks -> 764 surveys -> 736 uploads -> 671 retained) and composition skewed (74.5% women, 78.7% White) with no weighting. Known undercoverage of mobile/in-app visits noted by the authors but mode is consistent across subjects (item8 LOW)."
2-s2.0-85114317455,HIGH,HIGH,HIGH,NA,HIGH,LOW,LOW,LOW,LOW,HIGH,5,MODERATE,full_text,"Bradshaw et al. labeled a source as junk news if it met three out of five criteria related to (1) professionalism, (2) style, (3) counterfeit, (4) bias, and (5) credibility.","For each agent, our program collected the first 50 tweets in the algorithmic timeline and then the first 50 tweets in the chronological timeline. ... Junk news saw an increased share of external links, from 6.9% in chronological timelines to 9.9% in algorithmic timelines","Sock-puppet/agent-based audit of Twitter timelines. Items 1-3 HIGH: the 'audience' is 8 purposively constructed archetypal agents, an artificial universe, not a real public. Item5 HIGH: exposure is measured on emulated agents, a proxy for real users' feeds. Item4 NA (no human respondents). Item6 LOW: external, pre-existing Bradshaw et al. (2020) source typology with reported Krippendorff alpha of .89; item7 LOW on the same grounds, though the authors' own extension labelling of the remaining ~1,000 domains carries no reliability statistic (borderline). Item9 LOW: 4 weeks, twice daily, stated. Item10 HIGH: denominator is external links only (not all timeline content, not any real diet) and is generated by synthetic agents, so the 6.9%/9.9% cannot bear an audience-level prevalence reading."
2-s2.0-85115631663,HIGH,HIGH,LOW,NA,NA,LOW,LOW,LOW,LOW,HIGH,3,MODERATE,full_text,"We use Google Fact Check Explorer via its API to extract a baseline dataset of all English language misinformation related to COVID-19 from March 2020 (that had a claim or review date between the 1st and 31st of March) ... This dataset includes 247 debunked stories, and after removing duplicates 226 debunked stories remained.","The selected tweets together with copies (that were excluded for further analysis) made up 29% of the manually assessed tweets, and roughly extrapolating would mean that about 100,000 of the nearly 17.5 million tweets were related to misinformation that we captured.","Items 4/5 NA (content analysis). Item6 LOW: fact-checker ground truth (226 Google Fact Check Explorer debunked claims), the strongest case definition in this shard. Item7 LOW: keyword classifiers validated by manual coding of a random 100 tweets per classifier, Krippendorff alpha = 0.74 reported for story typing. Item3 LOW: full census of the hashtag stream plus random subsets for manual validation. Items 1-2 HIGH: universe is 76 COVID-19 hashtags, a keyword-seeded topical corpus, yet the claim generalises ('the amount of misinformation shared on Twitter is very small'). Item10 HIGH: 17.5M COVID-hashtag tweets is a curated topical denominator, and the 0.6% numerator is an explicitly 'rough' extrapolation from manually assessed subsets that only captures already-fact-checked claims."
2-s2.0-85115858008,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,We identified audios with misinformation by comparing each audio transcription in our dataset with a fact-checked claim marked as containing misinformation by at least one of the fact-checking agencies.,"As per the manual analysis, we found that only 100 out of the 300 transcriptions analyzed indeed carried the same content as the claim they were matched to with the highest similarity. These audios were marked as containing misinformation","WhatsApp audio corpus, 16,503 unique audios from 364 groups; items 4/5 NA. Item6 LOW: external fact-check ground truth from 6 Brazilian agencies with manual confirmation. Item7 HIGH: TF-IDF cosine matching with no validation of the similarity threshold, no reliability statistic for the manual confirmation step, and only the top-300 pairs inspected so recall is unknown. Items 1-2 HIGH: publicly accessible, politically-oriented WhatsApp groups are a narrow non-representative slice pre-selected toward the political domain where misinformation concentrates. Item3 LOW: complete trace of all messages in the monitored groups. Item9 LOW: six-month window stated. Item10 HIGH in both directions: denominator is audios in political groups rather than any real user's diet, while the numerator is an acknowledged lower bound (only previously fact-checked claims, only ~71% of audios transcribed)."
2-s2.0-85117399204,LOW,LOW,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,3,MODERATE,full_text,"In order to measure exposure to vaccine-related misinformation, we asked respondents whether they encountered each of eight common misinformation themes in the previous 6 months. Misinformation themes were identified based on an academic literature review, as well as current public health guidance.","High levels of misinformation exposure were observed among participants, with 73% reporting some exposure to misinformation about COVID-19 vaccines in the past 6 months","Item1/item2 LOW: real public (Florida adults) reached through a quota-matched commercial web panel benchmarked to Census and state demographics. Item10 LOW: denominator is the 600 surveyed adults, a genuine population denominator. Item6 LOW: the eight themes are externally identified falsehoods (CDC-flagged), not author-devised quality judgements. Item3 HIGH: stratified quota sampling from an opt-in panel, not probability selection. Item4 HIGH: no response or attrition rate reported; authors note under-representation of those without a high-school degree and of rural residents. Item7 HIGH: self-report recall instrument with no validation or reliability evidence, and the authors themselves call it 'a strong proxy measure for overall misinformation exposure' - self-reported recall over 6 months is the dominant bias here, likely upward."
