study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
OA-W7165570035,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,4,MODERATE,full_text,"The facticity of the content was evaluated against current scientific evidence, including guidelines, consensus statements, and systematic reviews related to dental caries management.","To select the 500 most relevant posts based on total interaction, two independent investigators conducted a manual assessment, ensuring that only posts meeting the inclusion criteria were selected.","Content analysis (items 4/5 NA). Item 6 LOW: falsity judged against an external, pre-existing standard (published caries guidelines/consensus statements/systematic reviews), with an explicit falsity threshold ('a post was considered to contain misinformation only if it unequivocally presented false or misleading information'). Item 7 LOW: two calibrated coders, ICC 0.84-0.96 reported. Item 3 HIGH: top-N by total interaction out of 21,210 retrieved posts. Item 10 HIGH: denominator is 500 highest-engagement Portuguese caries posts, not any audience's diet."
PMID-33304681,HIGH,HIGH,HIGH,NA,NA,LOW,HIGH,LOW,HIGH,HIGH,6,HIGH,full_text,Posts that included any content that could be easily be rebutted using any of the aforementioned sites were considered misinformation while we categorized unverifiable information as posts that could not be proven either correct or incorrect by the same sources.,"In total, 146 posts (22.3%) included misinformation, 128 (19.6%) included unverifiable information and 180 (27.5%) include correct information verified by WHO or CDC.","Content analysis (items 4/5 NA). Item 6 LOW: external, pre-existing anchor (WHO/CDC guidance used as a refutation standard for falsity, not as a quality rubric). Item 7 HIGH: no coder-reliability statistic and no validated instrument. Item 9 HIGH: three-day search window (14-16 July 2020) with no content date range. Item 10 HIGH and internally inconsistent: 146/454 = 32.2%, not the reported 22.3%; account-type percentages are likewise not fractions of 454 (291 verified reported as 44.5%), so the stated denominator does not reproduce the reported numbers. Frame further restricted to English posts with >=10 likes."
PMID-40061772,HIGH,HIGH,HIGH,NA,NA,UNCLEAR,UNCLEAR,LOW,UNCLEAR,HIGH,4,HIGH,abstract_only,NO QUOTE FOUND,"From the 72 videos selected, about 40 (55.5%) of them had misleading information and about 32 (44.5%) of them had useful information","No cached full text (text_path empty; not present in data/abstracts) - rated from the abstract-level record only. Item 6 UNCLEAR: no verbatim case definition available; the only reported dichotomy is 'misleading' vs 'useful', which conflates falsity with usefulness/quality, but no quote could be verified, so UNCLEAR per protocol (treated as HIGH in the overall). Item 7 UNCLEAR: two coders mentioned, no reliability statistic retrievable. Item 9 UNCLEAR: no observation window reported. Item 10 HIGH: denominator is 72 videos from the first three pages of oral-health keyword searches; n_high counts affirmative HIGHs only."
PMID-41189872,HIGH,HIGH,HIGH,NA,NA,HIGH,UNCLEAR,LOW,UNCLEAR,HIGH,5,HIGH,abstract_only,"Twenty-five videos claimed that chiropractic manipulation could ""fix"" the Eustachian tube, and 14 videos (28%) asserted nerve correction; none mentioned antibiotics or tympanostomy tubes.","Twenty-five videos claimed that chiropractic manipulation could ""fix"" the Eustachian tube, and 14 videos (28%) asserted nerve correction; none mentioned antibiotics or tympanostomy tubes.","No cached full text; abstract-only appraisal. Item 6 HIGH: the numerator is an author-designated set of clinical claims (Eustachian-tube 'fix', nerve correction) with no external falsity anchor - no fact-check verdicts, no credibility list, no stated coding standard; deviation from standard otitis-media management stands in for verified falsity. Item 10 HIGH: denominator is 50 keyword-retrieved YouTube videos; the two reported percentages (50%, 28%) are shares of a curated topical video set presented as prevalence. Items 6 and 10 both HIGH -> overall HIGH."
PMID-42295743,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,5,HIGH,full_text,Videos were classified as containing disinformation/misinformation if they contained information in contradiction to clinical recommendations.,"A total of 677 videos were analyzed (2016-2025). After exclusion criteria, 563 videos remained, 167 from TikTok, 196 from Instagram Reels and 200 from YouTube Shorts.","Content analysis (items 4/5 NA). Item 6 HIGH under the explicit v3 exception: contradiction with clinical recommendations is guideline-adherence standing in for falsity, applied by the authors' own three evaluators with no external ground truth (no fact-check verdicts, no credibility list); the source-level-list ruling does not apply because no external list is used. Item 7 LOW: interrater agreement 83.5% (95% CI 80.6-86.0) reported. Item 3 HIGH: 250 algorithm-ranked native-search results per platform. Item 9 LOW: content span 2016-2025 stated (single-day retrieval, 8 June 2025). Items 6 and 10 both HIGH -> overall HIGH."
SEED-allcott2017,LOW,LOW,HIGH,UNCLEAR,HIGH,LOW,LOW,LOW,LOW,LOW,2,LOW,full_text,"We gathered a database of fake news articles that circulated in the three months before the 2016 election, using lists from three independent third parties.",there were 159 million impressions on the 65 websites ... or 0.64 impressions per adult. This is dwarfed by the 3 billion impressions on the 665 top news websites over the same period,"Item 6 LOW: external, pre-existing fact-check ground truth (Snopes, PolitiFact, BuzzFeed lists) plus a published 65-site fake-news domain list. Item 7 LOW: placebo-headline design explicitly validates the recall measure against false recall. Item 3 HIGH: SurveyMonkey Audience opt-in panel, not probability sampling (reweighted to national margins). Item 4 UNCLEAR: no response or completion rate reported. Item 5 HIGH: the survey estimates are direct from subjects, but the headline exposure share (5%) and per-adult impression counts are derived from Alexa aggregate traffic, i.e. an inferred rather than observed audience. Item 10 LOW: denominators are all US adults and total news-site impressions - whole-diet/defined totals, not a curated misinformation subset. Strongest study in the shard."
SEED-cordonnier2021,LOW,LOW,LOW,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,2,LOW,full_text,"Lastly, we used in this study an algorithm developed by Storyzy in order to sort the selected information sources into two categories: ""reliable"" and ""unreliable.""","Among all participants, 5% of connected time dedicated to information was spent consulting information sources considered to be unreliable, which equates to 0.16% of total connected time","Item 6 LOW under the source-level-list ruling: Storyzy is a third-party, pre-existing source-level reliability classification (30,000+ sources), externally anchored and cross-checked against Le Monde's Decodex-style classification; source-level identification is recorded separately in classification_level/breadth and is not penalised twice here. Item 3 LOW: complete 30-day behavioural trace of the whole panel. Item 4 HIGH: 52% of panel members refused or could not be tracked on mobile, a large coverage gap for news consumption that is described but not adjusted for. Item 7 HIGH: Storyzy's classifier accuracy is never quantified (no precision/recall, only a qualitative comparison with Le Monde). Item 10 LOW: denominators are total connected time and total information time for a panel representative of French adults 18+ - the whole-diet denominator this review treats as appropriate."
W2901308345,HIGH,LOW,LOW,NA,NA,LOW,LOW,LOW,LOW,LOW,1,LOW,full_text,A critical advantage of our study is that we use the for-sure fake articles from Rick Pearson and the SEC to validate the linguistic algorithm and calibrate the authenticity score into a probability of fake news.,"The unconditional probability of a Seeking Alpha article being fake is 2.8% over the entire sample period, peaking at 4.8% in 2008 and dropping to a low of 1.6% in 2013","Content analysis (items 4/5 NA). Item 6 LOW: ground truth is 171 SEC-prosecuted 'for-sure fake' promotional articles - external, pre-existing and legally adjudicated - used to calibrate the LIWC authenticity classifier. Item 7 LOW: classifier validated out of sample against the SEC set with type I/II error rates reported, though it is deliberately conservative (137 of 171 known fakes go unclassified), so 2.8% is a lower bound. Item 3 LOW: complete census of all 203,545 articles 2005-2015. Item 1 HIGH: a single niche investor-commentary platform is not a general audience/national population. Item 10 LOW: denominator is the complete article corpus of the platform - a defined total, not a curated topical subset - but note this is platform content share, not audience exposure."
W3011186656,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,HIGH,HIGH,5,MODERATE,full_text,Tweets that included information that could be clearly refuted using one of the above-mentioned references were considered under misinformation.,Our search was limited to tweets in the English language and to those that initially received at least five retweets. We excluded tweets that had four or fewer retweets.,"Content analysis (items 4/5 NA). Item 6 LOW: external, pre-existing refutation standard (WHO, CDC, peer-reviewed journals) applied as a falsity test, not a quality rubric. Item 3 LOW: 50 tweets per search term drawn by computer-generated random sequences. Item 2 HIGH: frame is 14 trending COVID hashtags/keywords filtered to >=5 retweets - engagement-thresholded and topic-curated. Item 7 HIGH: no reliability statistic and no validated instrument. Item 9 HIGH: single-day retrieval (27 February 2020) generalised to 'the magnitude of misinformation'. Item 10 HIGH: 24.8% is a share of a curated, retweet-filtered topical tweet set. 5 affirmative HIGHs with item 6 LOW -> MODERATE."
W3033912864,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,2,MODERATE,full_text,"We adopt three lists of ""fake news"" sites as proposed in [14]: black sites, orange sites, red sites.","It is likely that there are more tweets discussing these stories, than listed here, as selection on keyword tends to under-sample.","Item 6 LOW under the source-level-list ruling: the Grinberg et al. black/red/orange domain lists are a published third-party source-level credibility list; the fact that they key on 'lack of editorial norms' rather than verified falsity is captured by the breadth moderator (unreliable_source), not penalised here. Item 3 LOW: complete filtered-stream capture of the keyword corpus (67.4M tweets, 12.0M users). Item 5 LOW: user-level behavioural trace. Item 7 LOW: external published list plus user classifiers with reported accuracies (country 92.96%, identity 95.4%, political orientation 87.4%). Item 2 HIGH: seven COVID keywords define the frame, which the authors themselves note under-samples. Item 10 HIGH: the 1.60%/2.50% reach figures are denominated on users who tweeted with COVID keywords in a five-week window, not on a general population or a whole diet, and the 82.45% figure is denominated on fake-news sharers themselves. Item 10 HIGH with item 6 LOW -> MODERATE."
