study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
OA-W4377015071,HIGH,HIGH,HIGH,NA,NA,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,4,HIGH,abstract_only,NO QUOTE FOUND,"Of posts containing medical information, 63.5% were accurate, and 36.5% contained misinformation","Instagram abortion-hashtag content analysis; only abstract-level record available (no cached full text, not in abstracts.jsonl). Target universe = posts with >=250 likes carrying medical content on abortion hashtags: curated topical + engagement-thresholded corpus (items 1-3 HIGH). No misinformation definition, coder reliability or observation window recoverable -> items 6-9 UNCLEAR. Overall HIGH because item 10 is HIGH and item 6 UNCLEAR is treated as HIGH per checklist line 47; candidate for the abstract-only sensitivity analysis."
OA-W4394831676,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,6,HIGH,full_text,"To measuring personal experiences about misinformation, the researcher asked participants to indicate whether they have read information about Covid-19 and then it turns out that it is misinformation.",While over a half of respondents (81.6%) indicated having encountered this sort of information.,"Levant (Jordan/Lebanon/Palestine/Syria) online survey. Population is a real audience (item 1 LOW) and data come directly from respondents (item 5 LOW), but the frame is explicitly convenience+snowball via WhatsApp ('We picked a Convenient Sample ... acquired using the snowball method') -> items 2-3 HIGH; 7553 submissions reduced to 6910 with no response rate or attrition analysis -> item 4 HIGH. Case definition is pure respondent perception with no external ground truth -> item 6 HIGH. Nine-item ad hoc questionnaire, no validity evidence (the reported 89% agreement refers to a content-analysis tool not used for this item) -> item 7 HIGH. The exposure item carries no reference window -> item 9 HIGH. Item 10 LOW: numerator/denominator internally consistent (1270+1110+3010+1520 = 6910; 100-18.4 = 81.6) over a whole-respondent denominator."
OA-W4407797130,LOW,HIGH,HIGH,UNCLEAR,LOW,LOW,HIGH,LOW,HIGH,LOW,4,MODERATE,full_text,"We followed three fact-checking portals in Serbia - Istinomer, AFP Fact Check, and Fake News Tragac - and on the basis of their work we formed a database of 25 fact-checked and debunked claims.","The results obtained through the survey show that four out of seven narratives have been heard by more than half of the respondents, with even the least heard narrative (N2) still reaching a third of the survey population","Serbian national online survey (N=800, GESOP, June 2023). Item 6 LOW: narratives are external, pre-existing fact-checked and debunked claims from three independent fact-checking portals. Item 10 LOW: population denominator (800 adults 18-74, interlocked quotas by sex/age/region, MoE +/-3.5%) - the population-denominator design the review treats as appropriate. Item 2 HIGH on the authors' own admission that the online-only self-administered frame excludes people without internet access and omits education quotas; item 3 HIGH (quota, not probability, sampling); item 4 UNCLEAR (no response/attrition rate reported for the panel); item 7 HIGH - single binary 'Have you heard about this topic before?' with no validation and, as the authors state, no placebo narrative to bound false recall (they cite 14% false recall in Allcott & Gentzkow); item 9 HIGH - the recall item specifies no time window."
OA-W4410388894,HIGH,HIGH,HIGH,NA,NA,HIGH,UNCLEAR,LOW,UNCLEAR,HIGH,5,HIGH,abstract_only,"Among videos with the direct purpose of public health education (n=20), 55% contained inaccurate, non-evidence-based, or misleading information","Among videos with the direct purpose of public health education (n=20), 55% contained inaccurate, non-evidence-based, or misleading information","TikTok #hormonalbirthcontrol study; abstract-level record only. Universe = top hashtag videos, then narrowed to the 20 with a 'public health education' purpose: curated topical corpus, keyword-seeded, top-N-by-engagement -> items 1-3 HIGH. Item 6 HIGH: 'inaccurate, non-evidence-based, or misleading' is author-devised researcher coding with no external anchor (no fact-check verdicts, no credibility list) - fails the external-and-pre-existing test. Item 10 HIGH: denominator is a 20-video subset of a hashtag corpus presented as a prevalence figure. Same quote serves both items because the abstract states criterion and result in one sentence. Very small content n."
OA-W4410566265,HIGH,HIGH,HIGH,NA,NA,HIGH,UNCLEAR,LOW,LOW,HIGH,5,HIGH,abstract_only,"Posts were evaluated using a modified, previously developed, Social Media Evaluation Checklist(2) and evidence coding framework to measure accuracy.","TikTok had a larger proportion of completely inaccurate posts (10.8%), mainly related to weight loss.","Conference abstract (Proc Nutr Soc 2025, 84(OCE1) E8) - the published item is an abstract, so source_read=abstract_only even though the whole text was read. 500 posts (250 TikTok) sampled with keywords 'healthy eating, healthy food, diet, weight loss' over 15 Sep 2023 - 15 Mar 2024 -> items 1-3 HIGH (keyword-seeded topical corpus, no random procedure described), item 9 LOW (six-month window stated). Item 6 HIGH: a modified social-media quality-evaluation checklist plus an author evidence-coding framework standing in for falsity - the checklist ruling's 'quality instrument substituting for falsity' exclusion; note this is the most arguable call in the shard, since 'completely inaccurate' is an accuracy rather than a quality grade and the checklist is externally derived. Item 7 UNCLEAR: previously developed instrument but modified, and no reliability statistic reported. Item 10 HIGH: 250 keyword-sampled nutrition posts as the denominator for a prevalence claim."
OA-W7125772788,LOW,HIGH,HIGH,UNCLEAR,LOW,HIGH,HIGH,UNCLEAR,HIGH,HIGH,6,HIGH,full_text,"In the case of HIV, 54% of respondents suspected misinformation in their digital feeds, often related to 'permanent cure' narratives","Table 1 outlines the demographic profile of the 282 respondents and the pathogen-specific distribution of the 7,234 data points.","Nigeria; cached v2txt was an 11-byte stub, so the 11-page PDF was read directly (image-only PDF, read via page rendering) - hence full_text. Item 2/3 HIGH: 'a respondent-driven chain-referral sampling technique was employed. This resulted in a sample of 282 active digital users.' Item 6 HIGH: the outcome is respondents' own suspicion of misinformation, no external ground truth of any kind. Item 7 HIGH: test-retest coefficient 0.88 is reported but no validity evidence for the exposure measure. Item 9 HIGH: the paper claims a longitudinal 2021-2026 span in a 2025 issue and gives no window for the survey item. Item 10 HIGH: the 54% appears only in prose with no numerator table, and the report conflates two denominators (282 survey respondents vs 7,234 NLP data points); the discussion also switches the population to 'undergraduates'. Several internal inconsistencies overall."
OA-W7133343648,LOW,LOW,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,2,MODERATE,full_text,"Misinformation was defined as technically incorrect advice that could cause crop damage, economic loss, or health risk.",The overall misinformation rate was 14.7% of all technically substantive messages.,"84 WhatsApp farming groups in Bosnia and Herzegovina, 12,847 archived messages, Mar-Aug 2022. Items 1-2 LOW: the frame is the actual message stream of a real audience, not a keyword-seeded corpus. Item 3 HIGH: groups were recruited by snowball sampling from extension-office and farmer-association lists (self-selected toward groups with extension links; only 29.8% had an agent). Item 6 LOW: falsity is adjudicated by two trained agronomists against agronomic fact (ICC = 0.83) - expert-verified incorrectness, i.e. an external referent rather than ad hoc author judgement; this is the least confident call in the shard (a HIGH reading is defensible since no named external standard is cited, and it would move the study to overall HIGH). Item 7 LOW (ICC reported), items 8-9 LOW (single platform, stated six-month window). Item 10 HIGH: the denominator is stated inconsistently - Table 1 gives 1,889/12,847 messages (14.7%) while the text calls it 14.7% 'of all technically substantive messages' and the regression uses n = 9,521 technical messages (1,889/9,521 = 19.8%)."
OA-W7154838691,HIGH,HIGH,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,"Health misinformation-defined here as health-related information that is factually inaccurate, incomplete, or misleading in a manner capable of influencing health beliefs and behaviors (Vraga & Bode, 2020), has emerged as a defining challenge for public health systems worldwide.","Of the 1,000 posts analyzed, 480 (48.0%) were coded as containing health misinformation, while 520 (52.0%) were coded as factual or accurate health content.","Cross-platform content analysis, 1,000 posts (250 each from Twitter/X, Facebook, TikTok, YouTube), Jan 2022 - Dec 2023. Item 3 LOW: 'A stratified random sampling procedure was applied, with platform constituting the stratification variable.' Item 7 LOW: piloted codebook, two trained coders, composite Cohen's kappa = .82. Items 1-2 HIGH: the target universe is an 82-keyword topical corpus of health discourse, which the authors themselves flag as a limitation ('the keyword-based sampling strategy may not fully capture the diversity of health'). Item 6 HIGH: a cited conceptual definition (Vraga & Bode) operationalised entirely through the authors' own deductive codebook - no fact-check verdicts, no credibility list, no external ground truth. Item 10 HIGH: 48% is a share of a keyword-curated topical corpus presented as health-misinformation prevalence, not a share of any audience's diet."
OA-W7155615941,HIGH,HIGH,HIGH,NA,NA,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,4,HIGH,abstract_only,NO QUOTE FOUND,"Misinformation was identified in approximately one-quarter of media articles, while none of the peer-reviewed journal articles contained misinformation or harmful information.","Melanoma social-media content analysis; abstract-level record only, no cached full text and no entry in abstracts.jsonl. Denominator is high-engagement ('popular') melanoma media articles - a curated topical, engagement-selected corpus -> items 1-3 HIGH, item 10 HIGH. No definition, reliability statistic or observation window recoverable -> items 6-9 UNCLEAR. Overall HIGH follows from item 10 HIGH plus item 6 UNCLEAR treated as HIGH (checklist line 47); abstract-only sensitivity candidate."
OA-W7161796591,HIGH,HIGH,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,"Videos were operationally classified as containing ""aligned information"" when at least one evaluated recommendation aligned with an official oral hygiene protocol.","Overall, 26.19% aligned with at least one protocol, while 73.81% contained unsupported or non-aligned information","246 Spanish-language TikTok oral-hygiene videos from 11 hashtags, May-Jul 2025, collected on a fresh no-history account. Item 3 LOW (all retrieved videos screened against stated eligibility criteria rather than top-N by engagement) and item 7 LOW (two calibrated evaluators, Cohen's kappa = 0.86, triple-blinded, third-reviewer adjudication) - methodologically careful. But items 1-2 HIGH: hashtag-seeded topical corpus, and eligibility explicitly excluded videos 'promoted home remedies or pseudotherapies', removing a misinformation-dense stratum. Item 6 HIGH under the checklist's explicit exclusion: non-alignment with FDI/ADA/FOE/FDE clinical protocols is guideline adherence standing in for falsity, not an external falsity standard (coded QUALITY in the extraction). Item 10 HIGH: 73.81% is a share of a curated 246-video topical corpus, presented as misinformation prevalence."
