study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85218245924,HIGH,HIGH,HIGH,NA,NA,LOW,HIGH,LOW,HIGH,HIGH,6,HIGH,full_text,This process used established PCOS guidelines and existing literature.,"Of the 300 videos reviewed, 120 were deemed suitable for analysis","PCOS TikTok content analysis. Item 6 LOW: falsity judged by three independent clinicians against named external PCOS guidelines and literature (not a quality scale) - the PEMAT/mDISCERN/GQS/VIQI instruments are scored separately and do not carry the misinformation estimate. Item 7 HIGH: the %-false thresholds (<25/25-50/>50) are author-devised and no kappa is reported (discrepancies resolved by consensus). Items 1-3 HIGH: keyword-seeded topical corpus, first 300 algorithm-ranked videos. Item 9 HIGH: single-day capture (30 April 2024). Item 10 HIGH: denominator is 120 curated topical videos, and the headline 63.3% folds in 'partially accurate' (25-50% false)."
2-s2.0-85218448454,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,4,MODERATE,full_text,A post was considered to contain misinformation only if it presented obvious false or misleading information that could potentially harm Facebook users.,"A dataset of 88,134 posts was downloaded in a .csv file format on August 26, 2021, covering a specific language (Portuguese) and timeframe (August 2016 to August 2021), with posts ranked by users' total interaction.","Brazilian dental-caries Facebook posts. Item 6 LOW: falsity assessed against external scientific evidence (guidelines, consensuses, systematic reviews on caries management), not a quality instrument. Item 7 LOW: ICC 0.80-0.98 inter-examiner, intra-examiner agreement >0.8. Item 9 LOW: 5-year window stated. Item 10 HIGH: 500 posts selected top-down by total interaction from an 88,134-post keyword corpus - engagement-ranked topical denominator, not an audience diet."
2-s2.0-85218959905,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"Claim accuracy was categorized as factual (objectively true, relevant, and minimal facts) or non-factual (including both non-facts and falsified information).",A comprehensive list of the top 10 posts for each selected hashtag was collected on the 4th of Feb 2024.,"Saudi aesthetic-dentistry Instagram. Item 6 HIGH: a 2-point author-adopted 'factual vs non-factual' scale with no external ground truth; 'non-factual' absorbs promotional/marketing posts that merely lack facts rather than assert falsehoods, which is why 84% is reported. Item 7 HIGH: two calibrated coders, disagreements by discussion, no reliability coefficient. Item 3/9 HIGH: top-10 per hashtag by the Instagram algorithm, all captured on a single day. Item 10 HIGH: denominator is 150 hashtag-curated posts."
2-s2.0-85219054979,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,were instructed to rate the videos based on their own knowledge of the topics in the videos,The first 50 videos were selected for each platform to be reviewed giving a total sample of 100 videos.,"Kidney-stone videos, YouTube vs TikTok. Item 6 HIGH despite the AUA curriculum being cited: the curriculum is stated as the benchmark for QUALITY, while 'incidences of misinformation identified by the reviewers were noted in qualitative form' and two of the four raters judged from their own knowledge - no external falsity standard for the misinformation count itself. Item 7 HIGH: Kendall's W is reported only for the quality dimensions, not for the misinformation determination. Item 9 HIGH: single-day search 20/03/2024, not updated. Item 10 HIGH: denominator is the top 50 keyword-search videos per platform."
2-s2.0-86000670842,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,"content against evidence-based nutrition guidelines, including the Australian Dietary Guidelines, Nutrient Reference Values, and Practice-based Evidence in Nutrition","After identifying 1054 eligible posts following the screening process, we applied a random sampling approach to select a final sample of 250 posts for detailed analysis.","Nutrition TikTok. Item 6 LOW for the CONTENT estimate (19% completely inaccurate): accuracy scored with a published protocol against named external dietary guidelines. Note the two QUALITY estimates (55%, 75%) rest on the modified Social Media Evaluation Checklist and would fail item 6 on their own - flagged for the construct split. Item 3 LOW: genuine random sample of 250 from 1,054 eligible. Item 7 HIGH: the checklist was modified ad hoc for short video and no reliability statistic is reported (consensus only). Item 9 LOW: Sept 2023-March 2024 window. Item 10 HIGH: denominator is a hashtag-curated nutrition corpus, not a user diet."
2-s2.0-86000736431,HIGH,HIGH,LOW,NA,NA,UNCLEAR,UNCLEAR,LOW,UNCLEAR,HIGH,3,MODERATE,abstract_only,NO QUOTE FOUND,"In der Hauptstudie zeigt eine standardisierte Inhaltsanalyse der Suchergebnisse (n = 8.601), dass auf Google rund ein Viertel die Verschwoerungstheorie unterstuetzt. [EN: In the main study, a standardized content analysis of the search results (n = 8,601) shows that on Google about a quarter support the conspiracy theory.]","German-language article (Baerbock / 'Great Reset' conspiracy on Google and YouTube); no cached full text, appraised from the German abstract. The abstract states the narrative and eight search terms were identified and validated on Telegram via digital ethnography, but gives no coding scheme, ground truth or reliability, so items 6, 7 and 9 are UNCLEAR. Items 1-2 HIGH: the search terms are seeded from conspiracy channels, i.e. the frame is defined by the phenomenon. Item 10 HIGH: denominator is 8,601 results for conspiracy-seeded queries. Under the checklist rule that UNCLEAR is treated as HIGH in the overall, item 6 would count HIGH and this row becomes HIGH; recorded MODERATE here because only affirmative HIGH ratings are counted in n_high. Candidate for the abstract-only sensitivity analysis."
2603.11058,LOW,HIGH,LOW,NA,NA,LOW,LOW,HIGH,LOW,HIGH,3,MODERATE,full_text,Content stating or clearly implying a verifiably false or misleading claim that may cause public harm.,"In this study, we adopt this restricted prevalence as our primary definition of mis/disinformation prevalence, as it focuses on content for which a meaningful distinction between misleading and legitimate information can be made.","EU four-country, six-platform fact-checker annotation (March-April 2025). Item 6 LOW: professional fact-checkers with an explicit verifiable-falsity definition. Item 7 LOW: pilot-refined codebook, 20% double-coded (Jr+Sr) with a resolution round, and annotation disagreement propagated into the uncertainty model. Item 3 LOW: view-weighted random sample of 500 posts per platform per country. Item 2 HIGH: ~100 curated keywords per language, half of them ambiguous or misinformation-related, so the frame is partly seeded on the outcome (the authors model this as retrieval uncertainty). Item 8 HIGH: mixed retrieval modes across platforms (DSA random samples for LinkedIn only, keyword search elsewhere) without adjustment. Item 10 HIGH: P_restricted excludes irrelevant, abusive, other-language and deleted posts, so the denominator is truth-assessable posts within a keyword corpus, not total content seen - the paper reports P_total separately and it is markedly lower."
NEW-jadara-2022,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,6,HIGH,full_text,"In the context of this study, misinformation refers to all fake news and information that promotes false stories on various topics in order to gain high levels of participation on social media","Furthermore, according to the poll, 81.6 percent of respondents had read Covid-19-related material that turned out to be untrue.","Levant Covid-19 online survey (Jordan/Lebanon/Palestine/Syria). Item 10 LOW: the denominator is all 6,910 valid respondents, which is the quantity the claim implies for a self-report exposure measure. Item 6 HIGH: 'material that turned out to be untrue' is left to respondent judgement with no external ground truth. Items 2-4 HIGH: convenience sample recruited by snowball through social media; 7,553 submitted / 6,910 retained gives no interpretable response rate and the frame over-selects heavy social-media users. Item 7 HIGH: bespoke questionnaire, no validity or reliability statistics. Item 9 HIGH: no recall window is specified for the exposure item."
NEW-jung-icwsm,HIGH,HIGH,LOW,NA,HIGH,LOW,LOW,LOW,LOW,HIGH,4,MODERATE,full_text,"To determine what constitutes misinformation, we based our annotation heuristics on Google's COVID-19 medical misinformation policy, which has been developed in partnership with the WHO (Google 2020).","we observe that nearly a third of the top-10 search results were misinformative: 31.55% of the search results supported COVID-19 misinformation, 36.03% were opposing, and 32.42% belonged to the remaining classes.","YouTube geolocation sock-puppet audit, US vs South Africa. Item 6 LOW: annotation heuristics anchored to external, pre-existing standards (Google/WHO medical misinformation policy, CDC, South African Government Fake News resources) - external and pre-existing rather than internal and ad hoc. Item 7 LOW: expert + AMT ground truth, Fleiss kappa 0.62, classifier accuracy 0.85. Item 3 LOW: complete capture of the top-10 SERP for every query x filter x day. Item 5 HIGH: exposure is measured on sock-puppet bots, a proxy for users rather than a real audience trace. Items 1-2 HIGH: the 48 queries are built from eight COVID-19 misinformation topics, so the frame is seeded on the phenomenon. Item 9 LOW: 10-day window stated. Item 10 HIGH: denominator is misinfo-seeded SERP results, not any real user's viewing diet."
NEW-moreno-jmirderma,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,LOW,HIGH,LOW,HIGH,7,HIGH,full_text,For this study we define misinformation as inaccurate or false information.,"Content analysis findings included data from indoor tanning businesses (n=147) across 50 states, yielding 4956 total posts.","Indoor-tanning Facebook content analysis plus interviews. Item 6 HIGH: the definition is a one-line author formulation and the codebook was developed internally from prior codebooks and pilot coding, with no external falsity standard - the claims coded (Vitamin D, base tan) are debunked in the dermatology literature but the study anchors to nothing pre-existing. Item 7 LOW: interrater agreement reported (84-99% rising to 91-100%), though percentage agreement is not chance-corrected. Items 1-3 HIGH: the universe is 147 purposively chosen tanning-business pages (top-10 by relevance, then 3 highest-follower per state) - a population defined by being a likely source of the outcome. Item 4 HIGH: 46 interviewees recruited by targeted advertising with no response rate. Item 8 HIGH: the CONTENT estimates come from 2015-16 post coding and the 43% RECALL estimate from 2017 phone interviews with a different, at-risk purposive sample, combined without adjustment. Item 10 HIGH for both constructs: the content denominator is tanning-salon posts (a single-source, industry denominator) and the recall denominator is 46 recently-tanning young women, not a general audience."
