study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85138526885,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,6,HIGH,full_text,"(b) Notícias fabricadas: “reportagens fraudulentas” […], a imprensa marrom e os tablóides apresentam um amplo espectro de notícias não verificadas e usam manchetes atraentes (“caça-cliques”), exageros, escândalos ou sensacionalismo para aumentar o tráfego ou os lucros” (RUBIN; CHEN; CONROY, 2016, p. 3, tradução nossa) [English, verbatim from the paper's own footnote 15: “fraudulent reporting” […], “yellow press and tabloids present a wide spectrum of unverified new and uses eye-catching headlines (‘clickbaits’), exaggerations, scandal-mongering, or sensationalism to increase traffic or profits”]","Ao todo, foram registradas 4.995 ocorrências. [EN: ‘In all, 4,995 occurrences were recorded.’] / Já os meios de comunicação classificados como partidários apresentaram 61% de notícias genuínas (n = 1681), 23% de notícias tipificadas como fabricadas (n = 634), e 11% de embustes (n = 312) [EN: ‘Media classified as partisan showed 61% genuine news (n=1681), 23% news typified as fabricated (n=634), and 11% hoaxes (n=312)’]","Keyword-seeded Twitter frame (‘7 de setembro’), 5,000 tweets/day API cap (tool limitation, non-random), then only URLs with >=10 co-occurrences (n=170) qualitatively coded. Item6 HIGH: Rubin/Chen/Conroy typology applied by the authors with no external ground truth, and the ‘fabricada’ category explicitly folds in tabloid/clickbait/sensationalism (quality, not falsity). Item7 HIGH: no inter-coder reliability statistic, no validated classifier. Item9 LOW: window stated (1-8 Sep 2021) and adequate for the event studied. Item10 HIGH: denominator is 4,995 news occurrences behind 170 top URLs, not any audience's diet."
2-s2.0-85139497631,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"The videos were evaluated by three urologists using two validated questionnaires: Patient Education Materials Assessment Tool (PEMAT) and DISCERN (quality criteria for consumer health information), classifying them according to the score of the latter, in poor quality (1–2 points) and moderate/good quality (3–5 points).","Thus, 26/38 videos (66.7%) were of poor quality and 12/38 (30.8%) were of moderate or good quality.","Pure QUALITY design: DISCERN measures the quality of consumer health information, not the falsity of claims, so item6 is HIGH under the CONTENT-vs-QUALITY rule despite the instrument itself being validated. Item7 LOW because DISCERN/PEMAT are validated instruments (though no inter-rater statistic is reported for the three urologists). Items 1-3 HIGH: single Spanish-language keyword search on 9 March 2021, first 50 videos sorted by views, filtered to 38. Item9 HIGH: single-day search, no observation window. Item10 HIGH: denominator is 38 topically curated videos."
2-s2.0-85140592237,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,HIGH,HIGH,5,MODERATE,full_text,"Videos were considered misleading if they contained one or more misleading scientifically unproven statements, as evaluated based on guidelines from major public health agencies (e.g., World Health Organization [19–22], Turkish Dietetic Association [23,24], and National Institute for Health and Care Excellence of England [25]) at the video’s publication date.",There were 178 (81.7%) fully relevant and 40 (18.3%) misleading videos.,"Item6 LOW: falsity anchored to named external authorities at the video’s publication date, two independent expert reviewers plus an external adjudicator; the ‘unproven’ clause broadens it somewhat beyond strict falsity but the ground truth is external, not author-devised. Item7 LOW: ICC range 0.90–1.00 reported for relevant/misleading. Items 1-3 HIGH: single Turkish keyword search on 1 Feb 2021, first 280 videos by YouTube default relevance ranking. Item9 HIGH: single-day cross-section, no prevalence window. Item10 HIGH: denominator is 218 topically curated videos, not an audience diet."
2-s2.0-85141666446,HIGH,HIGH,HIGH,NA,NA,LOW,HIGH,LOW,LOW,HIGH,5,MODERATE,full_text,"Misinformation   Posts expressed information that was easily refuted by at least one of abovementioned references. [references defined in the same table as: Official Guideline of Vietnam Ministry of Health, official news outlet from Vietnam government, World Health Organization, and/or at least two peer-reviewed scientific journals]","Among the selected 500 posts with the highest number of engagements, there were 316 (63.20%) genuine information posts, 10 (2.00%) misinformation posts, 152 (30.40%) opinions, and 22 (4.40%) unverified posts.","Item6 LOW: explicit refutable-against-named-sources definition (MoH/WHO/peer-reviewed), adapted from Kouzy et al., coded independently by two researchers with third-researcher adjudication. Item7 HIGH: no kappa or agreement statistic reported and the scheme is not a validated instrument. Items 1-3 HIGH: keyword-built topical frame over five NPI topics, then the top-100-by-engagement posts per topic. Item10 HIGH: the 2.00% denominator is 500 hand-picked most-engaged posts, not the 54,528 collected posts and not any audience's diet."
2-s2.0-85142238598,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,7,HIGH,full_text,"Each post was reviewed for accuracy and scored to the extent of misinformation on a scale from one to ﬁve, based on previously reported methods for characterization of misinformation on prostate cancer on YouTube, which was deemed the misinformation index score [11]. A score of one indicated a complete lack of accurate information (i.e., most inaccurate), whereas a score of ﬁve indicated a complete lack of inaccurate information (i.e., most accurate).","Across all men’s health topics on TT, educational posts had a mean misinformation index score of 2.6 ± 1.7.","Item6 HIGH: a subjective 1-5 accuracy/quality gradient with no external ground truth and no stated adjudication standard. Item7 HIGH: ‘Post accuracy was determined by a single author (JMD)’; no reliability statistic. Items 1-3 HIGH: top-10 hashtags per topic, then top 40 posts per topic (top 20 posts x top 2 hashtags). Item9 HIGH: no search or collection date is reported anywhere in the paper. Item10 HIGH: the reported quantity is a mean score on a curated set of educational TikTok posts, not a share of any defined content or audience total."
2-s2.0-85142396682,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,1,MODERATE,full_text,"To this end, we use the NewsGuard database (8). As of 2022 March, NewsGuard indexes 6860 English and 145 German language domains. Each domain is scored on a scale of 0 (very poor) to 100 (exceptional quality journalism) points. Domains with less than 60 points are considered “not trustworthy” (8).","After excluding links to social media websites and search engines, the database covers 46.5% of links posted by members of the US Congress and 58.8% and 39.2% of links posted by members of the German and British parliament, respectively.","Methodologically the strongest study in the shard: near-census of a real, enumerable population (1023 US handles = 61.7% of members of the 114th-117th Congress; 65.7% DE, 78.6% UK), full behavioural trace 2016-01-01 to 2022-03-16 via Twitter API, external professional domain list (NewsGuard) plus a robustness check against an independently compiled list. Item6 LOW under the instrument's ‘validated domain/credibility list’ clause, though the NewsGuard standard is credibility/transparency rather than falsity. Item10 HIGH relative to an audience-level prevalence claim: the denominator is NewsGuard-rated links only (46.5% of US links) posted by political elites, not any audience's whole information diet. 3,200-tweet-per-account scrape cap noted; authors report a supplementary all-tweets analysis with no appreciable difference."
2-s2.0-85142886759,HIGH,HIGH,LOW,NA,NA,LOW,LOW,LOW,LOW,HIGH,3,MODERATE,full_text,"We considered as low credibility those web domains that were in at least one of the following categories: questionable sources, conspiracy-pseudoscience, or (very)low credibility rating.","We identified 14,215 (2%) URLs from 377 low credibility information sources that are shared in 42,271 (2.7%) messages posted before the halt of trials, and 12,768 URLs from 363 low credibility sources shared in 36,906 (2.7%) messages posted after the halt of trials.","Item6 LOW: external third-party credibility lists (Media Bias/Fact Check and The Factual), not author-devised coding. Item3 LOW: complete keyword-stream capture via Twitter API (3,958,864 URL-bearing messages out of 7.17M), not a top-N selection. Item9 LOW: window stated (1-15 September 2020) and matched to the AstraZeneca trial-halt event. Items1-2 HIGH: the universe is a vaccine/COVID keyword-seeded corpus, so the population is a curated topical one. Item10 HIGH: the 2.7% denominator is URL-bearing topical tweets, not any audience's whole diet, and messages are the unit rather than people."
2-s2.0-85143274147,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,6,HIGH,full_text,"For misinformation, respondents were asked to indicate whether or not they encountered misinformation during the pandemic, where they came across such information and how often, on a Likert scale from one to five, they found themselves involved in misinformation.",The majority of respondents 269/295 (91.2%) claimed to have come across misinformation during the pandemic.,"Item10 LOW and item1 LOW: this is one of the few person-denominated estimates in the shard (269/295 real respondents), and the target population (Moroccan university students) is a real audience, not an artefact of the measurement. Everything upstream is weak: item2/3 HIGH (questionnaire pushed to ‘various faculties and online student groups’, self-selected, no sampling frame), item4 HIGH (no response rate; 303 received, 295 retained, denominator of invitees unknown), item6 HIGH (misinformation is whatever the respondent labels as such; author categorisation of the volunteered examples is topical, not a falsity verification), item7 HIGH (instrument ‘validated’ only by a 10-person pilot, no psychometrics), item9 HIGH (recall window is the unbounded ‘during the pandemic’). Six affirmative HIGHs give HIGH overall even though the load-bearing item10 is LOW."
2-s2.0-85143511628,HIGH,HIGH,UNCLEAR,NA,NA,HIGH,UNCLEAR,LOW,HIGH,HIGH,5,HIGH,abstract_only,"The videos were divided into 2 groups according to their reliability and accuracy using the European Association of Urology Sexual and Reproductive Guidelines 2020. A 5-point modified reliability (DISCERN) tool, Global Quality Score, and Journal of the American Medical Association scores of each video were calculated.","Of the 151 videos assessed, 73(48.34%) were included; 36(49.3%) reliable and 37(50.7%) unreliable.","No cached full text; rated from the abstract (data/abstracts/abstracts.jsonl). Item6 HIGH: the split is reliable/unreliable via modified DISCERN, GQS and JAMA benchmark scores against EAU guidelines - a quality/reliability construct standing in for falsity. Item3 UNCLEAR and item7 UNCLEAR: neither the video-selection rule (how the 151 were obtained/ordered) nor any inter-rater statistic is recoverable from the abstract. Item9 HIGH: single cross-sectional search, September 2020. Item10 HIGH: denominator is 73 topically curated varicocoele videos. Both 6 and 10 HIGH forces HIGH overall; n_high counts affirmative HIGHs only (the two UNCLEARs are treated as HIGH in the summary rule but recorded separately per the instrument)."
2-s2.0-85145390598,HIGH,HIGH,LOW,NA,NA,LOW,LOW,LOW,LOW,HIGH,3,MODERATE,full_text,"Second, during coding, coders read the tweet and verified its information using one or many reliable recommendations pertaining to the specific content of that tweet. If its content was in line with the recommendation, it was deemed accurate. If the content differed from the recommendation in any way, it was deemed inaccurate.","As for the public, out of 382 tweets, 250 (65.5%) were accurate.","Item6 LOW: an explicit database of external evidence-based recommendations (Dietitians of Canada, Health Canada, Academy of Nutrition and Dietetics, supplemented by PubMed/Mayo Clinic) with pre-specified not-applicable rules. Item7 LOW: kappa reported for content accuracy (public 0.67, dietitian 0.78). Item9 LOW: 31 Dec 2019 to 31 Dec 2020, stated. Item3 LOW: full hashtag/keyword harvest via Twitter Premium API rather than top-N. Item10 HIGH: the 34.5% figure rests on the 382 accuracy-evaluable public tweets out of 1469 analysed - roughly three quarters of the public's tweets were deemed not applicable and dropped, so the denominator is an adjudicated residue of a topical corpus, not a diet."
