study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-105002155467,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,0,LOW,full_text,"We identify unreliable sources through the merging of two lists. The first is the list of domains classified as misinformation by Grinberg et al. (2019). This list, which includes N = 510 domains, was itself compiled using existing lists produced by journalistic outlets (i.e. Buzzfeed, Politifact, FactCheck.org, Snopes.com) and by prior research (Allcott and Gentzkow, 2017; Guess et al., 2020b).","the vast majority, that is ~79%, do not visit any page classified as unreliable (again, confirming the finding that misinformation affects a small fraction of the online population, e.g. Allen et al., 2020). Still, N ~ 1400 panelists (about 1%) visit at least 100 unreliable news pages during our observation period. This 1% of the panelists are responsible for visiting 65.3% of all unreliable pages in our data","Weighted national browsing panel with complete 12-month URL trace and pre-existing external domain lists; denominator is the whole panel and its whole news diet, so nothing curated stands in for a real audience (desktop-only coverage is the sole notable limit)."
2-s2.0-105002578811,HIGH,HIGH,UNCLEAR,NA,NA,HIGH,UNCLEAR,LOW,UNCLEAR,HIGH,4,HIGH,abstract_only,"Sixty-five percent (91 of 139) of videos contained information reinforcing at least one common misconception regarding eECRB","Sixty-five percent (91 of 139) of videos contained information reinforcing at least one common misconception regarding eECRB","No full text: an author-defined list of clinical 'common misconceptions' applied to 139 topically retrieved videos, so both the case definition and the denominator are curated to the topic rather than to any audience."
2-s2.0-105002620495,HIGH,HIGH,LOW,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,5,HIGH,full_text,"We classified items as correct only if they fully matched the platform's evidence. Items aligning partially with DynaMed's data received the partially correct label, while those contradicting the platform's recommendations were marked incorrect. For items lacking corresponding evidence in DynaMed, we assigned the no available evidence label, as we could not assess their accuracy.","The resulting assessment tool contained 108 items and sub-items, distributed as follows: 4 related to 'preventive measures,' 39 to 'post-COVID,' 31 to 'vaccination,' 2 to 'suspected cases,' 3 to 'diagnosis,' 12 to 'monitoring and treatment,' and 17 to 'infection.'","Headline figures (60%, ~one-third) fold 'no available evidence' and 'partially correct' into misinformation, and the denominator is 108 researcher-constructed evaluative items derived from 61 merged sentences in one self-selected Facebook group, not any measured exposure."
2-s2.0-105005857219,HIGH,HIGH,UNCLEAR,NA,NA,UNCLEAR,UNCLEAR,LOW,UNCLEAR,HIGH,3,HIGH,abstract_only,"NO QUOTE FOUND","Overall, 80.2% (n = 97/121) recommended at least one non","No full text and the only available sentence is truncated mid-clause, so the case definition cannot be quoted; the construct is explicitly guideline-concordance (QUALITY) over 121 topically selected websites, and item 6 is UNCLEAR (treated as HIGH in the summary)."
2-s2.0-105007027777,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,"To verify the truthfulness of the collected tweets, a manual veracity analysis was also conducted to support the content analysis. (Lozano, et al., 2020). This process enhances the evaluation of content reliability through the following steps: Step 1: Reviewing the tweet content. Step 2: fact-checking the tweet by looking up and tracing claims using fact-checking platforms and reverse image searches. Step 3: Cross-checking claims with available and verified data, along with official reports.","The data was extracted using the hashtags #earthquakemorocco, ... within the timeframe from 8 September to 31 December, 2023. The extraction process resulted in 9,057 tweets in Arabic, French, English, and Spanish for analysis, which were anonymized prior to scrutiny to ensure ethical integrity and user privacy. Upon the cleaning and screening of tweets, the dataset was reduced to 5,594 tweets.","Case definition is externally anchored (fact-check platforms, official reports) which keeps item 6 LOW, but the 9.16% rests on a hashtag-seeded topical corpus and the misinfo/not-misinfo kappa is only 0.49."
2-s2.0-105007777349,HIGH,HIGH,LOW,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,6,HIGH,full_text,"Detection of misinformation was guided by the criteria established by Swire-Thompson and Lazer. Examples of misinformation include claims that directly defy the scientific consensus or that lack current scientific evidence. For example, the statement 'drinking fluoridated water causes dental caries' contradicts the scientific consensus, whereas the claim 'drug Buspirone causes dry mouth' lacks an up-to-date supporting evidence.","Among the 320 web pages included for content analysis, 193 (60.3%) web pages were found to have oral health-related misinformation published in their articles","Absence of current evidence is counted as misinformation alongside actual contradiction of consensus, and the 60.3% denominator is a single-snapshot set of 320 search-result pages with no reliability statistic reported."
2-s2.0-105007993526,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"Modified DISCERN, Global Quality Scale (GQS), and the Journal of the American Medical Association (JAMA) scales were utilized to assess the quality, accuracy, and reliability of the videos.","Materials and Methods: A YouTube search was conducted in June 2024 using the keywords 'scabies' and 'scabies treatment.' A total of 105 videos were analyzed.","No falsity classification exists at all: the estimate is a mean DISCERN quality score over 105 keyword-retrieved Turkish videos captured on one day, so quality wholly substitutes for misinformation prevalence (validated scales keep item 7 LOW)."
2-s2.0-105008442631,HIGH,HIGH,UNCLEAR,NA,NA,HIGH,UNCLEAR,LOW,UNCLEAR,HIGH,4,HIGH,abstract_only,"Of the 117 analyzed videos, 64 (54.7%) were accurate, 31 (26.5%) overgeneralizing, and 22 (18.8%) inaccurate","Of the 117 analyzed videos, 64 (54.7%) were accurate, 31 (26.5%) overgeneralizing, and 22 (18.8%) inaccurate","No full text: an author-devised accurate/overgeneralizing/inaccurate scheme with no stated external ground truth, applied to 117 topically retrieved TikTok videos."
2-s2.0-105008525623,LOW,LOW,LOW,HIGH,LOW,LOW,HIGH,LOW,LOW,LOW,2,LOW,full_text,"Para registrar las narrativas analizamos el material identificado como desinformacion por los verificadores espanoles (Newtral, Maldita y Verificat) y las verificaciones publicadas en sus sitios web. [EN: To record the narratives we analysed the material identified as disinformation by the Spanish fact-checkers (Newtral, Maldita and Verificat) and the fact-checks published on their websites.]","La encuesta se lanzo del 10 al 16 de marzo, en linea, con una N = 1003, entre residentes espanoles de entre 18 y 74 anos, con un margen de error de +/- 3,4 % para un nivel de confianza del 95 % y p=q=0,5. [EN: The survey was fielded from 10 to 16 March, online, with N = 1003, among Spanish residents aged 18 to 74, with a margin of error of +/- 3.4% at a 95% confidence level and p=q=0.5.]","Fact-checker-derived narratives put to a stratified national sample whose whole population is the denominator; the weaknesses are unvalidated single-item self-reported recall (which inflates exposure) and no reported response/non-response information."
2-s2.0-105009085931,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,5,HIGH,full_text,"The GQS is based on a five-point scale, as follows: (1) poor quality, poor flow of the site, most information missing, not at all useful for patients;","Five search terms (#Mpox, #Monkeypox, #Mpoxvaccine, #MpoxOutbreak, and #MonkeypoxVaccine) were searched on X on a single day in November 2024, with 279 final tweets retrieved.","The 30.8% is a GQS usefulness/completeness rating rather than a falsity share, computed over 279 hashtag-seeded posts pre-filtered to at least five retweets, so both the case definition and the denominator are wrong for a prevalence claim (kappa 0.82 and validated scales keep item 7 LOW)."
