study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85211132788,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,4,MODERATE,full_text,"The accuracy of the content was evaluated against current scientific evidence, including guidelines, consensus statements, and systematic reviews related to toothache management.","For in-depth qualitative analysis, a sample size of 500 posts with the highest total interaction was determined according to previous studies.","Content analysis of a keyword/hashtag-seeded, top-engagement Portuguese toothache corpus on Facebook (500 of 899 retrieved). Items 4/5 NA (pure content analysis). Item 6 LOW: falsity judged against external clinical guidelines/consensus statements/systematic reviews, not a quality instrument. Item 7 LOW: ICC 0.710-1.000 reported after calibration on 50 posts. Item 9 LOW: Aug 2018-Aug 2022 window stated. Item 10 HIGH: denominator is a curated topical, top-interaction post set, not an audience diet."
2-s2.0-85212052138,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,4,MODERATE,full_text,"posts were classified as misinformation when they disseminated false or misleading content, following scientific guidelines, consensus statements, and systematic reviews to evaluate information on dental caries.","Following, an independent researcher systematically reviewed the first 2063 posts to achieve a predefined sample of 500 posts, as described by previous studies.","Same research group/design as 85211132788, English dental-caries Instagram posts. Keyword+hashtag Boolean CrowdTangle retrieval of 10,000 posts ranked by total interaction; top 2063 screened to 500. Items 4/5 NA. Item 6 LOW (external scientific guideline/consensus anchor for falsity). Item 7 LOW: ICC >0.7 for all categories on a 10% double-coded subsample. Item 10 HIGH: top-engagement topical denominator."
2-s2.0-85212060458,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,6,HIGH,full_text,definitions of these categories and codes are detailed in the codebook (Supplementary File S1).,"A total of 252 posts were selected from the general Facebook pages using keyword search, along with 173 posts from the anti-vaccine page dataset, based on the criteria outlined in Figure 1 for deductive qualitative analysis.","Item 6 HIGH: disinformation is coded from an author-devised deductive codebook held in an unavailable supplementary file; no external fact-check verdict, credibility list or named evidence standard is stated in the paper (the only substantive statement is descriptive: 'These posts often misrepresented scientific studies, media reports, and case reports of alleged vaccine-related adverse events'). Item 1 HIGH: the 66.5% estimate comes from a single anti-vaccine page ('O Lado Obscuro das Vacinas'), i.e. selection on the outcome. Item 3 HIGH: purposive subsample of 252/173 posts drawn from 117,662, filtered on CrowdTangle over-performance score >= 0. Item 7 HIGH: no reliability statistic reported. Item 10 HIGH: two curated denominators, one of them a single anti-vaccine page."
2-s2.0-85213223975,HIGH,HIGH,HIGH,NA,NA,LOW,HIGH,LOW,HIGH,HIGH,6,HIGH,full_text,This verification was conducted using accepted guidelines for hysteroscopy and data from existing literature.,"Of the first 300 videos reviewed for each social network, 115 were deemed suitable for analysis (Table 1).","Item 6 LOW: the misinformation classification itself is a fact-check of video claims against accepted hysteroscopy guidelines and the existing literature (>50% false content = 'inaccurate or misinformative'); the DISCERN/GQS/VIQI/PEMAT instruments are used in parallel for quality but do not carry the misinformation estimate. Item 7 HIGH: the >50%/25% misinformation thresholds are author-devised and no kappa/ICC is reported (independent scoring with consensus adjudication only). Item 9 HIGH: single-day search (30 March 2024). Item 10 HIGH: denominators are 47/35/33 keyword-retrieved topical videos; percentages are shares of a curated video corpus, not of any audience's exposure."
2-s2.0-85213958624,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,1,MODERATE,full_text,"We classify as 'misinformation' content (including text, URLs, images, and videos) that was rated ""false"" by 3PFCs, a network that includes organizations such as Snopes, Reuters, The Washington Post, Fact Checker, FactCheck.org, and PolitiFact, among others.","Likewise, the number of unlabeled trees is N ~ 12 M, which means that we are likely underestimating the prevalence of misinformation on the platform (to the degree that it goes unnoticed by the 3PFC program).","Strongest design in the shard: platform-wide census of all posts re-shared at least once by US-based adult Facebook accounts, 1 July 2020 - 1 Feb 2021 (N ~ 1.02B), with complete behavioural trace data (items 1-5, 8, 9 all LOW). Item 6 LOW: third-party fact-checker 'false' verdicts, a claim-level external ground truth. Item 10 HIGH nonetheless: the numerator is only fact-checked-and-labelled content and the authors state the resulting undercount explicitly, while the denominator is restricted to large trees (k>=100 reshares, 1.2% of posts), so the 0.94% is a share of large cascades rather than of the whole platform diet."
2-s2.0-85214504236,HIGH,LOW,LOW,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,5,HIGH,full_text,"This set was adapted from the CEWADS criteria, developed by a consensus of 21 Thai regulatory experts to identify key considerations under Thai food supplement regulations for consumer self-assessment of online commercial DS product information",The prevalence of overall misinformation and the prevalence of misinformation by format were determined by the number of web pages with the misinformation divided by the total number of sample web pages.,"Item 6 HIGH: 'misinformation' is operationalised as non-compliance with 10 Thai food-advertising regulatory criteria (modified CEWADS), i.e. regulatory/guideline adherence standing in for falsity - the exclusion the ruling preserves. The criteria are also author-modified for this study. Items 2/3 LOW: systematic every-tenth-page selection across all dietary-supplement subcategories of two platforms with an a priori sample-size calculation. Item 7 HIGH: 'Each criterion was evaluated for each DS web page sample by the researcher' - single coder, no reliability statistic. Item 9 HIGH: single-day retrieval, 9 December 2022. Item 10 HIGH: denominator is 332 product web pages; no audience exposure of any kind."
2-s2.0-85215303159,LOW,LOW,LOW,NA,NA,LOW,LOW,HIGH,LOW,HIGH,2,MODERATE,full_text,"We first merged the lists from independent fact-checking organizations (i.e. bufale.net, butac.it, facta.news, newsguardtech.com, and pagellapolitica.it) to collect the main information providers in Italy among newspapers, online-only news outlets, radio stations, and TV channels.",Right y-axis: Daily percentage of vaccine-related content from questionable sources among all vaccine-related content produced.,"ITEM 6 RE-RATED UNDER THE 2026-07-23 SOURCE-LEVEL RULING. The questionable/reliable split is an ad-hoc union of published third-party credibility lists (NewsGuard, Facta, Pagella Politica, bufale.net, butac.it), which the ruling makes an acceptable external case definition -> LOW (would have been HIGH under v3 as originally worded, which would have made this study HIGH overall). Items 1-3 LOW: quasi-census of 682 Italian news sources with documented population reach, and all their vaccine content 2016-2021 collected. Item 8 HIGH: four platforms pooled into a single share with heterogeneous collection modes (CrowdTangle for Facebook/Instagram, official APIs for Twitter/YouTube) and no adjustment for differing coverage. Item 10 HIGH: production-side denominator (all vaccine-related content published by these sources), topical and not an audience diet."
2-s2.0-85215939792,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"To evaluate the quality of health information in the TikTok videos included in this study, we employed a miniaturized version of the DISCERN instrument (mini-DISCERN), originally developed by Charnock et al.","The top 5 videos for each keyword were collected independently by four authors (Lujain Alkandari, Aisha Shabakouh, Asmaa Shabakouh, and Abiar Ali).","Item 6 HIGH: this is the paradigm case the ruling still excludes - a quality instrument (mini-DISCERN: 'Is the video balanced and unbiased?', clarity, scientific accuracy) substitutes for a falsity classification, and the extracted values are mean 1-5 quality scores rather than any prevalence. Item 7 LOW: validated instrument plus reported Cohen kappa (0.747 upward, very good to excellent). Items 1-3 HIGH: top-5 videos per each of 10 keywords via the TikTok search bar in two countries. Item 9 HIGH: three-day snapshot collection (12-15 July 2024). Item 10 HIGH: 129 keyword-retrieved videos, and no numerator/denominator prevalence quantity exists."
2-s2.0-85217197547,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,HIGH,HIGH,5,MODERATE,full_text,Accuracy of content was scored using a 30-point scoring sheet based on clinical practice guidelines and expert consensus.,"Of the 189 unique posts, 118 did not contain any information relevant to pediatric oral ties and were excluded from the analysis","Item 6 LOW, but the least secure call in this shard: the 30-point sheet is a de novo instrument built by three fellowship-trained pediatric otolaryngologists, yet its content is explicitly anchored to pre-existing clinical practice guidelines and expert consensus and it marks correct-vs-incorrect claims (falsity), not usefulness - so it falls on the external-anchor side of the line, consistent with how 85211132788, 85212052138 and 85213223975 were rated. Item 7 LOW: ICC 0.873 on a random half of the posts double-scored. Items 1-3 HIGH: top 100 #tonguetie plus top 50 each of #liptie/#buccaltie by Instagram ranking. Item 9 HIGH: single-day search, 27 March 2023. Item 10 HIGH: 88.7% is over the 71 topically relevant posts surviving from 200 hashtag-ranked posts."
2-s2.0-85217829893,LOW,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,4,HIGH,full_text,"Desinformacion: Definicion laxa que incluye teorias conspirativas, contenido falso y contenido no verificable (como proyecciones de futuro, especulaciones) y otros apoyados en hechos no comprobables. [EN: 'Disinformation: a lax definition including conspiracy theories, false content and unverifiable content (such as projections about the future, speculation) and other content resting on unverifiable facts.']","analizamos mensajes con mas de cuatro repeticiones, resultando un total de 501 mensajes unicos, de los cuales 342 son mensajes unicos de caracter politico (totalizando 2.694 incluyendo repeticiones). [EN: 'we analysed messages with more than four repetitions, giving a total of 501 unique messages, of which 342 are unique political messages (2,694 including repetitions).']","Item 6 HIGH: the authors state the categories were developed inductively and self-describe the disinformation category as a 'definicion laxa' that folds unverifiable speculation and future projections in with false content; no fact-check verdict, credibility list or external standard is applied. Item 1 LOW: a real (if narrow) audience - members of 214 public political WhatsApp groups, not selected on misinformation. Item 2 HIGH: groups found via public Facebook links, and the authors state 'La muestra no es representativa' (EN: 'The sample is not representative'); item 3 HIGH: explicit 'criterio de conveniencia' (EN: 'convenience criterion'). Item 7 LOW: Krippendorff alpha reported (0.84 plebiscite relevance, 0.69 content type - the authors concede the latter is suboptimal). Item 9 LOW: the two-month official campaign period, 8/03-8/05/2023. Item 10 HIGH: the denominator is 342 deduplicated messages passing an admittedly arbitrary >4-repetition virality threshold, out of 64,965 messages sent by 3,874 users - a selected-on-virality subset presented as the prevalence base."
