study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-105009372730,HIGH,UNCLEAR,UNCLEAR,NA,NA,HIGH,UNCLEAR,UNCLEAR,LOW,HIGH,3,HIGH,abstract_only,"social media also exhibited the highest misinformation prevalence (38%), whereas official sources maintained near-perfect accuracy (98% compliance with scientific evidence)","social media also exhibited the highest misinformation prevalence (38%), whereas official sources maintained near-perfect accuracy (98% compliance with scientific evidence)","No cached full text; the only verbatim sentence available shows the standard is 'compliance with scientific evidence' (guideline adherence, not falsity) and the denominator is a topical vaccine-content corpus, not an audience."
2-s2.0-105009525336,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,5,HIGH,full_text,"Overall, the content showed poor reliability and quality, indicating a prominent presence of contraceptive health misinformation.","From the remaining videos for each of the five hashtags, only the top 20 videos were chosen to ensure an even distribution across the hashtags, totalling 100 videos for data analysis (see Figure 1).","DISCERN reliability/quality scores are used as the operational definition of misinformation (item 6 HIGH) over a hashtag-seeded top-20 corpus (item 10 HIGH); coding procedure itself is sound (validated instrument, dual coders, third adjudicator)."
2-s2.0-105009619554,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,HIGH,HIGH,5,MODERATE,full_text,"Video creators attributed a total of 411 distinct characteristics to ADHD in their videos. Of these, 186 (45 %) corresponded with the DSM-5-TR criteria of ADHD, while 225 (55 %) did not.",The first 100 videos that met the inclusion criteria were collected. A video was included if it depicted behaviors or experiences which were attributed to ADHD.,"Case definition is anchored to an external published standard (DSM-5-TR) with conservative deductive coding and reported reliability (Krippendorff binary kappa = 0.844), so item 6 is LOW; but the denominator is 411 characteristics inside 100 algorithmically-surfaced #ADHD videos collected on a single day, so item 10 is HIGH."
2-s2.0-105010728491,HIGH,LOW,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,3,HIGH,full_text,"5) Desinformacion: verificar si las publicaciones contienen desinformacion; 6) Nivel de desinformacion: realizar la verificacion de acuerdo con la clasificacion de Wardle (2017), que contempla siete niveles de desinformacion [EN: '5) Disinformation: verify whether the posts contain disinformation; 6) Level of disinformation: carry out the verification according to Wardle's (2017) classification, which comprises seven levels of disinformation']","Siguiendo estos criterios de seleccion, la muestra esta compuesta por 109 contenidos audiovisuales (n=109). [EN: 'Following these selection criteria, the sample is composed of 109 audiovisual contents (n=109).']","Full census of one party account's videos with good intercoder reliability (Cohen kappa = 0.86), but falsity is assigned by the coders against Wardle's typology (whose lowest tier is satire/parody) and the denominator is a single publisher's output rather than any audience's diet."
2-s2.0-105011406180,HIGH,HIGH,LOW,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,5,HIGH,full_text,Misinformation identification: Detecting comments containing false or misleading information.,"A total of 76,398 comments were extracted on 16 May 2025 from 360 videos identified as the most relevant results for the search query “apagon”, referring to videos published on 28 April 2025.","Misinformation is whatever GPT-4o-mini flags as 'false or misleading', with no external ground truth and only a 100-comment precision spot-check (86/100) and no recall estimate; the 46.1% is a share of comments on keyword-retrieved videos, not of any audience's information diet."
2-s2.0-105011756924,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,UNCLEAR,LOW,3,MODERATE,full_text,"The questionnaire was developed from the thematic analysis in Phase I and included sections on demographic data, misinformation, cognitive attitude, and intention to share. Content validity was established through an Item-Objective Congruence (IOC) index assessed by three independent experts in diabetes care and health communication.","A total of 107 patients with T2DM completed the questionnaire between December 2023 and February 2024. The prevalence of exposure to misinformation among patients with T2DM was highly variable, ranging from 19.6% to 94.4% (Figure 1).","Rare person-level design: 13 expert-validated false claims (IOC > 0.5, Cronbach alpha 0.79) asked of a defined patient population, so items 6 and 10 are both LOW; downgraded to MODERATE by single-clinic poster-recruited volunteers with no response rate reported and no stated recall window."
2-s2.0-105012550022,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,LOW,HIGH,5,HIGH,full_text,The videos were evaluated by 2 trained gynecological experts using the Global Quality Score (GQS) and a modified DISCERN (mDISCERN) tool.,"Video searches were conducted using the Chinese keyword “子宫肌瘤"" (uterine fibroids), and the top 100 comprehensively ranked relevant videos from each platform were selected (Figure 1).","Pure quality/understandability instruments (GQS, mDISCERN, PEMAT) with no falsity ground truth, applied to a keyword-seeded top-100 corpus per platform; interrater agreement is good (Cohen kappa 0.727/0.725) but that cannot repair the construct or the denominator."
2-s2.0-105012722892,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"A post was classified as factual if its content aligned with peer-reviewed literature, clinical guidelines, or professional dental sources. Non-factual claims included misleading statements, exaggerated treatment outcomes, or incorrect procedural descriptions.","Data were collected on a single day to control for Instagram's dynamic content ranking system, which prioritizes engagement metrics such as likes, shares, and comments. For each hashtag, the top 12 ranked posts were retrieved following Instagram's search and discovery algorithm.","Guideline non-adherence and marketing exaggeration are counted as 'non-factual', and the 86.8% is computed over 144 top-ranked hashtag posts (75.7% of them marketing) captured on a single day, so the headline figure is a property of a promotional corpus, not a prevalence."
2-s2.0-105014185875,HIGH,HIGH,HIGH,NA,NA,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,4,HIGH,abstract_only,NO QUOTE FOUND,"Among videos discussing OCD, only 18 percent contained accurate information, while 29 percent were misleading","No cached full text, so no verbatim sentence on the case definition could be quoted (item 6 UNCLEAR); item 10 is clearly HIGH because the denominator is the subset of the 100 top-viewed #OCD videos that discussed OCD."
2-s2.0-105014632937,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"Framing was categorised as sensationalist, neutral, or analytical; credibility was assessed by referencing official data or journalistic sources.","A content analysis of 200 YouTube news videos examined structure, framing and engagement across cultural contexts. Videos were selected based on recent view counts, sharing metrics and topic diversity, including politics, health, entertainment and global affairs.","Misinformation is operationalised as low-credibility tactics (poor sourcing, conspiratorial language, misleading thumbnails) over a purposively assembled 200-video corpus with no search terms, sampling frame or observation window stated; only the double-coding (Cohen kappa = 0.82) is defensible."
