study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-105029346542,HIGH,HIGH,HIGH,NA,NA,HIGH,UNCLEAR,LOW,HIGH,HIGH,6,HIGH,full_text,"Additionally, we conducted a systematic qualitative thematic analysis of videos uploaded by individual users that contained inaccurate information. Each individual video was allowed to be assigned to multiple themes. The analytic process followed Colaizzi's seven-step method","Overall, 64.58% (31/48) of videos uploaded by individual users were identified as containing misinformation.","Keyword-seeded top-100 single-day search (25 Feb 2025); the 64.58% denominator is 48 individual-user videos inside a 146-video topical corpus, and misinformation is defined by author thematic analysis (ICCs are reported only for JAMA/DISCERN/PEMAT quality tools, not the misinformation coding)."
2-s2.0-105029413645,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,0,LOW,full_text,"Subsequently, looking only at domains receiving a ""health"" tag as described above, we hand coded a ""low-credibility"" health domain label. This took the form of a binary indicator for whether the domain was deemed to be credible (0) or not (1), with both coders assessing all sites. ... Our two coders exhibited agreement on credibility ratings (Krippendorf's alpha = 1.00).","Over the data collection period (approximately 4 weeks per respondent), about 13% saw any URLs from these domains (95% CI: 10-15%).","Population-denominator design: nationally matched YouGov panel (N=1,059) with complete 4-week device-level browsing trace, weighted estimates, perfect intercoder agreement on the credibility list; the 3%/10% figures are explicitly denominated on all health visits/views rather than passed off as whole-diet prevalence. Minor caveat: coding criteria mix falsity with quality proxies (unsourced/LLM-generated)."
2-s2.0-105029521599,HIGH,LOW,LOW,NA,LOW,LOW,LOW,LOW,LOW,LOW,1,LOW,abstract_only,"Reliability of URLs' domains (Grinberg et al. 2019) - Based on Media Bias/Fact Check rating, manually refined 5,255 unique URL domains to 610 low-fact URL domains - Validated through hand-coded reliability for 10% of detected misinformation and intercoder reliability between our references and alternative references.","Percentage of Low-fact Posts in total: 0.68%","Full census of 464,019 posts by 4,787 state legislators over 2020-2021 with an external MBFC/Grinberg domain list, so both load-bearing items are LOW; item1 marked HIGH only because the population is an elite producer group, not an audience/public. Source is a conference poster, so methods detail is abstract-level."
2-s2.0-105030082417,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,6,HIGH,full_text,"Phase 2: Evidence verification. Recommendations identified in phase one were then categorized based on a literature review into: - Effective: Supported by multiple studies showing symptom reduction - Ineffective: Evidence showing no effect or worsening symptoms - Potentially Unsafe: Linked to adverse effects that may endanger pregnancy - Unclear Effectiveness: Limited or contradictory evidence - Not Investigated: No studies or published findings","Of the 85 recommendations, fewer than 10% were evidence-based (vitamin B6, ginger and several medications), and 5% were potentially unsafe.","Evidence-base/effectiveness standing in for falsity (most recommendations are 'not investigated', not false), assessed on 85 recommendations extracted from 45 view-ranked keyword-search videos sampled to thematic saturation; no reliability statistic, consensus coding only."
2-s2.0-105030827603,HIGH,HIGH,HIGH,NA,NA,HIGH,LOW,LOW,HIGH,HIGH,6,HIGH,full_text,"The reliability of the videos was assessed using the modified DISCERN scale [19], which evaluates a material's ability to present consistent results while minimizing discrepancies with potential sources. This scale consists of five key criteria: (1) clarity of objectives, (2) use of reliable information sources, (3) impartiality, (4) inclusion of additional reference sources, and (5) acknowledgment of areas of uncertainty regarding the subject matter.","71.4% of videos demonstrated low reliability (scores <= 2/5), while only 4.7% achieved maximum quality (5/5 GQS).","Pure QUALITY instrument (mDISCERN/GQS): 'low reliability' measures sourcing and balance, not falsity, and the denominator is 43 Google-Trends-seeded Portuguese videos captured in a single December 2024 search; item7 is LOW because validated scales and Cohen's kappa = 0.92 are reported."
2-s2.0-105031357857,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,4,MODERATE,full_text,"Incorrect: Presents symptoms that are not symptoms of the disorder or common phenomena of daily life or wrong information ... Ratings to assess the quality of the content were independently conducted by two clinical psychologists with diagnosis experience in both in- and outpatient settings (AM, BL).","For each disorder, the first 30 German videos were included, sorted by the proprietary TikTok app algorithm. ... 19.2% (n = 34) were rated as correct, 33.3% (n = 59) as incorrect, 18.1% (n = 32) as overgeneralized and 29.4% (n = 52) as personal experience","Case definition is genuine falsity judged by two clinical psychologists against DSM-5 criteria with Kappa = .813, so item6 is LOW; the denominator is 177 hashtag-curated videos (first 30 per top-6 hashtag), which cannot support an audience-level prevalence claim."
2-s2.0-105032159703,HIGH,HIGH,HIGH,NA,NA,HIGH,UNCLEAR,LOW,HIGH,HIGH,6,HIGH,full_text,"Qualitative analysis revealed that these inaccuracies primarily manifested as the promotion of scientifically baseless products, potentially harmful DIY regimens (e.g., abrasive scrubs), and exaggerated treatment outcomes.","Alarmingly, misinformation permeated over one-third (36%) of the entire sample (Table 4).","No a priori misinformation definition or coding protocol is given (the categories appear only in the Results), and the denominator is a purposive top-100 most-liked hashtag sample collected in one week; kappa 0.85 is reported for GQS only, not for the misinformation call."
2-s2.0-105032253077,HIGH,HIGH,UNCLEAR,NA,NA,UNCLEAR,UNCLEAR,UNCLEAR,UNCLEAR,HIGH,3,HIGH,abstract_only,NO QUOTE FOUND,"Misinformation comprised 19.3% of posts, spreading 2.4 times faster than factual content","No cached text and no recorded misinformation definition, so items 3 and 6-9 are UNCLEAR (treated as HIGH in the summary); the only visible denominator is 1.8 million topically retrieved antibiotic-related posts, which is a keyword corpus rather than an audience diet."
2-s2.0-105032691304,HIGH,HIGH,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,4,MODERATE,full_text,"Following standards for evaluating the accuracy of online health information, posts were evaluated for accuracy based on expert knowledge, including hepatology clinicians with technical and medical expertise, to identify the presence or absence of accurate information based on current standards of care, which was coded as accurate (score=0) versus misinformation (score=1).","To describe the most viewed content on Instagram, we collected the top 55 posts populated for each term. ... Of the full sample, most posts had accurate (79/103, 76.7%) versus inaccurate (24/103, 23.3%) information about HBV","Clinician-adjudicated falsity against standards of care using an adapted validated OnC-M codebook makes item6 LOW, but the denominator is the top 55 search-ranked posts per lay search term (final n=103), a curated topical corpus."
2-s2.0-105033611630,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,"The judgement on the information provided in such contents as either incorrect or outdated, including information that lacks a certain level of accuracy, was based on current and reliable scientific sources.","We identified 230 sources that contained information about B. insularis and Queimada Grande Island ... From these sources, 94.35% (n=217) contained misinformation","Item3 is LOW because all Boolean-retrieved Google News/YouTube items from May 2013 to April 2025 were screened (census of the frame), and falsity is judged against the scientific literature; but the denominator is 230 species-keyword sources about a sensationalised topic, and no coder-reliability statistic is reported."
