study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
2-s2.0-85131270595,LOW,LOW,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,2,MODERATE,full_text,"We built a list of ‘subthemes’ by reviewing the publicly available materials from three vaccine-focused organisations (Planned Parenthood, the Adult Vaccine Access Coalition and the Immunisation Action Coalition).",41 718 (3.2% of all COVID-19 vaccine articles) contained at least one of the vaccine misinformation themes based on the Boolean string developed for this study.,"Census of all COVID-19 vaccine articles in 100 highest-reach English-language outlets (items 1-3 LOW). Content-only design: items 4-5 NA. Item 6 LOW: subthemes drawn from external vaccine organisations and the headline 0.1% figure is close-read validated (primary misinformation vs fact-checking vs refers-to). Item 7 HIGH: no reliability statistic; authors concede 'the close readings are by their nature subjective' and that the automated Boolean approach yields false positives. Item 10 HIGH: denominator is COVID-19 vaccine articles only (topical), not the whole news diet, so the 3.2%/0.1% cannot be read as audience-level prevalence."
2-s2.0-85131964464,HIGH,HIGH,HIGH,NA,NA,LOW,HIGH,LOW,LOW,HIGH,5,MODERATE,full_text,"Dentre as publicações com maior número de retuítes, 19 mensagens estavam no levantamento da Agência Aos Fatos como conteúdos contendo desinformação.","Para a análise de conteúdo, o conjunto de dados foi limitado aos 100 textos mais retuitados.","EN translation of item-6 quote: 'Among the posts with the highest number of retweets, 19 messages were in the Agência Aos Fatos survey as content containing disinformation.' EN translation of item-10 quote: 'For the content analysis, the dataset was limited to the 100 most retweeted texts.' Items 1-3 HIGH: universe is a single politician's account (@jairbolsonaro), and the analysed set is the top 100 by retweet count. Item 6 LOW: falsity verdicts taken from the external fact-checker Aos Fatos (authors state they used the classification already made and validated by the agency). Item 7 HIGH: four author-coders, no kappa; authors acknowledge the categorisation 'pode ser suscetível a preconceitos humanos'. Item 10 HIGH: 19/100 most-retweeted tweets of one account is not an audience denominator."
2-s2.0-85134325788,LOW,HIGH,UNCLEAR,NA,NA,HIGH,UNCLEAR,LOW,UNCLEAR,HIGH,3,HIGH,abstract_only,"Misleading videos provided at least one scientifically incorrect detail, whereas useful videos contained scientifically correct information.","A total of 130 videos were included, and the total number of views was 100,290,242 with a total duration of 29 h and 8 min.","No cached full text; rated from the OpenAlex abstract (text_path empty). Item 6 HIGH: author-devised 'usefulness' coding with a one-incorrect-detail threshold, no external ground truth, framed as usefulness/quality rather than falsity. Items 3, 7 and 9 UNCLEAR: video selection procedure, coder reliability and search date/window are not recoverable from the abstract (per instrument, UNCLEAR is treated as HIGH in the summary judgement but not counted in n_high). Item 10 HIGH: denominator is 130 topically-searched asthma videos, unweighted by views. Overall HIGH because items 6 and 10 are both HIGH."
2-s2.0-85134426953,LOW,HIGH,HIGH,NA,NA,LOW,LOW,LOW,LOW,HIGH,3,MODERATE,full_text,"Misinformation was defined as summary scores greater than or equal to 6, representing “mixture both true and false,” “mostly false,” and “false” information, and harmful information was defined as any rating by at least 1 reviewer of “probably harmful” and “certainly harmful” information.","The top 50 articles from each cancer type were collected, representing 200 unique articles.","Item 6 LOW: two NCCN-panel content experts per cancer site rated primary medical claims on 5-point factuality scales adapted from published factuality/social-media-credibility assessments. Item 7 LOW: Cohen kappa reported (0.63 misinformation, 0.66 harmful). Items 2-3 HIGH: BuzzSumo top-50-by-engagement per cancer type is engagement-curated, not random. Item 9 LOW: window stated (January 2018 to December 2019). Item 10 HIGH: 32.5% is of 200 curated most-popular articles, so it is a share of a top-N list, not of anyone's information diet."
2-s2.0-85134489939,LOW,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,HIGH,HIGH,6,HIGH,full_text,"To determine the content quality of the videos including the videos’ flow and the correctness of their contents, the GQS scale, arranged between 1 and 5 points from low quality to high quality, was used.","The first 15 pages with 300 videos were chosen to be evaluated. One hundred thirty-three videos were excluded for various reasons, while the remaining 167 videos were included.","Item 6 HIGH: outcome is Global Quality Score 1-2 (poor flow / most information missing / of limited use to patients) — an information-quality and usefulness construct standing in for falsity, exactly the CONTENT-vs-QUALITY boundary. Item 7 HIGH: although GQS/JAMA/DISCERN are published scales, the reported inter-rater concordance was poor ('Because concordance coefficients were not high enough (0.227 for GQS, 0.206 for JAMA, and 0.037 for DISCERN), consensus was achieved among the 3 researchers'). Items 2-3 HIGH: first 300 of 672 relevance-sorted YouTube search results. Item 9 HIGH: single-day snapshot ('On May 5th, 2021, videos were searched'). Item 10 HIGH: denominator is 167 screened CRPS videos with no view weighting."
2-s2.0-85135254144,LOW,LOW,LOW,NA,NA,HIGH,LOW,LOW,LOW,HIGH,2,HIGH,full_text,"During the open coding process, we determined that almost all posts that raised concerns about HPV vaccine contained some degree of misinformation.","After data cleaning, the final sample size was n = 3876 posts by 1780 unique users (n = 3710 unique text posts).","Items 1-3 LOW: complete #HPV API stream for a stated window (December 15, 2019 to March 31, 2020), with a random 80% (4258/5341) drawn for annotation. Item 7 LOW: codebook developed iteratively, Fleiss kappa 0.91 across four annotators. Item 6 HIGH: the numerator is the author-devised 'concern' category, which the authors themselves equate with misinformation ('almost all posts that raised concerns ... contained some degree of misinformation'); no external fact-check or validated list, so vaccine concerns and falsity are conflated. Item 10 HIGH: denominator is 3,876 hashtag-selected tweets (topical), not any audience's feed. Overall HIGH because items 6 and 10 are both HIGH despite an otherwise well-executed design."
2-s2.0-85136023139,LOW,LOW,LOW,LOW,LOW,HIGH,LOW,LOW,LOW,LOW,1,MODERATE,full_text,"In our analyses with these data, and following Abilov et al. (5), we code users in our sample as endorsing fraud if they liked or retweeted a tweet in the user communities that promoted conspiracy theories.","Of the 7,324 Georgia Twitter users in the panel who were active both before and after the 2020 election, 558 liked or retweeted fraud-related content by promoters of conspiracy theories","Strongest design in this shard. Items 1-3 LOW: Twitter profiles name-matched to the Georgia voter file (51,576 users, 45,431 matched), i.e. a real population rather than a corpus selected on the outcome; items 4-5 LOW: behavioural trace of the users themselves, panel match properties assessed against survey samples in Hughes et al. Item 7 LOW: the measure was validated against independently surveyed belief in the fairness of the 2020 election. Item 9 LOW: fraud-tweet corpus covers October 23, 2020 to January 5, 2021. Item 6 HIGH: a tweet counts as fraud-promoting if it is about election fraud AND was posted by a user in a community-detected cluster that 'by and large' promoted conspiracy theories — cluster membership, not a per-item falsity verdict, on a hand-curated keyword/hashtag corpus. Item 10 rated LOW because the denominator is a genuine audience population, but note a numerator undercount: likes come from 'a 10% random sample of their likes (from Twitter’s like decahose)', so 7.6% is a floor."
2-s2.0-85136139565,LOW,HIGH,UNCLEAR,NA,NA,LOW,UNCLEAR,LOW,LOW,HIGH,2,MODERATE,full_text,"Across our dataset, the quality of global articles on spiders was exceedingly poor, with 47% of articles containing errors and 43% being scored as sensationalistic by spider experts","For our analysis, we compiled 5,348 news items from 81 countries and 40 languages","Current Biology correspondence: sampling and coding protocol sit in Supplemental information not present in the cached text, so items 3 and 7 are UNCLEAR (no reliability statistic recoverable). Item 6 LOW: factual errors adjudicated against scientific ground truth by arachnologist co-authors (errors are scored separately from sensationalism, so falsity is not collapsed into style). Item 2 HIGH: expert-curated multi-country newspaper database assembled by the co-author network, not a census of any defined media universe. Item 9 LOW: window stated (2010-2020). Item 10 HIGH: denominator is 5,348 spider-related news items, a topical corpus with no audience weighting."
2-s2.0-85137779722,LOW,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,3,MODERATE,full_text,We created a subset of our data set for published tweets that contain a URL belonging to a domain that has been determined to be prone to publish questionable or conspiracy-pseudoscience–related content according to the third-party service Media Bias/Fact Check (MBFC) [17].,"This resulted in a COVID-19 misinformation data subset totaling 12,689,165 tweets.","Item 6 LOW under the instrument's 'validated domain/credibility list' clause (third-party MBFC lists), but the label is source-level and broad: MBFC 'questionable' covers 'extreme bias, consistent promotion of propaganda/conspiracies, poor or no sourcing to credible information, a complete lack of transparency and/or is fake news'. Item 7 HIGH: no validity or reliability evidence for the MBFC labelling as a measure of falsity; the authors themselves write 'We used this as a proxy to identify users who have engaged with misinformation'. Item 3 LOW: Twitter 1% random stream. Item 2 HIGH: manually curated keyword list, acknowledged by the authors as a limitation of the data set. Item 9 LOW: January 21, 2020 to April 30, 2021. Item 10 HIGH: denominator is 1,443,871,621 COVID-keyword tweets (topical), and only URL-bearing tweets can enter the numerator, so 0.88% is not comparable to a whole-diet prevalence."
2-s2.0-85138494787,LOW,HIGH,HIGH,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,We examined 3 key measures of trending content for dissemination of misinformation related to a potential therapeutic role of nicotine against COVID-19.,"Content about the ability of tobacco, nicotine, or vaping to treat or prevent COVID-19 was disseminated broadly, accounting for 22.5% (n=57) of the most shared URLs and 10% (n=107) of the most retweeted tweets.","Item 6 LOW: the case is a single specific claim contradicting established science (nicotine/tobacco/vaping prevents or treats COVID-19), not a quality proxy. Item 7 HIGH: the keyword relevance filter was validated (precision=0.90, recall=0.89, F1=.89) but no reliability statistic is reported for the content analysis that produces the prevalence figures. Items 2-3 HIGH: estimates rest on the top 1000 retweeted posts and the top shared URLs — top-N-by-engagement selection from a 1,420,271-tweet corpus. Item 9 LOW: first 9 months of 2020. Item 10 HIGH: denominators are 1000 top retweets and 253 top URLs, i.e. shares of engagement-ranked lists. DATA FLAG for the extraction ledger: the shard's stored quote for the 9.8% estimate ('98/1000 (9.8%)...') does not appear in the paper; the paper reports '10% (n=107) of the most retweeted tweets'."
