study_id,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,n_high,overall,source_read,quote_item6,quote_item10,notes
NEW-vanantwerpen-esm,LOW,HIGH,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,LOW,4,MODERATE,full_text,"Participants were then asked ‘since the last survey, have you seen or heard misinformation about the Australian election?’ (Yes/No).","Addressing RQ1, within our sample, 50.41% of participants (n = 62) reported seeing election-related misinformation during the 5-days surrounding the election.","ESM self-report of PERCEIVED misinformation; no external ground truth of any kind, and single unvalidated binary item with no reliability statistic (omegas reported for other scales only) -> items 6 and 7 HIGH. Convenience sample (psych pool + social-media ads + Prolific), left-leaning, so items 2-3 HIGH. Item 4 LOW: exclusions and 67.24% ESM compliance reported. Denominator is the participants/completed-surveys themselves = a real audience denominator -> item 10 LOW. Item 9 LOW: 5-day pre-registered window matching the claim."
OA-W2524060751,LOW,LOW,LOW,NA,NA,LOW,LOW,LOW,LOW,HIGH,1,MODERATE,abstract_only,"Of all the English-language paid political ads that aired on television during the 2008 general election, just under 30% contained at least one inaccuracy based upon the ratings of FactCheck.org and PolitiFact.com.","This figure, however, is likely a gross under representation of the prevalence of inaccuracies in political ads from 2008 because most of the ads (70%) were never evaluated by these purportedly elite fact-checkers.","Abstract only (OpenAlex record; no cached full text). Item 6 LOW: external, pre-existing fact-checker verdicts (FactCheck.org, PolitiFact) as the case definition. Denominator (all English-language paid political TV ads aired in the 2008 general election) is a defined total and is fine; the failure is on the NUMERATOR side - only ~30% of ads were ever fact-checked, so the numerator is systematically incomplete and the authors say so themselves -> item 10 HIGH. Items 4-5 NA (content analysis of ads). Item 7 LOW by virtue of the external validated verdicts, but no coder reliability is reported in the abstract, so this is the weakest call here."
OA-W2914761925,HIGH,HIGH,HIGH,NA,NA,HIGH,UNCLEAR,LOW,UNCLEAR,HIGH,5,HIGH,abstract_only,"The study examined the top 150 videos on prostate screening and treatment, with a combined total of over 1.3 million views, finding that 115 of those contained biased information, ranging from alternative medicine recommendations that are not evidence-based to outdated professional recommendations.",over 75 percent of those videos included misinformative content,"Abstract only, and the record is a secondary news write-up of Loeb et al. (Eur Urol 2018), so method detail is thin. Item 6 HIGH: 'misinformative'/'biased' content is author-devised expert coding anchored to clinical guideline adherence and currency ('not evidence-based', 'outdated professional recommendations') - guideline-adherence standing in for falsity, which the ruling explicitly still fails. No external pre-existing list is involved, so the source-level ruling does not apply. Items 1-3 HIGH: top-150 search-ranked topical video corpus, selected by popularity, is not an audience. Item 7 UNCLEAR (no reliability reported in this write-up); item 9 UNCLEAR (no collection window stated). Item 10 HIGH: denominator is a curated top-N topical corpus presented as prevalence."
OA-W2992531903,LOW,LOW,LOW,UNCLEAR,LOW,LOW,LOW,LOW,LOW,LOW,0,LOW,full_text,"For France, we used the Décodex—a database of around 1000 websites compiled by Le Monde’s Décodeurs project in the course of their fact-checking. In Italy, we combined lists from three different sources.","On average, most reached just 1% or fewer of the French online population each month in 2017. The most popular, Santé+ Magazine—an outlet that has been shown by Les Décodeurs to publish demonstrably false health information—reached 3.1% (this equates to around 1.5 million people).","Fletcher et al. RISJ factsheet. ITEM-6 RULING APPLIED: Décodex plus an ad-hoc union of BUTAC, Bufale and Bufalopedia is exactly the 'published third-party blacklist, including ad-hoc unions' case -> item 6 LOW, and item 7 LOW as a pre-existing validated list. The authors additionally filter Décodex to category 2 only (sites publishing demonstrably false information), excluding the 'questionable verification' category, which tightens rather than loosens the definition. Item 10 LOW: numerator = unique visitors to the false-news sites, denominator = the French/Italian online population - the whole-audience denominator the reach claim implies. Item 4 UNCLEAR: comScore panel opt-in/consent bias is never discussed. Item 9 LOW: monthly reach averaged over Jan/Apr/Jul/Oct 2017, stated. Minor caveat not penalised: audience-overlap figures are desktop-only."
OA-W3091627927,HIGH,HIGH,LOW,NA,NA,LOW,HIGH,LOW,LOW,HIGH,4,MODERATE,full_text,La lista è stata costruita utilizzando gli elenchi di siti di fake news disponibili su Bufale.net e Butac.it. [EN: The list was built using the fake-news site lists available on Bufale.net and Butac.it.],"Only 1,44% of the tweets collected are fake news, plus they circulate only in very specific periods and within closed communities.","Caliandro et al., Italian-language article. ITEM-6 RULING APPLIED: URL matching against the pre-existing Bufale.net and Butac.it fake-news site lists, supplemented by the Italian Ministry of Health's published list of the 10 most popular COVID falsehoods - external and pre-existing on both the source and claim side -> item 6 LOW. Item 7 HIGH: the claim-side operationalisation is ten hand-written string queries (e.g. 'la vitamina c lo cura') plus an ad-hoc ML pro/contra classifier, with no accuracy, precision/recall or agreement statistic reported anywhere. Items 1-2 HIGH: the universe is a hashtag/keyword-seeded COVID tweet corpus, not an audience; item 3 LOW because the Streaming API capture is a census of that frame. Item 10 HIGH: denominator is 7,237,581 topic-curated COVID tweets, and the numerator only counts tweets carrying a matching URL or string, so both sides are off relative to an audience-level prevalence claim. Item 9 LOW: 20/02/2020-02/05/2020 stated."
OA-W3113799821,LOW,HIGH,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,HIGH,3,MODERATE,full_text,"To create this list we consulted diﬀerent sources e.g. The WHO Mythbusters resource2, the COVID19MisInfo.org3 portal [16] and similar lists created by Islam et al. [17] and Evanega et al. [12].",Applying the ﬁnal model to the whole data-set revealed only around 1% (0.98%; 17.288) of all queries being classiﬁed as misinformation-related searches.,"Windfeld & Meier, Bing search-log analysis. ITEM-6 RULING APPLIED in spirit: the misinformation theme list is anchored to external, pre-existing sources (WHO Mythbusters, COVID19MisInfo.org, Islam et al., Evanega et al.) rather than being author-invented -> item 6 LOW. Item 7 is a clear LOW and the best in this shard: two coders on 2,000 queries with Cohen's kappa = 0.946, and the deployed classifier reports ROC-AUC >96% and sensitivity >90%. Item 2 HIGH: the frame is Microsoft's curated desktop-only 'coronavirus intent' query set (intent partly inferred by random walks on the click graph), yet the framing generalises to 'how widespread the interest in misinformation topics among US citizens is'. Item 4 HIGH: no treatment of who is and is not a desktop Bing user. Item 10 HIGH: the denominator is COVID-intent queries, a curated topical subset, and popularity is a normalised 1-100 score rather than raw volume."
OA-W3206858890,LOW,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,6,HIGH,abstract_only,"The questionnaire collected information regarding sociodemographics, means used to clarify doubts about health, implementation of information obtained through the Internet, receipt of fake news, and means of transmission of fake news.","A large part of the sample (89.4%) had received fake news, and the main means of receipt were Facebook and WhatsApp.","Abstract only. Item 6 HIGH: purely self-reported 'receipt of fake news' with no external ground truth and no definition given to respondents in anything we can see - respondent-devised, not merely author-devised. Item 7 HIGH: no validation or reliability for the instrument. Items 2-4 HIGH: snowball recruitment through social media platforms gives no defined sampling frame and no computable response rate, and self-selection is not addressed. Item 9 HIGH: no recall window at all ('had received fake news' is effectively lifetime), which is a large part of why the figure is 89.4%. Item 10 is LOW on its own terms - the denominator is the 1,195 respondents, a real (if badly recruited) audience - so the study is HIGH by the >=6-HIGH clause rather than the 6+10 clause."
OA-W4281924559,HIGH,HIGH,HIGH,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,6,HIGH,full_text,"Next, we assessed whether the claims made in the article titles contained misinformation through comparative analyses with evidence-based and reputable sources (i.e., government agencies, international organizations, and peer-reviewed scientific literature).","A total of 114 article links shared through tweets were assessed for health misinformation. In total, 30 news articles (26.3%) contained misinformation.","Khamar et al. Item 6 HIGH: no external list and no fact-check verdicts - the authors themselves judged article TITLES against an unspecified set of 'reputable sources', which is internal and ad hoc; they also concede that 20 of 114 titles 'could not be assessed based on the title alone', so the numerator is unstable. Item 7 HIGH and explicit: 'Inter-rater reliability was not assessed in this study.' Items 1-3 HIGH: BuzzSumo top-10-most-shared articles per topic per window is simultaneously keyword-seeded, topic-curated and top-N-by-engagement. Item 10 HIGH: 114 curated top-shared articles across three hand-picked COVID topics is not any audience's diet, yet the result is reported as 'the prevalence of misinformation on Twitter'. Items 4-5 NA (content analysis)."
OA-W4291473423,HIGH,HIGH,UNCLEAR,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,5,HIGH,full_text,Relevant tweets were analyzed for factuality.,Misinformation tweets rose from 29.9% in July 2021 to 45.1% in December 2021.,"Conference-abstract-length record (2.7 KB is the entire published item), but recorded as full_text since that is the whole source. Item 6 HIGH: 'analyzed for factuality' is the complete stated case definition - no external anchor, no list, no fact-check source, no coding manual. Item 7 HIGH: no classifier validation and no inter-coder statistic. Items 1-2 HIGH: universe is tweets containing one COVID-vaccine word and one fertility word - a keyword-seeded topical corpus. Item 3 UNCLEAR: it is not stated whether all matching tweets in the public dataset were used or a sample was drawn. Item 10 HIGH: the denominator is that keyword-curated tweet set, presented as 'the prevalence ... of this misinformation'. Items 4-5 NA."
OA-W4360608277,HIGH,HIGH,UNCLEAR,NA,NA,HIGH,HIGH,LOW,LOW,HIGH,5,HIGH,abstract_only,"Information collected included video publication date, length, views, likes, comments, presence of US certified medical professional, demographic details, scientific article cited, belief held on COVID-19 vaccine, infection and infertility, modified DISCERN score and Patient Materials Assessment Tool (PEMAT).","After excluding unrelated videos, 58 videos using the terms #covidvaccine and #malefertility were identified on Tiktok from January 1 to December 31, 2021.","Abstract only (meeting abstract, J Urol). Item 6 HIGH on both prongs the ruling names: the measurement instruments are mDISCERN and PEMAT - quality/understandability tools standing in for falsity - and the extracted estimates are author-coded 'belief held' categories with no external ground truth. The source-level ruling does not rescue this because no external list is used at all. Item 7 HIGH: five reviewers but no agreement statistic, and no validated falsity instrument. Items 1-2 HIGH: 58 hashtag-selected TikTok videos are a curated topical corpus, not an audience. Item 3 UNCLEAR: reads like an attempted census of the two hashtags for 2021, but TikTok search is engagement-ranked and completeness is not claimed. Item 10 HIGH: '% of 58 hashtag videos holding an opinion' is a curated denominator and a belief-category numerator. Item 9 LOW: full-year 2021 window stated."
