key,kind,id,RULING,RULING_reason
SCREEN|2-s2.0-105007993526,SCREEN,2-s2.0-105007993526,EXCLUDE_STUDY,
SCREEN|2-s2.0-105009085931,SCREEN,2-s2.0-105009085931,EXCLUDE_STUDY,
SCREEN|2-s2.0-105018851946,SCREEN,2-s2.0-105018851946,EXCLUDE_STUDY,
SCREEN|2-s2.0-105030827603,SCREEN,2-s2.0-105030827603,EXCLUDE_STUDY,
SCREEN|2-s2.0-105035036279,SCREEN,2-s2.0-105035036279,EXCLUDE_STUDY,
SCREEN|2-s2.0-105037482660,SCREEN,2-s2.0-105037482660,EXCLUDE_STUDY,
SCREEN|2-s2.0-105038215392,SCREEN,2-s2.0-105038215392,EXCLUDE_STUDY,
SCREEN|2-s2.0-105040026420,SCREEN,2-s2.0-105040026420,EXCLUDE_STUDY,
SCREEN|2-s2.0-85065550941,SCREEN,2-s2.0-85065550941,EXCLUDE_STUDY,
SCREEN|2-s2.0-85139497631,SCREEN,2-s2.0-85139497631,EXCLUDE_STUDY,
SCREEN|2-s2.0-85142229013,SCREEN,2-s2.0-85142229013,EXCLUDE_STUDY,
SCREEN|2-s2.0-85142238598,SCREEN,2-s2.0-85142238598,EXCLUDE_STUDY,
SCREEN|2-s2.0-85147303661,SCREEN,2-s2.0-85147303661,EXCLUDE_STUDY,
OMISSION|2-s2.0-105021733739|SHARING|4,OMISSION,2-s2.0-105021733739,ADD_ROW,
OMISSION|2-s2.0-85055756722|RECALL|67.7,OMISSION,2-s2.0-85055756722,ADD_ROW,
OMISSION|2-s2.0-85067547811|RECALL|75,OMISSION,2-s2.0-85067547811,NOT_CODEABLE,
OMISSION|2-s2.0-85083965254|SHARING|14.3,OMISSION,2-s2.0-85083965254,ADD_ROW,
OMISSION|2-s2.0-85089622030|CONTENT|31.9,OMISSION,2-s2.0-85089622030,ADD_ROW,
OMISSION|2-s2.0-85100218180|SHARING|0.3,OMISSION,2-s2.0-85100218180,ADD_ROW,
OMISSION|2-s2.0-85102849802|CONTENT|1.20,OMISSION,2-s2.0-85102849802,NOT_CODEABLE,
OMISSION|2-s2.0-85121019757|CONTENT|0.00023,OMISSION,2-s2.0-85121019757,NOT_CODEABLE,
OMISSION|2-s2.0-85121019757|SHARING|0.091,OMISSION,2-s2.0-85121019757,NOT_CODEABLE,
OMISSION|2-s2.0-85129781787|CONTENT|66.7,OMISSION,2-s2.0-85129781787,NOT_CODEABLE,
OMISSION|2-s2.0-85129781787|CONTENT|67.2,OMISSION,2-s2.0-85129781787,NOT_CODEABLE,
OMISSION|2-s2.0-85131964464|CONTENT|31.7,OMISSION,2-s2.0-85131964464,NOT_CODEABLE,
OMISSION|2-s2.0-85138494787|SHARING|10.7,OMISSION,2-s2.0-85138494787,NOT_CODEABLE,
OMISSION|2-s2.0-85138526885|SHARING|23,OMISSION,2-s2.0-85138526885,NOT_CODEABLE,
OMISSION|2-s2.0-85138526885|SHARING|10,OMISSION,2-s2.0-85138526885,NOT_CODEABLE,
OMISSION|2-s2.0-85142396682|SHARING|6.4,OMISSION,2-s2.0-85142396682,NOT_CODEABLE,
OMISSION|2-s2.0-85173877860|CONTENT|83.6,OMISSION,2-s2.0-85173877860,NOT_CODEABLE,
OMISSION|2-s2.0-85173877860|CONTENT|27.8,OMISSION,2-s2.0-85173877860,NOT_CODEABLE,
OMISSION|2-s2.0-85186874194|CONTENT|36.0,OMISSION,2-s2.0-85186874194,ADD_ROW,
OMISSION|2-s2.0-85194880315|RECALL|58,OMISSION,2-s2.0-85194880315,NOT_CODEABLE,
OMISSION|2-s2.0-85194880315|RECALL|33,OMISSION,2-s2.0-85194880315,NOT_CODEABLE,
OMISSION|2-s2.0-85194880315|RECALL|27,OMISSION,2-s2.0-85194880315,NOT_CODEABLE,
OMISSION|2-s2.0-85194880315|RECALL|21,OMISSION,2-s2.0-85194880315,NOT_CODEABLE,
OMISSION|2-s2.0-85194880315|RECALL|10,OMISSION,2-s2.0-85194880315,NOT_CODEABLE,
OMISSION|2-s2.0-85205688160|CONTENT|39,OMISSION,2-s2.0-85205688160,NOT_CODEABLE,
OMISSION|2-s2.0-85205688160|CONTENT|5,OMISSION,2-s2.0-85205688160,NOT_CODEABLE,
OMISSION|2-s2.0-85215303159|SHARING|11.4,OMISSION,2-s2.0-85215303159,ADD_ROW,
OMISSION|2-s2.0-86000670842|CONTENT|24,OMISSION,2-s2.0-86000670842,NOT_CODEABLE,
OMISSION|OA-W4281924559|CONTENT|47.5,OMISSION,OA-W4281924559,NOT_CODEABLE,
OMISSION|OA-W4281924559|CONTENT|20.0,OMISSION,OA-W4281924559,NOT_CODEABLE,
OMISSION|OA-W4281924559|CONTENT|8.8,OMISSION,OA-W4281924559,NOT_CODEABLE,
OMISSION|OA-W4281924559|SHARING|69.1,OMISSION,OA-W4281924559,NOT_CODEABLE,
OMISSION|OA-W4281924559|SHARING|20.4,OMISSION,OA-W4281924559,NOT_CODEABLE,
OMISSION|OA-W4281924559|SHARING|4.8,OMISSION,OA-W4281924559,NOT_CODEABLE,
OMISSION|OA-W4407797130|RECALL|85.13,OMISSION,OA-W4407797130,ADD_ROW,
OMISSION|OA-W4407797130|RECALL|44.75,OMISSION,OA-W4407797130,ADD_ROW,
OMISSION|PMID-33304681|CONTENT|32.2,OMISSION,PMID-33304681,SAME_AS_OURS,
OMISSION|W4293124965|SHARING|20.31,OMISSION,W4293124965,NOT_CODEABLE,
OMISSION|W4293124965|SHARING|24.75,OMISSION,W4293124965,NOT_CODEABLE,
OMISSION|2-s2.0-105002155467|REACH|1,OMISSION,2-s2.0-105002155467,NOT_CODEABLE,
OMISSION|2-s2.0-105009619554|CONTENT|55,OMISSION,2-s2.0-105009619554,NOT_CODEABLE,
OMISSION|2-s2.0-105009619554|CONTENT|40,OMISSION,2-s2.0-105009619554,NOT_CODEABLE,
OMISSION|2-s2.0-105012522879|RECALL|60,OMISSION,2-s2.0-105012522879,NOT_CODEABLE,
OMISSION|2-s2.0-105017757935|CONTENT|16.3,OMISSION,2-s2.0-105017757935,NOT_CODEABLE,
OMISSION|2-s2.0-105019357120|CONTENT|0.19,OMISSION,2-s2.0-105019357120,NOT_CODEABLE,
OMISSION|2-s2.0-105022108218|CONTENT|16.2,OMISSION,2-s2.0-105022108218,NOT_CODEABLE,
OMISSION|2-s2.0-105028851691|CONTENT|31.6,OMISSION,2-s2.0-105028851691,NOT_CODEABLE,
OMISSION|2-s2.0-105034745484|CONTENT|16.1,OMISSION,2-s2.0-105034745484,NOT_CODEABLE,
OMISSION|2-s2.0-105034745484|CONTENT|14.7,OMISSION,2-s2.0-105034745484,NOT_CODEABLE,
OMISSION|2-s2.0-105038091134|CONTENT|29.5,OMISSION,2-s2.0-105038091134,NOT_CODEABLE,
OMISSION|2-s2.0-85073061780|CONTENT|12,OMISSION,2-s2.0-85073061780,NOT_CODEABLE,
OMISSION|2-s2.0-85074511992|SHARING|6.7,OMISSION,2-s2.0-85074511992,NOT_CODEABLE,
OMISSION|2-s2.0-85074511992|SHARING|11,OMISSION,2-s2.0-85074511992,NOT_CODEABLE,
OMISSION|2-s2.0-85083041268|CONTENT|5.7,OMISSION,2-s2.0-85083041268,NOT_CODEABLE,
OMISSION|2-s2.0-85083965254|CONTENT|21,OMISSION,2-s2.0-85083965254,NOT_CODEABLE,
OMISSION|2-s2.0-85083965254|SHARING|10.7,OMISSION,2-s2.0-85083965254,NOT_CODEABLE,yeah we already hav ea 	10.7% · SHARING for this study right? i remember coding it above
OMISSION|2-s2.0-85086160482|CONTENT|4,OMISSION,2-s2.0-85086160482,ADD_ROW,
OMISSION|2-s2.0-85086160482|CONTENT|6,OMISSION,2-s2.0-85086160482,ADD_ROW,
OMISSION|2-s2.0-85096102360|RECALL|23.44,OMISSION,2-s2.0-85096102360,NOT_CODEABLE,
OMISSION|2-s2.0-85099149423|CONTENT|4.1,OMISSION,2-s2.0-85099149423,NOT_CODEABLE,
OMISSION|2-s2.0-85100218180|SHARING|0.83,OMISSION,2-s2.0-85100218180,NOT_CODEABLE,
OMISSION|2-s2.0-85116003554|RECALL|30.9,OMISSION,2-s2.0-85116003554,NOT_CODEABLE,
OMISSION|2-s2.0-85121019757|EXPOSURE|10,OMISSION,2-s2.0-85121019757,NOT_CODEABLE,
OMISSION|2-s2.0-85121019757|EXPOSURE|7,OMISSION,2-s2.0-85121019757,NOT_CODEABLE,
OMISSION|2-s2.0-85121019757|EXPOSURE|7,OMISSION,2-s2.0-85121019757,NOT_CODEABLE,
OMISSION|2-s2.0-85138494787|SHARING|3.8,OMISSION,2-s2.0-85138494787,ADD_ROW,this one is sharing but the otehr are content? that's not very consistent? 
OMISSION|2-s2.0-85138494787|SHARING|55.8,OMISSION,2-s2.0-85138494787,NOT_CODEABLE,
OMISSION|2-s2.0-85138494787|CONCENTRATION|10.93,OMISSION,2-s2.0-85138494787,NOT_CODEABLE,
OMISSION|2-s2.0-85138526885|SHARING|11,OMISSION,2-s2.0-85138526885,NOT_CODEABLE,
OMISSION|2-s2.0-85141702826|RECALL|39.6,OMISSION,2-s2.0-85141702826,NOT_CODEABLE,
OMISSION|2-s2.0-85145881152|CONTENT|63.2,OMISSION,2-s2.0-85145881152,NOT_CODEABLE,
OMISSION|2-s2.0-85149209612|CONTENT|13.5,OMISSION,2-s2.0-85149209612,NOT_CODEABLE,
OMISSION|2-s2.0-85154558018|CONCENTRATION|20,OMISSION,2-s2.0-85154558018,NOT_CODEABLE,
OMISSION|2-s2.0-85159326203|RECALL|27.0,OMISSION,2-s2.0-85159326203,NOT_CODEABLE,
OMISSION|2-s2.0-85160008311|CONTENT|62.1,OMISSION,2-s2.0-85160008311,ADD_ROW,
OMISSION|2-s2.0-85173877860|CONTENT|29.9,OMISSION,2-s2.0-85173877860,NOT_CODEABLE,
OMISSION|2-s2.0-85174615177|SHARING|4.8,OMISSION,2-s2.0-85174615177,ADD_ROW,but the other measure is content? this correct? 
OMISSION|2-s2.0-85175983241|CONTENT|44,OMISSION,2-s2.0-85175983241,NOT_CODEABLE,
OMISSION|2-s2.0-85177420309|CONTENT|14.9,OMISSION,2-s2.0-85177420309,NOT_CODEABLE,
OMISSION|2-s2.0-85188358632|SHARING|33.3,OMISSION,2-s2.0-85188358632,NOT_CODEABLE,
OMISSION|2-s2.0-85188358632|SHARING|3,OMISSION,2-s2.0-85188358632,NOT_CODEABLE,
OMISSION|2-s2.0-85188358632|CONCENTRATION|82,OMISSION,2-s2.0-85188358632,ADD_ROW,
OMISSION|2-s2.0-85194075145|EXPOSURE|13,OMISSION,2-s2.0-85194075145,NOT_CODEABLE,"yeah I had a doubt about this myself when reading it, but by my understanding the auhtors do not classify all these under-the-rader sources as misinfo, although they say many probably are sharing low-qual content, is this correct?"
