row_key,item_id,text_file,year,our_measure_type,our_value_pct,our_value_raw,our_denominator,our_construct,our_source_quote,YOUR_verdict,YOUR_value_pct,YOUR_quote,YOUR_note
2-s2.0-105038974336#103,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,2025,% of 30 obfuscated prompts using the fictionalization technique to Claude (Claude Sonnet 4.5) that produced health disinformation,0,0 of 30 (0%),30 obfuscated prompts using the fictionalization technique submitted to Claude (Claude Sonnet 4.5) across six predefined health disinformation topics,CONTENT,"Notably, Claude (Claude Sonnet 4.5) and ChatGPT (GPT-5.1) did not generate any health disinformation in response to any direct, characterization, and fictionalization prompts submitted across the six health topics.","CORRECT","0","Notably, Claude (Claude Sonnet 4.5) and ChatGPT (GPT-5.1) did not generate any health disinformation in response to any direct, characterization, and fictionalization prompts submitted across the six health topics.","Checked: the paper reports 0 of 30 fictionalization prompts for Claude."
2-s2.0-85158874704#232,2-s2.0-85158874704,texts/2-s2.0-85158874704.txt,2021,% of German respondents who report ever having shared a political news story online that they thought at the time was made up (deliberate sharing),3.5,"Admits deliberate sharing, Germany, Mean/Prop. = .035 (binary variable, min 0, max 1)","1,223 German respondents aged 18-70 from the Respondi online panel, quota-sampled on gender, age, income and labour-market status",RECALL,Admits deliberate sharing                .035         0      1                    .077         0      1,"CORRECT","3.5","Admits deliberate sharing                .035         0      1                    .077         0      1","Checked: .035 is 3.5% for the German sample."
2-s2.0-85169998829#242,2-s2.0-85169998829,texts/2-s2.0-85169998829.txt,2021,"% of Japanese-language Ivermectin retweeters tagged as pro-use, i.e. as misinformation spreaders",55,"55 percent in Japanese (118,474 tagged pro-use vs 95,685 anti-use, out of 82.6% coverage of 259,151 unique Japanese users)","214,159 Japanese-language Twitter users assigned a stance (118,474 pro-use + 95,685 anti-use), i.e. the 82.6% of the 259,151 unique users in the Japanese Ivermectin retweet corpus that the propagation reached",SHARING,"achieving a population coverage of 69.7% in English, with 280,713 users tagged as pro-use and 206,428 as anti-use, and 82.6% population coverage in Japanese, with 118,474 users tagged as pro-use and 95,685 as anti-use.","WRONG_VALUE","55.3","and 82.6% population coverage in Japanese, with 118,474 users tagged as pro-use and 95,685 as anti-use.","The paper gives the counts; 118,474/(118,474+95,685) = 55.3%, not the rounded 55."
2-s2.0-85143601086#217,2-s2.0-85143601086,texts/2-s2.0-85143601086.txt,2021,% of respondents who report ever having shared misinformation on social media (any topic),18,18%,"1,568 Canadian respondents (Lightspeed Kantar online panel, quota-matched to census)",RECALL,100% 90% 80% 70% 60% 50% 40% 30% 22% 20% 17% 18% 18% 12% 10% 0% All respondents US UK France Canada Figure 3. Sharing of misinformation (any topic). [axis labels and bar values as extracted from Figure 3; the bar for Canada reads 18%],"CORRECT","18","80%                 70%                 60%                 50%                 40%                 30%                               22%                 20%            17%                                                18%                18%                                                                  12%                 10%                  0%                          All respondents          US               UK            France             Canada Figure 3. Sharing of misinformation (any topic).","Checked: Canada is 18% in Figure 3."
2-s2.0-85211772982#299,2-s2.0-85211772982,texts/2-s2.0-85211772982.txt,2024,% of GPT 3.5 answers to 58 Dutch self-care questions rated 1 = inaccurate (completely incorrect and/or could lead to serious consequences),3.45,"% of 1s: 3.45 (GPT 3.5), of 58 Dutch queries",58 self-care questions on medicines and supplements posed in Dutch to GPT 3.5 (answers scored 1-5),CONTENT,% of 1s                     3.45                0                  1.72                1.72               3.45                       1.72,"CORRECT","3.45","% of 1s                     3.45                0                  1.72                1.72               3.45                       1.72","Checked: the GPT 3.5 column reports 3.45% rated 1."
2-s2.0-105009256604#33,2-s2.0-105009256604,texts/2-s2.0-105009256604.txt,2024,"% of rated CT answers from Claude 3.5 Sonnet scored 1 or 2 on the accuracy scale, i.e. (very) inaccurate and likely to mislead",3.51,"3.51% of 114 ratings (Table 1: rating 2 = 3 (2.63%), rating 1 = 1 (0.88%); 4/114)",114 ratings of answers to 57 CT-related patient questions (57 answers rated by each of two board-certified radiologists),CONTENT,"The percentage of the lowest rating for CT-related questions (score 1 and 2) was highest for Google Gemini with 5.26% of all responses, 3.51% for Claude 3.5 Sonnet, and 1.76% for both ChatGPT 4o and Mistral Large 2.","CORRECT","3.51","The percentage of the lowest rating for CT-related questions (score 1 and 2) was highest for Google Gemini with 5.26% of all responses, 3.51% for Claude 3.5 Sonnet, and 1.76% for both ChatGPT 4o and Mistral Large 2.","Checked: Claude's score-1-or-2 share is 3.51% of 114 ratings."
2-s2.0-105016716843#49,2-s2.0-105016716843,texts/2-s2.0-105016716843.txt,2023,% of Milei TikTok campaign videos coded as containing fabricated content,5,Milei lo emplea en el 5 % (Milei uses it in 5%),100 TikTok videos featuring Javier Milei published in the six months before the 2023 Argentine election (n2 = 100),CONTENT,emplea en el 5 %.,"CORRECT","5","El contenido completamente fabricado es menos frecuente en los discursos de ambos candidatos. Trump lo emplea en el 2 % de los vídeos analizados y Milei lo emplea en el 5 %.","Checked: the paper reports 5% for Milei in the relevant strategy category."
2-s2.0-85166177819#236,2-s2.0-85166177819,texts/2-s2.0-85166177819.txt,2022,% of youth-softball-pitching websites classified as discordant with the STOP Sports Injuries guidelines,31.4,27 (31.4%) discordant websites out of 86,"86 websites analysed from a single Google search for 'youth softball pitching recommendations' (120 results recorded, 7 product/advertising pages replaced, 14 baseball-only sites excluded)",CONTENT,The remaining 57.0% of websites were composed of 27 (31.4%) discordant websites and only 22 (25.6%) advisable websites.,"WRONG_CONSTRUCT","31.4","The remaining 57.0% of websites were composed of 27 (31.4%) discordant websites and only 22 (25.6%) advisable websites.","The percentage is a guideline/informational-quality classification, so the construct is QUALITY, not CONTENT."
2-s2.0-105008238753#28,2-s2.0-105008238753,texts/2-s2.0-105008238753.txt,2023,% of respondents who say they were personally exposed to disinformation and fake news 'often' or 'very often' in the past 7 days,60.5,"60,5 % (""Muy a menudo + A menudo"" row, Total variable column, N = 994)","994 respondents answering the exposure item, from a sample of 1,000 adults resident in Spain aged 18+, quota-controlled by age, gender, habitat size and Nielsen zones (sampling error 3.15%, confidence level 95.5%)",RECALL,"Tabla 2. Análisis de la correlación entre «frecuencia de exposición a noticias falsas» y variables independientes (cifras en %). — row «Muy a menudo + A menudo», column «Total variable»: 60,5; N = 994. The body text carries the same value: ""Respecto a la exposición a noticias falsas y desinformación (PI3), cabe destacar que casi dos de cada tres encuestados perciben que esa exposición se da «a menudo» o «muy a menudo» (60,5 %)."" (that sentence is split across the PDF's two interleaved columns and a hyphenated line break, so it is quoted here reassembled). [English of the table caption: 'Table 2. Analysis of the correlation between ""frequency of exposure to fake news"" and independent variables (figures in %)'; of the sentence: 'Regarding exposure to fake news and disinformation (RQ3), it is worth noting that almost two out of three respondents perceive that this exposure occurs ""often"" or ""very often"" (60.5%).']","CORRECT","60.5","Respecto a la exposición a noticias falsas y desinformación (PI3), cabe destacar que casi dos de cada tres encuestados perciben que esa exposición se da «a menudo» o «muy a menudo» (60,5 %).","Checked: 60.5% is the respondents' self-reported/perceived exposure frequency."
2-s2.0-85131254702#180,2-s2.0-85131254702,texts/2-s2.0-85131254702.txt,2021,% of manually screened negative-sentiment vaccine tweets tagged as containing misinformation,9.1,83/913 tweets (paper states 'just under 10% of the initial sample'),"913 geo-located London COVID-19 vaccine tweets drawn from the 12 most common negative-sentiment topic clusters (of 91,473 collected; 8,189 negative-sentiment)",CONTENT,under 10% of the initial sample) were identified as tweets that contained misinformation (see Figure 3).,"WRONG_VALUE","9.09","83 tweets (just under 10% of the initial sample) were identified as tweets that contained misinformation (see Figure 3).","The text states 83 tweets; using the stated 913-tweet denominator gives 83/913 = 9.09%, not the rounded 9.1."
2-s2.0-105016716843#51,2-s2.0-105016716843,texts/2-s2.0-105016716843.txt,2023,"% of Milei TikTok campaign videos coded as using exaggeration (hyperbole amplifying data, facts or problems without showing evidence)",52,el argentino (52 %) [usa la exageracion],100 TikTok videos featuring Javier Milei published in the six months before the 2023 Argentine election (n2 = 100),CONTENT,nidense (61 %) como el argentino (52 %) usan para,"CORRECT","52","La exageración es la principal forma que tanto el candidato estadounidense (61 %) como el argentino (52 %) usan para fomentar la desinformación.","Checked: the paper reports 52% for Milei's exaggeration category."
2-s2.0-105009256604#35,2-s2.0-105009256604,texts/2-s2.0-105009256604.txt,2024,"% of rated MRI answers from ChatGPT-4o scored 1 or 2 on the accuracy scale, i.e. (very) inaccurate and likely to mislead",0.0,"0.0% of 128 ratings (""ChatGPT 4o not once (0.0%)""; Table 2: rating 2 = 0, rating 1 = 0; 0/128)",128 ratings of answers to 64 MRI-related patient questions (64 answers rated by each of two board-certified radiologists),CONTENT,"Google Gemini and Mistral Large both answered three questions (very) inaccurate (2.40%), Claude 3.5 Sonnet only responded one time (0.78%), and ChatGPT 4o not once (0.0%) in a misleading way ( Table 2 ).","CORRECT","0.0","Google Gemini and Mistral Large both answered three questions (very) inaccurate (2.40%), Claude 3.5 Sonnet only responded one time (0.78%), and ChatGPT 4o not once (0.0%) in a misleading way ( Table 2 ).","Checked: ChatGPT-4o had 0.0% MRI responses rated 1 or 2."
2-s2.0-85214082693#307,2-s2.0-85214082693,texts/2-s2.0-85214082693.txt,2023,"% of Spanish students who say they have ever shared information knowing it could be disinformation, without checking the source first",36.5,"España 75 (36,5%) yes vs 130 (63,4%) no, of 205",205 first-year information-science students at 5 Spanish public universities who answered the survey,RECALL,"España        75       36,5%          130         63,4%         -","CORRECT","36.5","España        75       36,5%          130         63,4%         -","Checked: the Spain row reports 36.5%."
2-s2.0-105001289069#2,2-s2.0-105001289069,texts/2-s2.0-105001289069.txt,2024,% of Claude answer-evaluations scored 1 (very poor) or 2 (poor),1.5,1.5% (6/408),408 evaluations of that model's answers (102 rare-disease questions x 4 evaluators),QUALITY,"Perplexity, Gemini, Claude, and ChatGPT received scores of 1 (very poor) or 2 (poor) in 7.6% (31/408), 2.0% (8/408), 1.5% (6/408), and 1.5% (6/408) cases, respectively.","CORRECT","1.5","Perplexity, Gemini, Claude, and ChatGPT received scores of 1 (very poor) or 2 (poor) in 7.6% (31/408), 2.0% (8/408), 1.5% (6/408), and 1.5% (6/408) cases, respectively.","Checked: Claude is the third value, 1.5% (6/408)."
2-s2.0-85154558018#231,2-s2.0-85154558018,texts/2-s2.0-85154558018.txt,2019,% of all fake-news comments accounted for by the single most-linked fake-news domain (breitbart.com),20,approximately one-fifth of all fake news comments contained URLs from breitbart.com (1 of 933 fake news domains),"116,212 Reddit comments containing fake-news URLs, spread over 933 fake-news domains",CONCENTRATION,"most news sites attract a few comments only, while a few attract most comments (e.g., approximately one-fifth of all fake news comments contained URLs from breitbart.com).","CORRECT","20","most news sites attract a few comments only, while a few attract most comments (e.g., approximately one-fifth of all fake news comments contained URLs from breitbart.com).","Checked: approximately one-fifth is 20% concentration."
2-s2.0-105001943973#5,2-s2.0-105001943973,texts/2-s2.0-105001943973.txt,2023,mean estimated percentage of the news in the other six countries that consists of misinformation,47.76,47.76% (SD = 19.43),"2,979 respondents in seven countries (Kantar quota samples), each averaging their estimates for the six countries other than their own",RECALL,"Other countries’ perceived misinformation salience was, on average, estimated to be 47.76% (SD = 19.43).","PAPER_NOT_ELIGIBLE","","","This is a mean estimated percentage of perceived misinformation, not a prevalence share."
2-s2.0-105038786687#97,2-s2.0-105038786687,texts/2-s2.0-105038786687.txt,2025,% of ChatGPT-4o triage responses judged by physician reviewers to contain misinformation,3.3,"four clinical scenarios (3.3%; 95% CI, 0.6–16.7%)",30 ChatGPT-4o responses to 30 real gynecologic-oncology patient telephone scenarios (each rated by four gynecologic oncologists),CONTENT,"Misinformation was identified in four clinical scenarios (3.3%; 95% CI, 0.6–16.7%) including three post-operative care scenarios and one gynecologic symptom management.","WRONG_DENOMINATOR","3.3","Misinformation was identified in 4 responses (3.3%; 95% CI, 0.6–16.7%) including three post-operative care scenarios and one gynecologic symptom management.","The paper's 3.3% is based on 4/120 physician ratings, not 4/30 scenarios as stated in our denominator."
2-s2.0-85083635352#135,2-s2.0-85083635352,texts/2-s2.0-85083635352.txt,2018,% of panel respondents who reported having shared the false health story 'genetically modified food is harmful to health',18.2,"18,2% la compartí (Alimento genéticamente modificado es perjudicial)","451 Chilean internet users who completed wave 2 of a panel stratified on the national Casen survey (sex, age, geography)",RECALL,"Alimento genéticamente modificado es perjudicial 69,7% 46,8% 18,2%","CORRECT","18.2","Alimento genéticamente modificado es perjudicial                                 69,7%                    46,8%                      18,2%","Checked: the table reports 18.2% sharing for this false story."
2-s2.0-85166177819#237,2-s2.0-85166177819,texts/2-s2.0-85166177819.txt,2022,% of medical/educational youth-softball-pitching websites classified as discordant with the STOP Sports Injuries guidelines,12.5,3/24 (12.5%),24 medical/educational websites among the 86 analysed,CONTENT,"Among all source types, medical/educational websites had the highest proportion classified as advisable (12/24 [50.0%]) and the lowest proportion classified as discordant (3/24 [12.5%]).","WRONG_CONSTRUCT","12.5","Among the 3 source types, medical/educational websites had the highest proportion classified as advisable (12/24 [50.0%]) and the lowest proportion classified as discordant (3/24 [12.5%]).","The STOP guideline discordance is an informational-quality classification, so the construct is QUALITY, not CONTENT."
2-s2.0-85131270273#182,2-s2.0-85131270273,texts/2-s2.0-85131270273.txt,2021,% of respondents who recalled encountering the claim that nicotine prevents the virus that causes COVID-19 from infecting cells,10.35,10.35%,"1,225 young adults aged 18-34 recruited via a Qualtrics online panel (convenience sample, oversampled for current e-cigarette users, 59.76%)",RECALL,infecting cells’ and was recalled by 10.35% and believed,"CORRECT","10.35","‘nicotine prevents the virus that causes COVID-19 from infecting cells’ and was recalled by 10.35% and believed by 9.35%.","Checked: 10.35% is recalled exposure, while 9.35% is belief."
2-s2.0-86000309569#311,2-s2.0-86000309569,texts/2-s2.0-86000309569.txt,2019,% of dementia-related Thai-language tweets whose coded topic was misinformation,49.2,"4,683 [49.2%] of 9,511 Thai tweets","9,511 Thai-language tweets containing 'dementia' (สมองเสื่อม / #สมองเสื่อม), retweets and duplicates excluded, May 2017-April 2021",CONTENT,"However, we found misinformation was the most prevalent (4,683 [49.2%]) in Thai, but only 179 [1.8%] examples of it were found in English","CORRECT","49.2","However, we found misinformation was the most prevalent (4,683 [49.2%]) in Thai, but only 179 [1.8%] examples of it were found in English ( p < 0.001) (Figure 1 and Table 3 ).","Checked: 4,683 of 9,511 Thai tweets is 49.2%."
2-s2.0-105026106265#73,2-s2.0-105026106265,texts/2-s2.0-105026106265.txt,2025,% of expert evaluations of ChatGPT-4 answers to celiac-disease patient questions judged to contain misinformation,23.3,23.3% (28/120 evaluations),120 blinded expert evaluations of ChatGPT-4 answers (20 celiac-disease questions x 6 clinical specialists),CONTENT,"Gemini 2.0 demonstrated the lowest misinformation rate at 13.3% (16/120 evaluations), compared to both ChatGPT-4 (23.3%, 28/120 evaluations) and Claude 3.7 (24.2%, 29/120 evaluations, Figure 1 ).","CORRECT","23.3","Gemini 2.0 demonstrated the lowest misinformation rate at 13.3% (16/120 evaluations), compared to both ChatGPT-4 (23.3%, 28/120 evaluations) and Claude 3.7 (24.2%, 29/120 evaluations, Figure 1 ).","Checked: ChatGPT-4 is 23.3% (28/120 evaluations)."
