eid,verdict,reason
2-s2.0-105022617434,FALSE_NEGATIVE,quantifies algorithmic amplification of conspiracy content on X
2-s2.0-105008544403,FALSE_NEGATIVE,quantifies propagation of content across 61840 tweets
2-s2.0-85122239756,CORRECT_EXCLUDE,corrections effectiveness and dynamic interaction modeling
2-s2.0-85106240847,FALSE_NEGATIVE,measures top Instagram misinformation posts cobranding prevalence
2-s2.0-85095877925,CORRECT_EXCLUDE,single-case diffusion influence study, not prevalence measure
2-s2.0-85212421930,CORRECT_EXCLUDE,qualitative interviews with health content creators
2-s2.0-85101166140,FALSE_NEGATIVE,users and uses of alternative disinformation media
2-s2.0-85102201433,CORRECT_EXCLUDE,topic modeling of COVID discourse themes, not misinfo prevalence
2-s2.0-105002511600,CORRECT_EXCLUDE,book/guide commentary on misinformation
2-s2.0-85026760600,FALSE_NEGATIVE,tracked 330538 rumor tweets, spread and concentration
2-s2.0-85215302942,CORRECT_EXCLUDE,perceived authenticity of AI war imagery, experimental
2-s2.0-85170486820,CORRECT_EXCLUDE,YouTube comment themes/sentiment, quality not prevalence
2-s2.0-85092497520,FALSE_NEGATIVE,quantifies Zika misinformation dissemination vs real info
2-s2.0-85122186919,FALSE_NEGATIVE,corpus frequency of disinformation keywords/topics
2-s2.0-85175236050,CORRECT_EXCLUDE,qualitative discourse analysis of one community
2-s2.0-85122793272,CORRECT_EXCLUDE,theoretical/qualitative negotiation framework
2-s2.0-85136734499,FALSE_NEGATIVE,quantifies bot-driven misinformation tweet prevalence COVID
2-s2.0-85127015843,CORRECT_EXCLUDE,platform for social signals, not misinfo prevalence measure
2-s2.0-85122931786,CORRECT_EXCLUDE,QAnon belief/support polls, susceptibility not exposure
2-s2.0-84964681157,CORRECT_EXCLUDE,veracity estimation method, no prevalence measure
2-s2.0-85064494667,CORRECT_EXCLUDE,experimental source evaluation study
2-s2.0-85115802443,CORRECT_EXCLUDE,reliability/quality of vaccine websites
2-s2.0-85115060846,FALSE_NEGATIVE,media bias exposure linked to COVID incidence
2-s2.0-84938197196,FALSE_NEGATIVE,longitudinal health misinfo exposure measured over time
2-s2.0-85110362081,FALSE_NEGATIVE,measures volume/content of media risk messages
2-s2.0-85118184387,CORRECT_EXCLUDE,qualitative panic-buying motivation study
2-s2.0-85040546317,CORRECT_EXCLUDE,terrorism trends comparison, not misinfo prevalence
2-s2.0-85078529673,CORRECT_EXCLUDE,WhatsApp campaign strategy description, not prevalence
2-s2.0-85063645501,CORRECT_EXCLUDE,examples and characteristics, descriptive not quantitative
2-s2.0-105022768023,CORRECT_EXCLUDE,typology/theory of fake news concept
2-s2.0-105017037738,CORRECT_EXCLUDE,quality/readability review of HS information
2-s2.0-85146405276,CORRECT_EXCLUDE,experimental network diffusion, not real-world prevalence
2-s2.0-85077880001,CORRECT_EXCLUDE,belief and vote choice effects, susceptibility
2-s2.0-85151852197,CORRECT_EXCLUDE,qualitative antisemitic conspiracy analysis
2-s2.0-85139109762,CORRECT_EXCLUDE,experimental effects of exposure on intentions
2-s2.0-85169535271,CORRECT_EXCLUDE,affordance theory, qualitative/theoretical
2-s2.0-85207236974,CORRECT_EXCLUDE,economic cost estimation of fake images
2-s2.0-105005345394,CORRECT_EXCLUDE,quality of info in peer support groups
2-s2.0-85147207927,CORRECT_EXCLUDE,interview/commentary on misinformation concept
2-s2.0-85173723666,CORRECT_EXCLUDE,media literacy argument, theoretical essay
