eid,verdict,reason
2-s2.0-105033496779,CORRECT_EXCLUDE,Qualitative interviews on news consumption habits
2-s2.0-85133440086,CORRECT_EXCLUDE,Qualitative attitudes toward news, no prevalence
2-s2.0-85107829959,CORRECT_EXCLUDE,Editorial introducing special issue theme
2-s2.0-85140244942,CORRECT_EXCLUDE,Experiment on belief without exposure
2-s2.0-105029129674,CORRECT_EXCLUDE,Survey on concerns/effects of fake news
2-s2.0-85107688796,CORRECT_EXCLUDE,Platform/tool proposal to escape echo chamber
2-s2.0-85092456393,FALSE_NEGATIVE,Quantifies fake news exposure across five Arab countries
2-s2.0-85166515943,CORRECT_EXCLUDE,Off-topic philanthropy and polarization
2-s2.0-85091129529,CORRECT_EXCLUDE,Official communications retransmission, not misinfo prevalence
2-s2.0-85122780553,CORRECT_EXCLUDE,Qualitative analysis of influencer self-presentation
2-s2.0-85216060769,CORRECT_EXCLUDE,Book on information warfare, theory/commentary
2-s2.0-85212244523,FALSE_NEGATIVE,Measures prevalence of misleading content on TikTok
2-s2.0-85201381167,CORRECT_EXCLUDE,Qualitative dynamics of fake news, no quantification
2-s2.0-105026085824,CORRECT_EXCLUDE,Students' behaviors/vulnerability, not content prevalence
2-s2.0-86000242271,CORRECT_EXCLUDE,Descriptive chapter on fake news examples
2-s2.0-84938054102,CORRECT_EXCLUDE,Theory/commentary on misinformation in media
2-s2.0-84908440181,CORRECT_EXCLUDE,Brief commentary on Ebola Twitter
2-s2.0-85173585562,CORRECT_EXCLUDE,Theoretical infodemic-pandemic analogy
2-s2.0-85128263334,CORRECT_EXCLUDE,Method for mapping state-sponsored operations
2-s2.0-85161896833,FALSE_NEGATIVE,Quantifies/categorizes migration disinformation content cases
2-s2.0-85183879890,CORRECT_EXCLUDE,Digital ethnography of disinformation producers
2-s2.0-85153702254,CORRECT_EXCLUDE,Discourse analysis of party tweets, not misinfo
2-s2.0-85075433130,CORRECT_EXCLUDE,Protocol/survey on hate speech spread
2-s2.0-85190284848,FALSE_NEGATIVE,Quantifies views/shares/quality of TikTok health videos
2-s2.0-105029259147,CORRECT_EXCLUDE,Qualitative secondary analysis of riot disinformation
2-s2.0-85046297294,FALSE_NEGATIVE,Cross-platform news consumption measurement during referendum
2-s2.0-85097501941,CORRECT_EXCLUDE,Content analysis of media coverage, not misinfo prevalence
2-s2.0-85216490128,FALSE_NEGATIVE,Measures prevalence of media-bias accusations in tweets
2-s2.0-105008379775,FALSE_NEGATIVE,Quality/prevalence of misleading content across platforms
2-s2.0-84968815882,CORRECT_EXCLUDE,Qualitative interviews on crisis information sharing
2-s2.0-85118483405,CORRECT_EXCLUDE,Network evolution of conspiracy participants
2-s2.0-105008881551,CORRECT_EXCLUDE,Psychological determinants of belief in deepfakes
2-s2.0-85205374473,CORRECT_EXCLUDE,Framework on misinformation persistence/correction
2-s2.0-105029443598,CORRECT_EXCLUDE,Method for tracking communities in cascades
2-s2.0-85205774436,CORRECT_EXCLUDE,Community Notes intervention effectiveness study
2-s2.0-105006946076,CORRECT_EXCLUDE,Editorial commentary on digital misinformation
2-s2.0-105005861794,FALSE_NEGATIVE,Quantifies content/engagement of TikTok stretch-mark videos
2-s2.0-105019784578,CORRECT_EXCLUDE,Semiotic analysis of 25 Telegram posts
2-s2.0-85192788469,FALSE_NEGATIVE,Evaluates prevalence/quality of misinfo in YouTube videos
2-s2.0-85163163250,CORRECT_EXCLUDE,Scoping review of vaccine hesitancy literature
