eid,verdict,reason
2-s2.0-84938856871,CORRECT_EXCLUDE,why rumors diffused; diffusion mechanism not prevalence measure
2-s2.0-105014873250,CORRECT_EXCLUDE,diffusion-of-innovation theory; why falsehoods spread not prevalence
2-s2.0-85185460622,CORRECT_EXCLUDE,survival analysis of rumor duration; not prevalence/exposure
2-s2.0-85119091975,CORRECT_EXCLUDE,detection/classification of misinfo content
2-s2.0-105001918804,CORRECT_EXCLUDE,astroturfing detection/role; not prevalence measure
2-s2.0-105038018939,CORRECT_EXCLUDE,case study of one flood narrative; not prevalence
2-s2.0-85033585308,CORRECT_EXCLUDE,content analysis of curated fake sites; no prevalence denominator
2-s2.0-85171308933,CORRECT_EXCLUDE,propagation characteristics for detection; not prevalence
2-s2.0-85211188738,CORRECT_EXCLUDE,health info seeking survey; not misinfo prevalence
2-s2.0-85086028853,CORRECT_EXCLUDE,qualitative election disinfo case; not quantitative prevalence
2-s2.0-85216043848,CORRECT_EXCLUDE,book on info operations; theory/policy not measure
2-s2.0-85025454882,CORRECT_EXCLUDE,influential users in vaccine debate; not prevalence
2-s2.0-85204065459,CORRECT_EXCLUDE,framing analysis of campaigns; not exposure/prevalence
2-s2.0-85158876698,CORRECT_EXCLUDE,trust network topology; not prevalence/exposure
2-s2.0-105034835068,CORRECT_EXCLUDE,engagement patterns of 118 videos; not misinfo prevalence
2-s2.0-85086791451,CORRECT_EXCLUDE,linked media and party ideology; not prevalence
2-s2.0-85174926019,CORRECT_EXCLUDE,visual gatekeeping theory; not prevalence
2-s2.0-84974622364,CORRECT_EXCLUDE,emotional language predicts spread; not misinfo prevalence
2-s2.0-85089310028,CORRECT_EXCLUDE,newspaper death-count bias/censorship; not misinfo prevalence
2-s2.0-105035056055,CORRECT_EXCLUDE,emotional reactions to misinfo; not prevalence/exposure
2-s2.0-105003307861,CORRECT_EXCLUDE,retraction reasons analysis; not misinfo exposure
2-s2.0-85101109506,CORRECT_EXCLUDE,rumor epidemic and official responses; refutation focus
2-s2.0-85134347861,CORRECT_EXCLUDE,linguistic drivers of diffusion; not prevalence
2-s2.0-105024869204,CORRECT_EXCLUDE,scoping review children misinfo; not quantitative prevalence
2-s2.0-85212829603,CORRECT_EXCLUDE,field experiment on producing disinfo; not prevalence
2-s2.0-85194180062,CORRECT_EXCLUDE,two photos as disinfo cases; qualitative not prevalence
2-s2.0-85078537596,CORRECT_EXCLUDE,50 viral posts characteristics; no prevalence denominator
2-s2.0-85055420180,CORRECT_EXCLUDE,NodeXL tool overview; not prevalence
2-s2.0-85094216535,CORRECT_EXCLUDE,linguistic network of vaccine debate; not prevalence
2-s2.0-85171396678,CORRECT_EXCLUDE,policy efficacy intervention evaluation
2-s2.0-105035898949,CORRECT_EXCLUDE,qualitative ConspiracyTok identity analysis; not prevalence
2-s2.0-85169295199,CORRECT_EXCLUDE,echo chamber simulation model for detection
2-s2.0-85118949358,CORRECT_EXCLUDE,quality eval of 5 health websites; not prevalence
2-s2.0-105022780148,CORRECT_EXCLUDE,denialism belief scale; belief/susceptibility
2-s2.0-85198962046,CORRECT_EXCLUDE,recommender diversity tradeoff; algorithm evaluation
2-s2.0-105030578216,CORRECT_EXCLUDE,multimodal narrative ethnography; qualitative not prevalence
2-s2.0-85086788968,CORRECT_EXCLUDE,content/network of GMO rumors; not prevalence denominator
2-s2.0-85083370488,CORRECT_EXCLUDE,self-presentation of 50 fake sites; qualitative not prevalence
2-s2.0-85139528156,CORRECT_EXCLUDE,headline construction analysis; not prevalence/exposure
2-s2.0-85069004243,CORRECT_EXCLUDE,frame analysis of one conspiracy; not prevalence
