eid,verdict,reason
2-s2.0-85174805532,CORRECT_EXCLUDE,Systematic review of determinants/drivers not prevalence measure
2-s2.0-85087154392,CORRECT_EXCLUDE,Compares retweet dissemination true vs misinfo not prevalence
2-s2.0-85098937862,CORRECT_EXCLUDE,Detection/prediction of users who repost unreliable sources
2-s2.0-85115676792,CORRECT_EXCLUDE,API usage pathways for spread not content prevalence
2-s2.0-85169122599,CORRECT_EXCLUDE,Discourse/case analysis of fakeization not quantitative prevalence
2-s2.0-85087890019,CORRECT_EXCLUDE,Commentary on media role in COVID not measure
2-s2.0-86000209909,CORRECT_EXCLUDE,Typology and cases chapter not quantitative prevalence
2-s2.0-85087944352,CORRECT_EXCLUDE,Commentary fragment no prevalence quantity
2-s2.0-85070399362,CORRECT_EXCLUDE,Comment moderation likelihood not misinfo prevalence
2-s2.0-85197282689,CORRECT_EXCLUDE,Survey experiment on sharing intentions not real prevalence
2-s2.0-105037538871,CORRECT_EXCLUDE,Theoretical framework on echo chambers not measure
2-s2.0-85099231347,CORRECT_EXCLUDE,Information veracity construction in crisis not prevalence
2-s2.0-85152863988,CORRECT_EXCLUDE,Echo chamber effects exploration not prevalence measure
2-s2.0-85097932611,FALSE_NEGATIVE,Describes caregivers' exposure to cancer misinformation observed
2-s2.0-85068706350,CORRECT_EXCLUDE,Systematic literature map of research not prevalence
2-s2.0-85176440604,CORRECT_EXCLUDE,Analyzes misinformation accusations discourse not content prevalence
2-s2.0-85076617599,CORRECT_EXCLUDE,Experimental trust/risk on sharing not real prevalence
2-s2.0-85188295128,CORRECT_EXCLUDE,Survey on exposure-trust-misperception dynamics belief-focused
2-s2.0-85066894980,CORRECT_EXCLUDE,Crowdsourced experiment message distortion not prevalence
2-s2.0-85152090023,FALSE_NEGATIVE,Measures fraction of WhatsApp messages that are misinfo
2-s2.0-85119279408,CORRECT_EXCLUDE,Diffusion mechanism cascade structure analysis not prevalence
2-s2.0-40549143426,CORRECT_EXCLUDE,Cancer epidemiology validity not misinfo prevalence
2-s2.0-85124143940,CORRECT_EXCLUDE,Bibliometric analysis of research output not prevalence
2-s2.0-85171456070,CORRECT_EXCLUDE,Spread of misinformation accusations not content prevalence
2-s2.0-85218967782,CORRECT_EXCLUDE,Fact-check dissemination/engagement not misinfo prevalence
2-s2.0-85063871955,CORRECT_EXCLUDE,Theory review of TV news functions not measure
2-s2.0-85124393259,CORRECT_EXCLUDE,Behavioral change after exposure effects not prevalence
2-s2.0-85068310876,CORRECT_EXCLUDE,Network mapping of counter-disinfo actors not prevalence
2-s2.0-105008344019,CORRECT_EXCLUDE,Critical-discursive analysis of advertising not measure
2-s2.0-86000198527,CORRECT_EXCLUDE,Causes/consequences chapter not quantitative prevalence
2-s2.0-85066917222,CORRECT_EXCLUDE,Ranking algorithm few-get-richer model not prevalence
2-s2.0-85132424786,CORRECT_EXCLUDE,Conceptual paper on astroturfing not prevalence
2-s2.0-85172171076,CORRECT_EXCLUDE,Website monetization strategies not content prevalence
2-s2.0-105018957562,CORRECT_EXCLUDE,Experiments on selection/sharing intentions not real prevalence
2-s2.0-85206592730,CORRECT_EXCLUDE,Troll account detection system not prevalence
2-s2.0-86000216052,CORRECT_EXCLUDE,Perceptions/belief chapter not quantitative prevalence
2-s2.0-85066890748,CORRECT_EXCLUDE,Talk abstract reviewing approaches not measure
2-s2.0-85067111993,FALSE_NEGATIVE,Measures growth/diffusion of climate misinfo across philanthropy
2-s2.0-85120303469,CORRECT_EXCLUDE,Qualitative migrant information behavior off-topic
2-s2.0-85128702672,CORRECT_EXCLUDE,Health misinformation detection classifiers not prevalence
