eid,verdict,reason
2-s2.0-85069174195,CORRECT_EXCLUDE,echo chamber/algorithm theory commentary not prevalence measure
2-s2.0-85087723867,CORRECT_EXCLUDE,network detection of key players not exposure quantity
2-s2.0-85159160953,CORRECT_EXCLUDE,attitudes/beliefs survey not content prevalence
2-s2.0-105012522879,CORRECT_EXCLUDE,perceived vulnerability survey not measured exposure
2-s2.0-85213225521,FALSE_NEGATIVE,news consumption patterns survey 10153 across countries
2-s2.0-85184530233,CORRECT_EXCLUDE,systematic review of effects not prevalence measure
2-s2.0-85136981283,CORRECT_EXCLUDE,drivers of dissemination survey not exposure prevalence
2-s2.0-85197525581,CORRECT_EXCLUDE,influencer network analysis not misinfo prevalence
2-s2.0-85057228102,CORRECT_EXCLUDE,pump-and-dump detection scheme off-topic
2-s2.0-85168368341,CORRECT_EXCLUDE,self-reported exposure as moderator of agreement effect
2-s2.0-85066473376,CORRECT_EXCLUDE,detection predictive models not prevalence
2-s2.0-85125047369,CORRECT_EXCLUDE,frame analysis of five sites not prevalence
2-s2.0-85183806069,CORRECT_EXCLUDE,reproductive health topic modeling not misinfo prevalence
2-s2.0-105005529678,CORRECT_EXCLUDE,no title or abstract
2-s2.0-105004184624,CORRECT_EXCLUDE,YouTube content quality review not exposure prevalence
2-s2.0-85152047531,FALSE_NEGATIVE,characterizing low-credibility website ecosystem content patterns
2-s2.0-85127382158,CORRECT_EXCLUDE,sources of information survey not content prevalence
2-s2.0-85090280890,CORRECT_EXCLUDE,propaganda network structure not prevalence measure
2-s2.0-86000469488,CORRECT_EXCLUDE,content quality systematic review not exposure prevalence
2-s2.0-105032396511,CORRECT_EXCLUDE,multimodal analysis of 132 posts not prevalence
2-s2.0-85198929449,FALSE_NEGATIVE,quantifies share/visibility of media in search results
2-s2.0-85102825437,CORRECT_EXCLUDE,abuse toward MPs engagement not misinfo prevalence
2-s2.0-85103678895,CORRECT_EXCLUDE,cannabis posts trends not misinfo prevalence measure
2-s2.0-85132930152,CORRECT_EXCLUDE,bot role natural experiment not prevalence measure
2-s2.0-85115786837,CORRECT_EXCLUDE,autism news portrayal content analysis off-topic
2-s2.0-105019735251,CORRECT_EXCLUDE,scoping review polarization not prevalence
2-s2.0-85173519891,CORRECT_EXCLUDE,influence of tweets on attitudes effect study
2-s2.0-105029530496,CORRECT_EXCLUDE,far-right content influence on youth not prevalence
2-s2.0-85161941131,CORRECT_EXCLUDE,focus groups ritual theory not prevalence
2-s2.0-105000356847,CORRECT_EXCLUDE,echo chamber case study theory not measure
2-s2.0-105038644228,CORRECT_EXCLUDE,overview article commentary not quantitative measure
2-s2.0-105017835706,CORRECT_EXCLUDE,book on fake news consequences commentary
2-s2.0-105021848502,CORRECT_EXCLUDE,spillover transmission indices not content prevalence
2-s2.0-85142094882,CORRECT_EXCLUDE,content analysis single newspaper format not prevalence
2-s2.0-105005137969,CORRECT_EXCLUDE,mobilization characteristics campaigns not prevalence
2-s2.0-85078501461,CORRECT_EXCLUDE,website quality analysis not exposure prevalence
2-s2.0-85200205022,CORRECT_EXCLUDE,online experiment fake news appeal not real prevalence
2-s2.0-85073746699,CORRECT_EXCLUDE,media consumption culture survey not misinfo content
2-s2.0-85117936931,CORRECT_EXCLUDE,ethnographic fact-checking processes not prevalence measure
2-s2.0-85209409494,CORRECT_EXCLUDE,credibility/spread experiment not real prevalence
