eid,verdict,reason
2-s2.0-85134636853,CORRECT_EXCLUDE,belief and sharing predictors survey not prevalence
2-s2.0-105018036474,CORRECT_EXCLUDE,normative theory of Telegram media roles
2-s2.0-85092898806,CORRECT_EXCLUDE,search interest in disinfectant use not misinfo prevalence
2-s2.0-85213167999,CORRECT_EXCLUDE,book chapter review of crisis misinfo
2-s2.0-85212190566,CORRECT_EXCLUDE,autocomplete audit not misinfo content prevalence
2-s2.0-85175585206,CORRECT_EXCLUDE,sentiment classification methods not prevalence
2-s2.0-85181470066,CORRECT_EXCLUDE,qualitative deplatforming analysis of influencers
2-s2.0-85171430786,CORRECT_EXCLUDE,methodology paper for identifying vectors
2-s2.0-85133705089,FALSE_NEGATIVE,quantifies fake vs reliable news source audience networks
2-s2.0-85159571838,CORRECT_EXCLUDE,detection classifier correlations not prevalence
2-s2.0-105021932084,CORRECT_EXCLUDE,mathematical model of fake reviews theory
2-s2.0-85190086124,FALSE_NEGATIVE,quantifies most-shared telemedicine content quality engagement
2-s2.0-105019956997,CORRECT_EXCLUDE,survey user satisfaction and fake news spread
2-s2.0-85159095885,CORRECT_EXCLUDE,survey trust predictors of willingness to spread
2-s2.0-85114336487,CORRECT_EXCLUDE,perception survey of sharing behavior
2-s2.0-85140821777,CORRECT_EXCLUDE,media framing of schizophrenia qualitative
2-s2.0-85124369899,CORRECT_EXCLUDE,fact-check article content and engagement not misinfo prevalence
2-s2.0-85048033888,FALSE_NEGATIVE,quantifies misinfo website agenda-setting in news ecosystem
2-s2.0-85152543560,FALSE_NEGATIVE,quantified HPV vaccine tweet narratives 596k tweets
2-s2.0-85168957583,CORRECT_EXCLUDE,theory/commentary on public sphere disinformation
2-s2.0-105026372453,CORRECT_EXCLUDE,narrative review of health misinfo
2-s2.0-105002409150,CORRECT_EXCLUDE,qualitative analysis of fake quotes
2-s2.0-85083963365,CORRECT_EXCLUDE,content analysis of populism propaganda not prevalence
2-s2.0-85074572033,FALSE_NEGATIVE,quantifies IRA disinformation activity across three platforms
2-s2.0-85210472682,CORRECT_EXCLUDE,theoretical polarization loop mechanism
2-s2.0-85096213939,CORRECT_EXCLUDE,survey of youth YouTuber evaluations not prevalence
2-s2.0-105003500056,CORRECT_EXCLUDE,survey podcast use belief and sharing
2-s2.0-85122779696,CORRECT_EXCLUDE,survey motivations for sharing fake news
2-s2.0-85130659149,CORRECT_EXCLUDE,book chapter qualitative disinformation process
2-s2.0-85159851342,CORRECT_EXCLUDE,detection corpus dataset construction
2-s2.0-85163873520,FALSE_NEGATIVE,topic modeling quantifies fluoride misinfo tweets
2-s2.0-85121368259,CORRECT_EXCLUDE,journal scope note commentary
2-s2.0-85159040522,CORRECT_EXCLUDE,monitoring program lessons not quantified prevalence
2-s2.0-85173730940,FALSE_NEGATIVE,quantifies and typologizes year of war hoaxes
2-s2.0-85136702336,CORRECT_EXCLUDE,perceived exposure to misinfo not actual prevalence
2-s2.0-105029654080,CORRECT_EXCLUDE,Hawkes model of user behavior on spread
2-s2.0-85123227540,CORRECT_EXCLUDE,survey social correction behaviors
2-s2.0-105035494370,CORRECT_EXCLUDE,YouTube comment thematic analysis of docudrama
2-s2.0-85168828634,CORRECT_EXCLUDE,audience news-strategy behavior not misinfo prevalence
2-s2.0-105040072891,CORRECT_EXCLUDE,survey recognition of fake news susceptibility
