eid,verdict,reason
2-s2.0-85156163021,CORRECT_EXCLUDE,detection model ARIMA/LSTM
2-s2.0-85198720715,CORRECT_EXCLUDE,semantic network analysis of themes not prevalence
2-s2.0-85132838982,CORRECT_EXCLUDE,qualitative case study media freedom
2-s2.0-85087848582,CORRECT_EXCLUDE,literature review/perceptions students
2-s2.0-85178609130,CORRECT_EXCLUDE,belief/misperception survey effects
2-s2.0-0040629456,CORRECT_EXCLUDE,belief misinformation talk radio
2-s2.0-85170055352,CORRECT_EXCLUDE,bibliometric study of scientific production
2-s2.0-85147907280,CORRECT_EXCLUDE,narrative analysis of campaign
2-s2.0-105031178059,CORRECT_EXCLUDE,book on journalism practices qualitative
2-s2.0-85124891836,CORRECT_EXCLUDE,vaccine decision survey not prevalence
2-s2.0-84910048383,CORRECT_EXCLUDE,visual analysis tool/detection
2-s2.0-105027532780,CORRECT_EXCLUDE,sharing intentions/accuracy judgments
2-s2.0-105035719516,CORRECT_EXCLUDE,experimental exposure effects on attitudes
2-s2.0-105034781937,CORRECT_EXCLUDE,perceptions of misinfo and news use
2-s2.0-85114226550,CORRECT_EXCLUDE,fact-checking effectiveness study
2-s2.0-85214866849,CORRECT_EXCLUDE,commentary/perspective COVID disinfo
2-s2.0-85108094039,FALSE_NEGATIVE,maps malicious content spread across platforms quantitatively
2-s2.0-85163753338,CORRECT_EXCLUDE,factors associated with spreading survey
2-s2.0-105009245125,FALSE_NEGATIVE,analyzes info flows/misinformative content Telegram quantitatively
2-s2.0-85135532568,CORRECT_EXCLUDE,review of misinfo research and effects
2-s2.0-85056355953,FALSE_NEGATIVE,large-scale credibility database 47M tweets attention dynamics
2-s2.0-85086129735,CORRECT_EXCLUDE,theory MAD model moral contagion
2-s2.0-105023048849,CORRECT_EXCLUDE,emotion analysis political messages
2-s2.0-85147312344,FALSE_NEGATIVE,measures far-right news/disinfo sharing on social media
2-s2.0-105029395670,CORRECT_EXCLUDE,survey self-reported sharing dataset
2-s2.0-85161049349,CORRECT_EXCLUDE,toolkit description methods not prevalence
2-s2.0-105014753885,CORRECT_EXCLUDE,media literacy intervention experiment
2-s2.0-85099691654,CORRECT_EXCLUDE,bots propaganda conceptual
2-s2.0-105035724919,CORRECT_EXCLUDE,systematic review TikTok elections
2-s2.0-85191009116,CORRECT_EXCLUDE,dynamical model theory of spreading
2-s2.0-85050484045,CORRECT_EXCLUDE,student behavior/intention survey
2-s2.0-85167859754,CORRECT_EXCLUDE,book chapter qualitative hate techniques
2-s2.0-85183978822,CORRECT_EXCLUDE,review of misinfo extreme weather
2-s2.0-105034517560,CORRECT_EXCLUDE,reception/perception Reddit UAP
2-s2.0-85097228757,CORRECT_EXCLUDE,prediction model URLs detection
2-s2.0-85181233295,CORRECT_EXCLUDE,deep learning detection fake news
2-s2.0-85128869312,CORRECT_EXCLUDE,qualitative engagement humor study
2-s2.0-85176905270,CORRECT_EXCLUDE,knowledge/perceptions eye disease survey
2-s2.0-105028244610,CORRECT_EXCLUDE,scoping review data misinformation
2-s2.0-85196971477,CORRECT_EXCLUDE,individual differences sharing personality
