eid,verdict,reason
2-s2.0-105001976197,CORRECT_EXCLUDE,experimental sharing intentions not real-world prevalence
2-s2.0-33645334172,CORRECT_EXCLUDE,position statement/commentary no prevalence measure
2-s2.0-85060949450,CORRECT_EXCLUDE,survey of news-sharing determinants not misinfo prevalence
2-s2.0-85210450035,FALSE_NEGATIVE,content analysis quantifies PCOS info quality with engagement
2-s2.0-85096841971,FALSE_NEGATIVE,quantifies acne misinfo quality across 100 TikTok videos
2-s2.0-85120702919,CORRECT_EXCLUDE,survey willingness to share not observed prevalence
2-s2.0-85078310927,CORRECT_EXCLUDE,qualitative interviews on consumption motives no quantity
2-s2.0-105014549052,CORRECT_EXCLUDE,survey exposure-hesitancy link belief outcome
2-s2.0-85186396387,CORRECT_EXCLUDE,fact-checking strategies case study no prevalence
2-s2.0-85088965743,CORRECT_EXCLUDE,qualitative coding of three pages no prevalence measure
2-s2.0-85139182895,CORRECT_EXCLUDE,policy/messaging-app analysis no quantitative prevalence
2-s2.0-105024947911,FALSE_NEGATIVE,cross-platform typology categorizes tobacco misinfo content quantitatively
2-s2.0-85132126860,CORRECT_EXCLUDE,translation case study qualitative no prevalence
2-s2.0-85193414410,CORRECT_EXCLUDE,survey/essay infodemic no quantitative content prevalence
2-s2.0-85136220279,CORRECT_EXCLUDE,sentiment/topic analysis not misinfo prevalence measure
2-s2.0-0036282174,CORRECT_EXCLUDE,search-engine site quality off-topic not misinfo prevalence
2-s2.0-77951087568,CORRECT_EXCLUDE,frenzy journalism case study qualitative
2-s2.0-105012187453,FALSE_NEGATIVE,quantifies coordinated pro-government disinfo activity on Telegram
2-s2.0-85107355448,CORRECT_EXCLUDE,exposure-belief relationship belief outcome
2-s2.0-85009208189,CORRECT_EXCLUDE,no title or abstract
2-s2.0-85140905620,CORRECT_EXCLUDE,Facebook posts as hesitancy indicator no misinfo prevalence
2-s2.0-105014673578,CORRECT_EXCLUDE,case study fake-news generators qualitative
2-s2.0-85184028503,FALSE_NEGATIVE,content analysis quantifies pro-Kremlin disinfo messages Polish space
2-s2.0-85023624960,CORRECT_EXCLUDE,framing-effects on opinion not prevalence
2-s2.0-85110111291,CORRECT_EXCLUDE,perception/baseline-info intervention not new prevalence measure
2-s2.0-85075914691,CORRECT_EXCLUDE,survey of sharing motivation not observed prevalence
2-s2.0-85076426701,FALSE_NEGATIVE,analyzes corpus of MH17 deceptive messages quantifying types
2-s2.0-85189687531,CORRECT_EXCLUDE,essay on polio misinfo challenges no measure
2-s2.0-85093844840,CORRECT_EXCLUDE,IRA case study qualitative interviews
2-s2.0-105016576943,CORRECT_EXCLUDE,literature review of AI disinfo mechanisms
2-s2.0-85188888878,CORRECT_EXCLUDE,fact-checking practices interviews qualitative
2-s2.0-85164326916,CORRECT_EXCLUDE,detection algorithm method paper
2-s2.0-85176764013,CORRECT_EXCLUDE,recommender-algorithm effects not prevalence measure
2-s2.0-85197187889,CORRECT_EXCLUDE,actor-network analysis of climate misinfo qualitative
2-s2.0-85109209780,CORRECT_EXCLUDE,argues for auditing methodology no prevalence data
2-s2.0-85201743916,CORRECT_EXCLUDE,scoping review communication context not primary measure
2-s2.0-85126173267,CORRECT_EXCLUDE,experimental shareworthiness cues not real-world prevalence
2-s2.0-85151306171,CORRECT_EXCLUDE,theoretical model of asymmetric sharing
2-s2.0-85200410112,CORRECT_EXCLUDE,how influencers use disinfo qualitative no prevalence
2-s2.0-85136177119,FALSE_NEGATIVE,long-term observation quantifying 5G conspiracy spread
