eid,verdict,reason
2-s2.0-105019767827,CORRECT_EXCLUDE,Effectiveness on voter preferences not prevalence
2-s2.0-105034237621,CORRECT_EXCLUDE,Qualitative discourse/theory chapter no quantitative measure
2-s2.0-85133374419,CORRECT_EXCLUDE,Linguistic markers of hyperpartisan speech not prevalence
2-s2.0-105037155694,CORRECT_EXCLUDE,Detection/dataset characteristic geo-political gradient
2-s2.0-85196788359,CORRECT_EXCLUDE,Stance detection/controversy quantification not prevalence
2-s2.0-85115738866,CORRECT_EXCLUDE,Survey of factors affecting sharing not observed
2-s2.0-84867658041,CORRECT_EXCLUDE,Nutrition marketing on TV off-topic
2-s2.0-78751641342,CORRECT_EXCLUDE,Content analysis of 12 books not exposure
2-s2.0-85200966528,CORRECT_EXCLUDE,Qualitative interviews perceptions not quantitative prevalence
2-s2.0-105040838279,FALSE_NEGATIVE,Largest longitudinal corpus Brazil vaccine misinfo prevalence
2-s2.0-105029620880,CORRECT_EXCLUDE,Qualitative strategies/mechanisms not quantitative prevalence
2-s2.0-85116448103,CORRECT_EXCLUDE,Qualitative flat-earth Twitter case study
2-s2.0-85003247293,CORRECT_EXCLUDE,Narrative on fake news role not measured
2-s2.0-85133944320,CORRECT_EXCLUDE,Explanatory study social media use not prevalence
2-s2.0-85048225269,CORRECT_EXCLUDE,Youth media consumption practices not misinfo prevalence
2-s2.0-105005144362,CORRECT_EXCLUDE,Policy code-of-practice effect not prevalence measure
2-s2.0-85126450480,CORRECT_EXCLUDE,Gaslighting term discourse trend not misinfo prevalence
2-s2.0-85098781628,CORRECT_EXCLUDE,Agent-based model of bots theoretical
2-s2.0-84874339922,CORRECT_EXCLUDE,Source-identification algorithm not prevalence
2-s2.0-85202728029,CORRECT_EXCLUDE,Case study dissemination of one claim qualitative
2-s2.0-85100044312,CORRECT_EXCLUDE,Endorsement/belief survey not exposure prevalence
2-s2.0-85216490326,CORRECT_EXCLUDE,Qualitative interviews on EMAs not quantitative
2-s2.0-85161860034,CORRECT_EXCLUDE,Engagement predictors of 472 tweets not prevalence
2-s2.0-85147370906,CORRECT_EXCLUDE,Qualitative analysis YouTube comments
2-s2.0-105034363924,CORRECT_EXCLUDE,Causal influence modeling method not prevalence
2-s2.0-85078898054,CORRECT_EXCLUDE,Students news evaluation/sharing intention survey
2-s2.0-85115804634,CORRECT_EXCLUDE,Survey belief/impact not measured exposure
2-s2.0-105003994394,CORRECT_EXCLUDE,Methodological framework profiling channels
2-s2.0-105031579088,CORRECT_EXCLUDE,Correction notice not a study
2-s2.0-85208421898,CORRECT_EXCLUDE,Echo-chamber diffusion of single example
2-s2.0-84922069042,CORRECT_EXCLUDE,Survey on video news releases ethics off-topic
2-s2.0-85165477052,CORRECT_EXCLUDE,Influencing factors/governance not prevalence
2-s2.0-85129840693,FALSE_NEGATIVE,Quantifies ads on conspiracy channels concentration/monetization corpus
2-s2.0-105021751013,CORRECT_EXCLUDE,Qualitative study WhatsApp family groups
2-s2.0-85117076889,CORRECT_EXCLUDE,Survey impact/belief of fake cures not exposure
2-s2.0-85159189243,FALSE_NEGATIVE,Quantifies conspiracy tweets corpus N=313088 prevalence
2-s2.0-105032156175,CORRECT_EXCLUDE,Experimental sharing intentions only
2-s2.0-85113822400,CORRECT_EXCLUDE,SLE on social media qualitative off-topic
2-s2.0-105009025232,CORRECT_EXCLUDE,Corpus/qualitative propaganda analysis not prevalence
2-s2.0-85012906500,CORRECT_EXCLUDE,Financial short-seller rumours impact off-topic
