eid,verdict,reason
2-s2.0-85045645851,CORRECT_EXCLUDE,advertising regulation compliance not misinfo prevalence
2-s2.0-85213174683,CORRECT_EXCLUDE,book chapter review of vaccine misinfo
2-s2.0-42649109723,FALSE_NEGATIVE,counts press/online articles spreading health misinfo over time
2-s2.0-85090475885,CORRECT_EXCLUDE,geospatial correlation poison calls vs tweets not prevalence
2-s2.0-85124743017,CORRECT_EXCLUDE,perceptions of misinfo and media trust survey
2-s2.0-85132393120,CORRECT_EXCLUDE,literature review of post-truth mechanisms
2-s2.0-105041214640,CORRECT_EXCLUDE,review of sharing-behavior determinants not prevalence
2-s2.0-85112802146,CORRECT_EXCLUDE,malicious URL detection method off-topic
2-s2.0-105026391330,FALSE_NEGATIVE,quantifies RT Deutsch disinfo content via topic modeling
2-s2.0-105028238813,CORRECT_EXCLUDE,book chapter theory of conspiracy spread
2-s2.0-85193311891,CORRECT_EXCLUDE,interviews on impact of Islamophobic misinfo
2-s2.0-105003761948,CORRECT_EXCLUDE,expert interviews on disinfo regulation
2-s2.0-85141364917,CORRECT_EXCLUDE,content analysis of hesitancy comments not prevalence
2-s2.0-85132129630,FALSE_NEGATIVE,quantifies fact-check post volume on COVID misinfo
2-s2.0-85097414955,FALSE_NEGATIVE,measures content/views of YouTube vaccine videos
2-s2.0-85184002073,CORRECT_EXCLUDE,virality prediction model not prevalence
2-s2.0-85098752513,CORRECT_EXCLUDE,sharing determinants distance effects not prevalence
2-s2.0-85175830169,CORRECT_EXCLUDE,sentiment of breastfeeding tweets not misinfo prevalence
2-s2.0-85061894253,CORRECT_EXCLUDE,typology and causes of fake news commentary
2-s2.0-85116365351,CORRECT_EXCLUDE,KAP survey impact of misinfo not prevalence
2-s2.0-85197543520,FALSE_NEGATIVE,quantifies quality/misinfo of pediatric TikTok videos with views
2-s2.0-85133563546,FALSE_NEGATIVE,analyzes thousands conspiracy/debunking videos engagement
2-s2.0-85198226808,CORRECT_EXCLUDE,students' recognition ability detection task
2-s2.0-105012306479,CORRECT_EXCLUDE,qualitative case study disinfo patterns
2-s2.0-105029270790,CORRECT_EXCLUDE,thematic analysis eWOM GLP-1 not prevalence
2-s2.0-85140658027,FALSE_NEGATIVE,classifies anti/pro vaccine tweet volumes over time
2-s2.0-105023852577,CORRECT_EXCLUDE,qualitative content analysis backlash posts
2-s2.0-85216199255,CORRECT_EXCLUDE,survey motivations for sharing fake news
2-s2.0-85027418372,CORRECT_EXCLUDE,network structure susceptibility risk group
2-s2.0-85201525654,CORRECT_EXCLUDE,qualitative literature study on buzzers
2-s2.0-105009230729,CORRECT_EXCLUDE,meme dataset for detection off-topic
2-s2.0-58149330631,CORRECT_EXCLUDE,content analysis of AIDS educational materials
2-s2.0-105007347967,CORRECT_EXCLUDE,content analysis CPC training materials
2-s2.0-85046902878,CORRECT_EXCLUDE,fake news classification method off-topic
2-s2.0-85131254702,CORRECT_EXCLUDE,NLP analysis of hesitancy barriers not prevalence
2-s2.0-85134074209,CORRECT_EXCLUDE,NLP analysis of press coverage not misinfo prevalence
2-s2.0-29044447634,CORRECT_EXCLUDE,content analysis military leaflets off-topic
2-s2.0-85104899812,CORRECT_EXCLUDE,classification of conspiracy tweets method
2-s2.0-85196548804,CORRECT_EXCLUDE,accuracy of AI-generated responses not real-world prevalence
2-s2.0-105012581347,FALSE_NEGATIVE,measures search interest and tweet volume on hMPV
