eid,verdict,reason
2-s2.0-85205475697,CORRECT_EXCLUDE,political economy of misinfo infrastructure not prevalence
2-s2.0-85107277809,CORRECT_EXCLUDE,domain authenticity security problem not prevalence
2-s2.0-85163856242,CORRECT_EXCLUDE,survey experiments on epistemic vigilance sharing
2-s2.0-85153747236,CORRECT_EXCLUDE,qualitative case studies framework not quantitative prevalence
2-s2.0-85152769232,CORRECT_EXCLUDE,network structure feature for detection
2-s2.0-85209895341,FALSE_NEGATIVE,quantified quality of 200 amblyopia Instagram posts
2-s2.0-85140054880,CORRECT_EXCLUDE,qualitative case study antifeminist wiki
2-s2.0-85161964197,CORRECT_EXCLUDE,content by fact-checkers not misinfo prevalence
2-s2.0-85174302299,CORRECT_EXCLUDE,experimental news sharing manipulation
2-s2.0-85202131173,CORRECT_EXCLUDE,factors driving spread not prevalence measure
2-s2.0-85129887136,CORRECT_EXCLUDE,effects of warning labels on spread
2-s2.0-85112249462,CORRECT_EXCLUDE,survey willingness to share predictors
2-s2.0-85139185036,FALSE_NEGATIVE,content analysis 548 debunked COVID hoaxes
2-s2.0-84903975957,CORRECT_EXCLUDE,survey motivations individual differences sharing
2-s2.0-105014443516,CORRECT_EXCLUDE,systematic literature review tourism
2-s2.0-85162636420,CORRECT_EXCLUDE,theory commentary on disinformation
2-s2.0-85215621311,CORRECT_EXCLUDE,civil society propaganda analysis not prevalence
2-s2.0-85187560020,CORRECT_EXCLUDE,user behavior propagation modeling
2-s2.0-105012504380,CORRECT_EXCLUDE,qualitative narrative analysis far-right
2-s2.0-85141708618,CORRECT_EXCLUDE,bibliographic exploratory infodemic study
2-s2.0-84962920747,CORRECT_EXCLUDE,multi-campaign propagation efficiency modeling
2-s2.0-85127367740,CORRECT_EXCLUDE,knowledge awareness survey stem cell
2-s2.0-85066601717,CORRECT_EXCLUDE,content analysis of research landscape review
2-s2.0-105034041517,CORRECT_EXCLUDE,spambot detection ML
2-s2.0-85179995299,CORRECT_EXCLUDE,survey motivation predictors of sharing
2-s2.0-85055990871,CORRECT_EXCLUDE,literacy hoax detection ability study
2-s2.0-85088523068,CORRECT_EXCLUDE,perspectives on controlling spread survey
2-s2.0-105011142946,CORRECT_EXCLUDE,celebrity endorsement commentary not prevalence
2-s2.0-85164749333,CORRECT_EXCLUDE,scoring algorithm for detecting posts
2-s2.0-84889570052,CORRECT_EXCLUDE,provenance detection method
2-s2.0-85192781704,CORRECT_EXCLUDE,information flow auditing detection model
2-s2.0-85191445032,CORRECT_EXCLUDE,fact-checking verification capacity analysis
2-s2.0-85031412332,CORRECT_EXCLUDE,ethnographic case study cloaked pages
2-s2.0-85172455637,CORRECT_EXCLUDE,news updates phenomenon not misinfo prevalence
2-s2.0-105016716843,CORRECT_EXCLUDE,candidate TikTok content analysis not misinfo prevalence
2-s2.0-85149439816,CORRECT_EXCLUDE,categorizes misconception clusters not prevalence
2-s2.0-85163769915,CORRECT_EXCLUDE,tool for assessing account credibility
2-s2.0-85075622951,CORRECT_EXCLUDE,policy insights on managing misinfo
2-s2.0-85188301459,CORRECT_EXCLUDE,narrative analysis nuclear discourse
2-s2.0-105019151469,CORRECT_EXCLUDE,examines comments emotional effects not prevalence
